pop_tot_unw,pop_workingage_unw,worker_PS_unw,worker_PS_m_unw,worker_PS_f_unw,worker_PS_rur_unw,worker_PS_urb_unw,labor_force_PS_unw,labor_force_PS_m_unw,labor_force_PS_f_unw,labor_force_PS_rur_unw,labor_force_PS_urb_unw,pop_m_unw,pop_f_unw,pop_rur_unw,pop_urb_unw,s_casual_w_lf_PS_unw,s_casual_w_lf_P_unw,s_casual_w_lf_PS_m_unw,s_casual_w_lf_P_m_unw,s_casual_w_lf_PS_f_unw,s_casual_w_lf_P_f_unw,s_casual_w_lf_PS_rur_unw,s_casual_w_lf_P_rur_unw,s_casual_w_lf_PS_urb_unw,s_casual_w_lf_P_urb_unw,data,time,state_name,lf_share_unw,worker_share_unw,lf_share_m_unw,worker_share_m_unw,lf_share_f_unw,worker_share_f_unw,lf_share_urb_unw,worker_share_urb_unw,lf_share_rur_unw,worker_share_rur_unw
11396,8127,3772,3014,758,2044,1728,4011,3208,803,2163,1848,4263,3864,4366,3761,.49962604,.48182735,.47817954,.46339175,.58530509,.55874676,.63199258,.60581887,.34469697,.33752048,PLFS_2223,July 2022 - June 2023,HARYANA,.49354005,.46413189,.75252169,.70701385,.20781574,.19616978,.49135867,.45945227,.49541914,.46816307
3538,2718,1195,1029,166,68,1127,1222,1051,171,71,1151,1437,1281,159,2559,.33224222,.32782823,.33206469,.32727271,.33333334,.33132529,.49295774,.46478873,.32232842,.31929824,PLFS_2223,July 2022 - June 2023,DELHI,.4495953,.4396615,.73138481,.71607518,.13348946,.12958626,.44978508,.44040641,.44654089,.42767295
20002,14378,8080,5175,2904,5493,2587,8503,5489,3013,5674,2829,7307,7063,8724,5654,.75855583,.70962048,.69447988,.64941049,.87520742,.84012789,.89213961,.8359133,.49063274,.47339848,PLFS_2223,July 2022 - June 2023,RAJASTHAN,.5913896,.5619697,.75119746,.70822501,.42658928,.41115674,.50035375,.45755216,.65038973,.62964237
42853,29951,15537,11317,4220,10951,4586,16022,11708,4313,11141,4881,14922,15028,19207,10744,.81693923,.77005541,.78672701,.75530124,.89914215,.83365053,.91616553,.87174219,.59045279,.56792778,PLFS_2223,July 2022 - June 2023,UTTAR PRADESH,.53494042,.51874727,.78461331,.75841039,.28699762,.28080916,.45430008,.4268429,.58004892,.57015669
21865,14607,6517,5130,1387,4840,1677,6840,5415,1425,5008,1832,7519,7088,10327,4280,.83011699,.80461067,.81588179,.80289638,.88421053,.81489843,.89796329,.87494367,.64465064,.62776202,PLFS_2223,July 2022 - June 2023,BIHAR,.46826863,.44615597,.72017556,.6822716,.20104402,.19568284,.42803738,.39182243,.48494238,.46867436
2576,2069,1446,854,592,1015,431,1488,873,615,1032,456,1065,1004,1297,772,.69623655,.59533608,.66666669,.55204678,.73821139,.65671641,.81201553,.67725921,.43421054,.41241685,PLFS_2223,July 2022 - June 2023,SIKKIM,.71918803,.69888836,.8197183,.80187792,.61254978,.58964145,.59067357,.55829018,.79568237,.78257519
7814,5801,3574,2144,1430,2590,984,3793,2268,1525,2689,1104,2973,2828,3802,1999,.74980229,.67790568,.69576722,.60915333,.83016396,.78058785,.84380811,.76662779,.52083331,.46610957,PLFS_2223,July 2022 - June 2023,ARUNACHAL PRADESH,.65385276,.61610067,.76286578,.72115707,.53925037,.50565773,.55227613,.49224612,.70725936,.68122041
4342,2889,1941,1106,835,1242,699,2062,1180,882,1286,776,1471,1418,1626,1263,.70659554,.64040923,.62542373,.56126821,.81519276,.7576142,.81337482,.75061327,.52963918,.45628417,PLFS_2223,July 2022 - June 2023,NAGALAND,.71374178,.67185879,.8021754,.7518695,.62200284,.58885753,.61441016,.55344421,.79089791,.76383764
9621,6622,3329,2259,1069,1712,1617,3508,2387,1120,1799,1709,3304,3317,3338,3284,.71978337,.71086401,.68412232,.67476946,.79553574,.78750002,.77987772,.77141267,.6565243,.64716208,PLFS_2223,July 2022 - June 2023,MANIPUR,.52974933,.50271821,.72245765,.68371671,.3376545,.32227916,.52040195,.49238732,.5389455,.51288199
6981,4921,2814,1719,1095,1032,1782,2873,1745,1128,1042,1831,2503,2418,1677,3244,.75948489,.70926183,.71747851,.65616047,.82446808,.79148179,.88675624,.83189243,.68705624,.63954121,PLFS_2223,July 2022 - June 2023,MIZORAM,.5838244,.57183498,.6971634,.68677586,.46650124,.45285359,.56442666,.54932183,.62134767,.61538464
7099,5600,3056,2115,941,2138,918,3146,2182,964,2182,964,2843,2757,3764,1836,.74348378,.72069746,.72960585,.71179438,.77489626,.74183005,.80980754,.78677839,.59336102,.57112747,PLFS_2223,July 2022 - June 2023,TRIPURA,.5617857,.54571426,.76749915,.74393249,.34965542,.34131303,.52505445,.5,.57970244,.56801277
6181,4100,2498,1407,1091,1843,655,2704,1482,1222,1957,747,1978,2122,2794,1306,.69378698,.68102491,.71457487,.71109605,.66857612,.64444447,.80889118,.79497695,.39223561,.38140163,PLFS_2223,July 2022 - June 2023,MEGHALAYA,.65951222,.60926831,.74924165,.71132457,.57587183,.51413763,.57197547,.50153142,.7004295,.6596278
15481,11497,6760,4528,2232,5465,1295,7035,4679,2356,5639,1396,5837,5660,8925,2572,.76488984,.67154574,.73883307,.68424463,.81663835,.63459122,.82887036,.72851604,.50644702,.45978755,PLFS_2223,July 2022 - June 2023,ASSAM,.61189878,.5879795,.80161041,.77574098,.41625443,.3943463,.5427683,.50349921,.63182074,.61232495
24846,19086,10496,7570,2926,6045,4451,10843,7807,3036,6179,4664,9572,9514,10382,8704,.68126905,.62483436,.66017675,.6276775,.73550725,.61443496,.8281275,.77135444,.4867067,.44560289,PLFS_2223,July 2022 - June 2023,WEST BENGAL,.56811273,.54993188,.81560802,.79084831,.31910869,.30754676,.53584558,.51137406,.59516472,.58225775
12378,8626,4950,3203,1747,3561,1389,5074,3304,1770,3587,1487,4246,4380,5380,3246,.82696098,.73490614,.77572638,.71092492,.9225989,.82359952,.93420684,.84976709,.56825823,.51830161,PLFS_2223,July 2022 - June 2023,JHARKHAND,.58822167,.57384652,.77814412,.75435704,.4041096,.39885846,.45810229,.42791128,.66672862,.66189593
15528,11513,6737,4323,2414,5298,1439,7063,4570,2493,5510,1553,5694,5819,8576,2937,.7733258,.68883413,.72560173,.66315556,.86081028,.75921375,.85735029,.77409637,.47520927,.41400832,PLFS_2223,July 2022 - June 2023,ORISSA,.61348039,.58516461,.80259925,.75922024,.42842412,.41484791,.52877086,.48995572,.64249068,.61777049
9656,7238,4805,2876,1929,3439,1366,4978,2994,1984,3497,1481,3609,3629,4615,2623,.77340299,.72224557,.7291249,.6734134,.84022176,.79956543,.91278237,.85610861,.44429439,.41429561,PLFS_2223,July 2022 - June 2023,CHATTISGARH,.68775904,.6638574,.8295927,.79689664,.54670709,.53155142,.56462067,.52077776,.75774646,.74517876
20925,15677,9504,6487,3017,6477,3027,9693,6629,3064,6520,3173,8089,7587,9403,6274,.79830807,.71805274,.76074821,.70900989,.87956917,.75342464,.93036813,.86276084,.52694613,.46969697,PLFS_2223,July 2022 - June 2023,MADHYA PRADESH,.6182943,.60623842,.81950796,.80195326,.40384868,.39765388,.50573796,.48246732,.69339573,.68882269
15984,12013,7300,4939,2361,4150,3150,7456,5058,2398,4206,3250,6187,5826,6042,5971,.64860517,.61256027,.58105969,.55789894,.79107589,.74802762,.82501191,.78164154,.4203077,.40216354,PLFS_2223,July 2022 - June 2023,GUJARAT,.62066096,.60767502,.81752062,.79828674,.41160315,.40525231,.54429746,.5275498,.69612712,.68685865
1250,936,601,429,172,310,291,617,436,181,320,297,503,433,444,492,.43273905,.35889071,.33027524,.25057471,.67955804,.62359548,.61874998,.49683544,.23232323,.21212122,PLFS_2223,July 2022 - June 2023,D & N. HAVELI & DAMAN & DIU,.65918803,.64209402,.86679918,.85288268,.41801387,.39722863,.60365856,.59146339,.72072071,.6981982
31080,23029,13524,9017,4507,7248,6276,13962,9340,4622,7393,6569,11786,11243,10771,12258,.62534022,.60612214,.57783729,.55657327,.72133273,.7081669,.85229272,.82903755,.36991933,.35566851,PLFS_2223,July 2022 - June 2023,MAHARASHTRA,.60627902,.58725953,.79246563,.76506025,.41110024,.40087166,.53589493,.51199216,.68638009,.67291802
13656,10586,6202,3925,2276,3866,2336,6507,4134,2372,4004,2503,5255,5329,5886,4700,.6783464,.64731723,.63691342,.60399413,.75042158,.72562855,.81218779,.77789176,.46424291,.44161615,PLFS_2223,July 2022 - June 2023,ANDHRA PRADESH,.61467975,.58586812,.78667933,.74690771,.44511166,.42709702,.5325532,.49702129,.68025821,.65681279
15571,11803,6615,4471,2144,3408,3207,6822,4618,2204,3471,3351,5986,5817,5515,6288,.65347403,.63803679,.63988739,.62502718,.68194193,.66666669,.84528953,.82914573,.45478961,.44212121,PLFS_2223,July 2022 - June 2023,KARNATAKA,.57798862,.56045073,.77146673,.74690944,.37888947,.36857486,.53291982,.51001906,.62937444,.61795104
1642,1226,601,437,164,248,353,663,477,186,272,391,616,610,527,699,.34238312,.323217,.35639414,.33894736,.30645162,.28260869,.4227941,.40148699,.28644502,.26923078,PLFS_2223,July 2022 - June 2023,GOA,.54078305,.49021208,.77435064,.70941556,.30491802,.26885247,.55937052,.50500715,.51612902,.47058824
799,551,219,165,54,74,145,243,181,62,81,162,249,302,157,394,.49794239,.4618834,.519337,.50837988,.43548387,.27272728,.48148149,.4556962,.50617284,.46527779,PLFS_2223,July 2022 - June 2023,LAKSHDWEEP,.44101635,.39745918,.72690761,.66265059,.20529801,.17880794,.4111675,.3680203,.51592356,.47133759
15837,11062,5821,3766,2055,2790,3031,6298,3967,2331,2966,3332,5115,5947,4973,6089,.55652589,.48861647,.5873456,.54363638,.50407553,.37473118,.65239382,.59085757,.47118849,.40026119,PLFS_2223,July 2022 - June 2023,KERALA,.56933647,.52621585,.77556205,.7362659,.39196232,.34555238,.5472163,.49778289,.59642065,.56102955
23059,17398,9746,6368,3378,5264,4482,10207,6641,3566,5455,4752,8600,8798,8411,8987,.59390616,.55450958,.54253876,.51614368,.68956816,.63162708,.74482125,.69384998,.420665,.40046889,PLFS_2223,July 2022 - June 2023,TAMIL NADU,.58667666,.56017935,.77220929,.7404651,.40531939,.38395089,.52876377,.49872038,.64855546,.6258471
1946,1447,743,493,250,216,527,785,520,265,226,559,666,781,343,1104,.37707007,.33725491,.38076922,.33075434,.36981133,.35080644,.57522124,.51173711,.29695886,.26992753,PLFS_2223,July 2022 - June 2023,PONDICHERRY,.54250175,.51347613,.78078079,.74024022,.33930859,.32010242,.50634056,.47735506,.65889215,.62973762
1649,1295,778,524,254,424,354,863,549,314,450,413,653,642,646,649,.46234068,.39003646,.46812385,.39814815,.45222929,.3745583,.63999999,.53809524,.26876512,.235732,PLFS_2223,July 2022 - June 2023,A & N ISLANDS,.66640925,.6007722,.84073508,.80245024,.48909658,.39563861,.63636363,.54545456,.69659442,.65634674
10211,7746,4408,2830,1578,2420,1988,4643,2996,1647,2487,2156,3913,3833,3561,4185,.65517986,.61636603,.59512681,.54918587,.76442015,.74030036,.87856853,.82648402,.39749536,.37950397,PLFS_2223,July 2022 - June 2023,TELANGANA,.59940612,.5690679,.76565295,.72323024,.42968953,.41168797,.51517326,.47502986,.69839931,.67958438
1146,821,480,289,191,307,173,518,310,208,323,195,439,382,481,340,.69305021,.58114034,.64193547,.56065571,.76923078,.62251657,.84210527,.71641791,.44615385,.38829789,PLFS_2223,July 2022 - June 2023,LADAKH,.63093787,.58465284,.70615035,.65831435,.54450262,.5,.57352942,.50882351,.67151767,.63825363
14242,10186,6120,3920,2200,4020,2100,6521,4062,2459,4163,2358,5249,4937,5984,4202,.7454378,.60568792,.71245694,.61495566,.79991865,.57664812,.86259907,.70336491,.53859204,.46616891,PLFS_2324,July 2023 - June 2024,JAMMU & KASHMIR,.64019245,.60082465,.77386171,.74680889,.49807575,.44561476,.56116134,.49976203,.69568849,.67179143
6966,5013,3726,1999,1727,3205,521,3880,2060,1820,3306,574,2460,2553,4126,887,.80309278,.6829136,.74757284,.6026026,.86593407,.7775811,.88384753,.74823833,.33797911,.3257443,PLFS_2324,July 2023 - June 2024,HIMACHAL PRADESH,.77398765,.74326748,.83739835,.81260163,.71288681,.67645907,.64712512,.5873732,.80126029,.77678138
12751,9364,5015,3709,1306,2601,2414,5289,3900,1389,2729,2560,4797,4567,4595,4769,.56513518,.5427683,.55974358,.54695135,.58027357,.52983296,.69659215,.66806722,.42500001,.41290578,PLFS_2324,July 2023 - June 2024,PUNJAB,.56482273,.53556174,.81300813,.77319157,.30413839,.28596452,.53680015,.50618577,.5939064,.56605005
1252,922,506,374,132,0,506,540,388,152,0,540,482,440,0,922,.21111111,.19288389,.25,.23116884,.1118421,.093959734,,,.21111111,.19288389,PLFS_2324,July 2023 - June 2024,CHANDIGARH,.58568329,.54880697,.80497926,.77593362,.34545454,.30000001,.58568329,.54880697,,
6684,4822,2805,1788,1017,1749,1056,2919,1858,1061,1795,1124,2373,2449,2649,2173,.68756425,.61748636,.63240045,.5937674,.78416586,.67320263,.82785517,.75151515,.46352312,.43268338,PLFS_2324,July 2023 - June 2024,UTTARANCHAL,.60535049,.58170885,.78297514,.75347662,.43323806,.41527155,.51725727,.48596412,.67761421,.66024917
10787,7768,3860,2971,889,2107,1753,4008,3096,912,2171,1837,4093,3675,4141,3627,.54491019,.52688444,.51711887,.4972465,.63925439,.62933928,.69921696,.67552447,.36254764,.35313353,PLFS_2324,July 2023 - June 2024,HARYANA,.5159629,.49691039,.7564134,.72587347,.24816327,.24190477,.5064792,.48331955,.52426952,.50881428
3511,2678,1227,1030,197,74,1153,1253,1051,202,76,1177,1435,1243,161,2517,.33998403,.33145162,.34633681,.3374761,.30693069,.29896906,.40789473,.40789473,.33559898,.32646048,PLFS_2324,July 2023 - June 2024,DELHI,.46788648,.45817775,.73240417,.71777004,.16251005,.15848753,.46762019,.45808503,.47204968,.45962733
19905,14137,8569,5188,3381,5776,2793,8973,5449,3524,5933,3040,6992,7144,8473,5664,.75604594,.6941365,.68195999,.62847549,.87060159,.82167453,.88521826,.82165486,.50394738,.46579581,PLFS_2324,July 2023 - June 2024,RAJASTHAN,.6347174,.6061399,.77931923,.74199086,.49328107,.47326428,.53672314,.49311441,.70022422,.68169481
42740,29934,15977,11401,4576,11210,4767,16465,11777,4688,11414,5051,14951,14983,19345,10589,.81469786,.76477307,.78500468,.75548118,.88929182,.80451977,.91668129,.87203223,.58424073,.56086957,PLFS_2324,July 2023 - June 2024,UTTAR PRADESH,.5500434,.53374088,.78770649,.76255769,.31288794,.3054128,.47700444,.45018417,.59002328,.57947791
22474,14999,7214,5293,1921,5422,1792,7506,5533,1973,5562,1944,7650,7348,10558,4441,.83839595,.79602301,.8169167,.79600888,.89863151,.79609758,.91136283,.8754915,.62962961,.60032278,PLFS_2324,July 2023 - June 2024,BIHAR,.50043339,.48096541,.72326797,.69189543,.26850843,.26143169,.43773925,.40351272,.52680433,.51354426
2649,2138,1473,868,605,992,481,1523,893,630,1019,504,1104,1034,1287,851,.64871961,.56454849,.61926091,.53680634,.69047618,.60457516,.75466144,.63691074,.43452382,.41967872,PLFS_2324,July 2023 - June 2024,SIKKIM,.71234798,.68896163,.80887681,.78623188,.60928434,.58510637,.59224445,.56521738,.79176378,.7707848
7833,5776,3785,2150,1635,2766,1019,4077,2306,1771,2889,1188,2942,2834,3796,1980,.74172187,.67420352,.69384217,.61080837,.80406553,.7568047,.85877466,.78773409,.45707071,.40975192,PLFS_2324,July 2023 - June 2024,ARUNACHAL PRADESH,.70585179,.65529776,.78382051,.73079538,.62491179,.57692307,.60000002,.51464647,.76106429,.72866178
4537,2927,1941,1095,846,1199,742,2109,1190,919,1265,844,1468,1459,1611,1316,.71360832,.63320082,.65042019,.57045841,.79542983,.72182256,.81739128,.73060882,.55805689,.4895449,PLFS_2324,July 2023 - June 2024,NAGALAND,.72053295,.6631363,.81062669,.74591279,.62988347,.57984918,.64133739,.56382978,.78522658,.74425822
9937,6929,4123,2455,1668,2075,2048,4390,2575,1815,2183,2207,3407,3522,3384,3545,.74282461,.72720993,.69553399,.68098402,.80991733,.79360628,.82043058,.80767453,.66606253,.64740944,PLFS_2324,July 2023 - June 2024,MANIPUR,.63356906,.59503537,.75579691,.72057527,.51533222,.47359455,.622567,.5777151,.64509457,.61317968
7009,4955,2752,1682,1070,984,1768,2826,1725,1101,997,1829,2498,2457,1646,3309,.72717625,.71266806,.66898549,.65101451,.81834698,.8092643,.86158478,.84252757,.65390927,.64188081,PLFS_2324,July 2023 - June 2024,MIZORAM,.570333,.55539858,.69055241,.67333865,.44810745,.43549043,.55273497,.53430039,.6057108,.59781289
7085,5470,3245,2091,1154,2358,887,3338,2152,1186,2413,925,2763,2707,3732,1738,.77261835,.74341494,.75046468,.72611767,.8128162,.77676952,.84127641,.81373394,.59351349,.56075805,PLFS_2324,July 2023 - June 2024,TRIPURA,.61023766,.59323585,.77886355,.75678611,.43812338,.42630216,.53222096,.51035672,.64657021,.63183278
6243,4298,2801,1525,1276,2093,708,3035,1610,1425,2208,827,2112,2186,2937,1361,.71729821,.65202111,.70807451,.68032789,.72771931,.61636221,.82880437,.75543481,.41958886,.39707673,PLFS_2324,July 2023 - June 2024,MEGHALAYA,.70614237,.65169847,.76231062,.72206438,.65187556,.58371454,.60764146,.52020574,.75178754,.71263194
15414,11324,6968,4487,2481,5642,1326,7342,4697,2645,5897,1445,5734,5590,8823,2501,.75020432,.64126736,.73004043,.65954691,.78601134,.5950954,.81465149,.69741482,.48719722,.43108505,PLFS_2324,July 2023 - June 2024,ASSAM,.64835745,.61533028,.81914896,.7825253,.47316638,.44382825,.57776892,.5301879,.66836679,.63946503
25031,19041,11119,7539,3580,6422,4697,11563,7782,3781,6627,4936,9409,9632,10389,8652,.699386,.62038803,.67116421,.62848943,.75747156,.59316087,.82903272,.75086886,.52532417,.46116072,PLFS_2324,July 2023 - June 2024,WEST BENGAL,.60726851,.5839504,.82708043,.80125409,.39254567,.37167773,.57050395,.54288024,.63788623,.61815381
12490,8804,5141,3279,1861,3713,1428,5255,3373,1881,3737,1518,4359,4443,5506,3298,.81941009,.72337383,.76756597,.70236611,.91228068,.79187816,.93818569,.84734756,.52700925,.48246846,PLFS_2324,July 2023 - June 2024,JHARKHAND,.59688777,.58393914,.77380133,.75223672,.42336258,.41886112,.46027896,.43298969,.67871416,.67435527
15682,11638,7229,4467,2762,5676,1553,7521,4644,2877,5858,1663,5576,6062,8576,3062,.76691931,.67093092,.71317828,.63379663,.85366702,.75703323,.8449983,.74776787,.49188215,.42820513,PLFS_2324,July 2023 - June 2024,ORISSA,.64624506,.62115484,.83285511,.80111194,.47459584,.45562521,.54310906,.50718486,.68306905,.661847
9605,7310,4997,2963,2034,3615,1382,5159,3067,2092,3664,1495,3682,3627,4795,2515,.77825159,.72815931,.72579068,.66890532,.8551625,.81893003,.91784936,.86528498,.43612039,.39917126,PLFS_2324,July 2023 - June 2024,CHATTISGARH,.70574558,.68358415,.83297122,.80472571,.57678521,.56079406,.59443343,.54950297,.76412928,.7539103
21458,15734,10293,6644,3649,7044,3249,10440,6759,3681,7090,3350,8008,7726,9567,6167,.81685823,.7280519,.77496672,.71583414,.89377886,.77123821,.93906909,.86919671,.55820894,.48185483,PLFS_2324,July 2023 - June 2024,MADHYA PRADESH,.66353118,.65418839,.84403098,.82967031,.47644317,.47230133,.5432139,.5268364,.74108917,.73628098
15604,11689,7394,4848,2546,4279,3115,7519,4940,2579,4317,3202,5987,5701,5988,5701,.65740126,.60388857,.5819838,.55055034,.80186117,.73564953,.83275425,.77610028,.42098689,.37835121,PLFS_2324,July 2023 - June 2024,GUJARAT,.64325434,.63256055,.8251211,.80975449,.45237678,.44658831,.56165588,.54639536,.7209419,.71459585
1235,941,647,430,217,358,289,663,443,220,365,298,506,435,454,487,.52941179,.35239568,.43340859,.23515981,.7227273,.59808612,.76986301,.48725212,.23489933,.19047619,PLFS_2324,July 2023 - June 2024,D & N. HAVELI & DAMAN & DIU,.70456958,.6875664,.87549406,.84980237,.50574714,.49885058,.61190963,.59342915,.80396473,.78854626
30990,23197,13667,9087,4580,7267,6400,14134,9435,4699,7396,6738,11929,11267,10800,12397,.63096082,.60460609,.58982509,.56135494,.71355605,.69384617,.86087072,.82493478,.37859899,.36348611,PLFS_2324,July 2023 - June 2024,MAHARASHTRA,.60930294,.58917099,.79092968,.76175708,.41705868,.40649685,.5435186,.51625395,.68481481,.6728704
13649,10550,6075,3867,2208,3794,2281,6398,4077,2321,3932,2466,5232,5318,5859,4691,.66161299,.63660896,.61172432,.58458877,.749246,.73022223,.8138352,.78360146,.418897,.40490797,PLFS_2324,July 2023 - June 2024,ANDHRA PRADESH,.60644549,.57582939,.77924311,.73910552,.43644229,.41519368,.52568752,.48625028,.67110431,.64755076
15054,11303,6404,4348,2056,3351,3053,6605,4499,2106,3415,3190,5714,5589,5314,5989,.66570783,.6483025,.65036672,.6342665,.69848055,.67940444,.85680819,.83848697,.46112853,.44712606,PLFS_2324,July 2023 - June 2024,KARNATAKA,.58435816,.56657523,.78736436,.76093805,.37681159,.36786544,.5326432,.50976789,.64264208,.63059843
1668,1186,596,432,164,260,336,648,454,194,285,363,586,600,515,671,.37808642,.35448918,.39207047,.36343613,.34536082,.33333334,.44561404,.40636042,.32506886,.3140496,PLFS_2324,July 2023 - June 2024,GOA,.54637438,.5025295,.77474403,.73720139,.32333332,.27333334,.54098362,.50074518,.55339807,.50485438
749,540,241,207,34,86,155,270,222,48,93,177,275,265,169,371,.44814816,.42696628,.490991,.47297296,.25,.2,.49462366,.44565219,.42372882,.41714287,PLFS_2324,July 2023 - June 2024,LAKSHDWEEP,.5,.4462963,.80727273,.75272727,.18113208,.12830189,.47708896,.41778976,.55029583,.50887573
15583,10742,5850,3645,2205,2703,3147,6322,3827,2495,2914,3408,4958,5784,4841,5901,.53495729,.4500353,.55709434,.50013512,.50100201,.35557818,.61839396,.53343701,.46361503,.38065976,PLFS_2324,July 2023 - June 2024,KERALA,.58853102,.54459131,.77188385,.73517549,.43136239,.38122407,.57752925,.53329945,.60194176,.55835569
22552,16886,9868,6165,3702,5327,4541,10283,6419,3863,5517,4766,8131,8752,8055,8831,.57940292,.52439898,.51674718,.47937009,.68340665,.60776871,.7290194,.65505087,.40621066,.38140133,PLFS_2324,July 2023 - June 2024,TAMIL NADU,.60896599,.58438945,.78944778,.75820935,.44138482,.42298904,.53968972,.5142113,.6849162,.66132838
1913,1409,707,480,227,193,514,748,505,243,197,551,669,740,344,1065,.3302139,.29068151,.35445544,.3253012,.2798354,.21266969,.52284265,.45555556,.261343,.23562153,PLFS_2324,July 2023 - June 2024,PONDICHERRY,.53087294,.50177431,.75485802,.71748877,.32837838,.30675676,.51737088,.48262912,.57267439,.56104654
1727,1342,795,548,247,417,378,898,587,311,460,438,683,659,634,708,.42427617,.35472578,.41737649,.36254296,.43729904,.33818182,.62173915,.51264369,.21689498,.19194312,PLFS_2324,July 2023 - June 2024,A & N ISLANDS,.66915053,.59239942,.8594436,.80234259,.47192717,.37481031,.61864406,.53389829,.72555202,.65772873
10046,7501,4459,2809,1650,2370,2089,4722,2982,1740,2456,2266,3738,3763,3438,4063,.65607792,.6171279,.60831654,.56363016,.73793101,.71170086,.85912055,.81168008,.4360106,.41060197,PLFS_2324,July 2023 - June 2024,TELANGANA,.62951607,.59445405,.7977528,.7514714,.46239701,.43847993,.55771595,.51415211,.71436882,.6893543
1104,804,451,294,157,281,170,494,314,180,291,203,414,390,456,348,.6680162,.60698688,.6242038,.58520901,.74444443,.65306121,.81099659,.72796935,.46305418,.44670051,PLFS_2324,July 2023 - June 2024,LADAKH,.61442786,.56094527,.75845408,.71014494,.46153846,.40256411,.58333331,.48850575,.6381579,.61622804
