pop_tot_unw,pop_workingage_unw,worker_PS_unw,worker_PS_m_unw,worker_PS_f_unw,worker_PS_rur_unw,worker_PS_urb_unw,labor_force_PS_unw,labor_force_PS_m_unw,labor_force_PS_f_unw,labor_force_PS_rur_unw,labor_force_PS_urb_unw,pop_m_unw,pop_f_unw,pop_rur_unw,pop_urb_unw,s_casual_w_lf_PS_unw,s_casual_w_lf_P_unw,s_casual_w_lf_PS_m_unw,s_casual_w_lf_P_m_unw,s_casual_w_lf_PS_f_unw,s_casual_w_lf_P_f_unw,s_casual_w_lf_PS_rur_unw,s_casual_w_lf_P_rur_unw,s_casual_w_lf_PS_urb_unw,s_casual_w_lf_P_urb_unw,data,time,state_name,lf_share_unw,worker_share_unw,lf_share_m_unw,worker_share_m_unw,lf_share_f_unw,worker_share_f_unw,lf_share_urb_unw,worker_share_urb_unw,lf_share_rur_unw,worker_share_rur_unw
1748,1357,698,525,173,322,376,802,563,239,373,429,683,674,634,723,.3466334,.32743362,.39253998,.37722421,.23849373,.20524018,.4772118,.44808742,.23310024,.22352941,PLFS_1920,July 2019 - June 2020,A & N ISLANDS,.59100956,.5143699,.82430452,.76866764,.35459942,.25667655,.59336102,.52005535,.58832806,.50788641
9982,7679,4250,2741,1508,2185,2065,4618,3007,1610,2319,2299,3921,3756,3414,4265,.6190992,.61094093,.56900567,.56101638,.71242237,.70532322,.84648556,.83792049,.38973466,.38316527,PLFS_1920,July 2019 - June 2020,TELANGANA,.60138041,.5534575,.76689619,.69905639,.42864749,.40149096,.53903866,.48417351,.67926186,.64001173
14851,11001,5870,3979,1888,3812,2058,6295,4207,2085,3957,2338,5653,5344,6435,4566,.72962672,.58736718,.6976468,.60548013,.79376501,.50888193,.85089713,.68370163,.52437979,.45974383,PLFS_2021,July 2020 - June 2021,JAMMU & KASHMIR,.57222068,.53358787,.74420661,.70387405,.39015719,.35329342,.51204556,.45072272,.61491841,.59238541
264,198,120,72,48,69,51,125,74,51,71,54,101,97,103,95,.66399997,.42307693,.63513511,.47945204,.70588237,.29032257,.77464789,.4107143,.51851851,.4375,PLFS_2021,July 2020 - June 2021,LADAKH,.63131315,.60606062,.73267329,.71287131,.52577317,.49484536,.56842107,.53684211,.68932039,.66990292
7284,5119,3590,1958,1631,3107,483,3712,2040,1671,3192,520,2525,2593,4221,898,.81869614,.72112119,.75980395,.63778335,.89108318,.82858992,.88063908,.77484316,.43846154,.3976143,PLFS_2021,July 2020 - June 2021,HIMACHAL PRADESH,.72514164,.70130885,.80792081,.77544552,.6444273,.62900114,.57906461,.53786194,.75621891,.73608148
12997,9690,4758,3739,1019,2400,2358,5030,3933,1097,2525,2505,4965,4723,4774,4916,.58429426,.56247425,.57767606,.57146496,.60802186,.5243243,.72198021,.69548714,.44550899,.43525615,PLFS_2021,July 2020 - June 2021,PUNJAB,.51909184,.49102166,.79214501,.75307149,.23226763,.21575271,.50956064,.47965825,.52890658,.5027231
1347,1002,480,361,119,79,401,510,387,123,82,428,519,483,158,844,.26862746,.25838265,.30749354,.2997416,.14634146,.125,.24390244,.24390244,.27336448,.26117647,PLFS_2021,July 2020 - June 2021,CHANDIGARH,.50898206,.4790419,.74566472,.69556838,.25465837,.24637681,.50710899,.47511849,.51898736,.5
6954,5058,2477,1769,707,1529,948,2658,1913,744,1615,1043,2582,2473,2873,2185,.63957864,.62928706,.59644538,.59433961,.75,.7259475,.79566562,.78374922,.39789069,.39534885,PLFS_2021,July 2020 - June 2021,UTTARANCHAL,.52550417,.48971924,.74089855,.68512779,.30084917,.2858876,.47734553,.43386728,.56213015,.53219628
11483,8224,3707,3012,695,2037,1670,3993,3245,748,2168,1825,4347,3875,4420,3804,.57024795,.56094497,.56271183,.553599,.60294116,.59299189,.69557196,.68179715,.42136985,.41758242,PLFS_2021,July 2020 - June 2021,HARYANA,.48553017,.4507539,.74649185,.69289166,.19303226,.17935483,.47975814,.43901157,.49049774,.46085972
3840,2952,1270,1102,168,81,1189,1358,1174,184,85,1273,1608,1344,206,2746,.2599411,.25185186,.27001703,.26410258,.19565217,.17222223,.40000001,.40000001,.25058916,.24189724,PLFS_2021,July 2020 - June 2021,DELHI,.4600271,.43021679,.7300995,.68532336,.13690476,.125,.46358338,.43299344,.41262135,.39320388
20331,14593,7624,5154,2465,5243,2381,8062,5514,2542,5413,2649,7444,7139,8845,5748,.75700819,.72202891,.70420748,.67976499,.87136114,.83564359,.87954921,.8428455,.50660628,.49103662,PLFS_2021,July 2020 - June 2021,RAJASTHAN,.55245668,.52244228,.74073076,.6923697,.35607228,.34528646,.46085596,.41423103,.61198419,.59276426
42838,30415,14120,11047,3071,9670,4450,14748,11596,3150,9960,4788,15446,14965,19673,10742,.80207485,.76695728,.78354603,.7590223,.87015873,.80763984,.90813255,.87337774,.58145362,.56516159,PLFS_2021,July 2020 - June 2021,UTTAR PRADESH,.48489231,.4642446,.75074452,.71520132,.21049115,.20521216,.44572705,.41426179,.50627762,.49153662
20795,14480,5315,4695,620,3795,1520,5622,4984,638,3963,1659,7557,6917,10067,4413,.82817501,.82213366,.82985556,.82669884,.81504703,.78062159,.89301032,.88728398,.67329717,.66849148,PLFS_2021,July 2020 - June 2021,BIHAR,.38825968,.36705801,.65952098,.62127829,.092236519,.089634232,.37593475,.34443688,.39366245,.37697428
2568,2130,1432,861,571,925,507,1459,878,581,933,526,1104,1026,1246,884,.65113091,.58868712,.62984055,.55684453,.68330467,.63684213,.75455523,.6688453,.4676806,.44552529,PLFS_2021,July 2020 - June 2021,SIKKIM,.68497652,.67230046,.79528987,.77989131,.56627679,.55653024,.59502262,.57352942,.74879616,.74237561
7449,5524,2490,1853,636,1718,772,2686,1971,714,1815,871,2863,2660,3564,1960,.63440061,.61202389,.64028412,.61526716,.61764705,.6025281,.75757575,.72676992,.37772676,.37356323,PLFS_2021,July 2020 - June 2021,ARUNACHAL PRADESH,.48624185,.4507603,.68843871,.64722317,.26842105,.23909774,.44438776,.39387757,.50925928,.48204264
4154,3177,1481,960,521,947,534,1869,1191,678,1167,702,1608,1569,1807,1370,.50240773,.50133902,.45675904,.45500422,.58259588,.58259588,.58440447,.583691,.36609685,.36467236,PLFS_2021,July 2020 - June 2021,NAGALAND,.58829087,.46616304,.74067163,.5970149,.43212238,.33205864,.51240873,.38978103,.64582181,.52407306
10729,7760,3349,2465,881,1683,1666,3583,2634,946,1754,1829,3844,3913,3932,3828,.66201508,.66033518,.66059226,.66059226,.66490483,.65853661,.74401367,.74329722,.58337891,.58073342,PLFS_2021,July 2020 - June 2021,MANIPUR,.46172681,.43157217,.6852237,.64125913,.24175824,.22514695,.47779518,.43521422,.44608343,.42802644
6257,4881,2621,1665,956,942,1679,2718,1730,988,968,1750,2467,2414,1577,3304,.69389254,.67905778,.65144509,.63157892,.76821864,.76214576,.84710741,.83350569,.60914284,.5937143,PLFS_2021,July 2020 - June 2021,MIZORAM,.55685312,.53698015,.70125657,.67490882,.4092792,.39602318,.529661,.50817192,.61382371,.59733671
7114,5612,2873,2070,803,2039,834,3014,2168,846,2128,886,2777,2835,3785,1827,.72793627,.71731919,.74446493,.73293358,.68557918,.67730498,.80874062,.79840225,.53386003,.52257335,PLFS_2021,July 2020 - June 2021,TRIPURA,.53706342,.51193869,.7806986,.74540871,.29841271,.28324515,.48494801,.45648605,.56221926,.53870541
6213,4212,2338,1362,976,1677,661,2415,1404,1011,1702,713,2027,2185,2790,1422,.70144928,.68645877,.71225071,.70898718,.68644905,.65282214,.81433606,.7993865,.43197757,.4275668,PLFS_2021,July 2020 - June 2021,MEGHALAYA,.57336181,.55508071,.69264925,.67192894,.46270022,.44668192,.50140649,.46483827,.61003584,.60107529
14042,10761,5257,4081,1176,4092,1165,5554,4263,1291,4276,1278,5571,5188,8173,2588,.71317971,.67151493,.74032372,.71327686,.62354761,.50191206,.76941067,.72209847,.52503914,.50837988,PLFS_2021,July 2020 - June 2021,ASSAM,.51612306,.48852336,.76521271,.73254353,.24884349,.22667694,.49381763,.45015457,.52318609,.50067294
21853,17137,8781,6522,2258,4952,3829,9215,6873,2341,5159,4056,8658,8477,9284,7853,.67650568,.63043225,.6736505,.64532745,.68475008,.57075471,.79899204,.75418633,.52071005,.48004174,PLFS_2021,July 2020 - June 2021,WEST BENGAL,.53772539,.51240009,.7938323,.75329173,.27615902,.26636782,.51649052,.48758435,.55568719,.53339076
12334,8889,4819,3212,1606,3439,1380,5042,3409,1632,3517,1525,4516,4371,5602,3287,.80741769,.7425096,.76386034,.71237457,.89828432,.82854658,.92948538,.86965311,.52590162,.48571429,PLFS_2021,July 2020 - June 2021,JHARKHAND,.56721789,.54213071,.75487155,.71124887,.37336993,.36742166,.46394888,.41983572,.62781149,.61388791
15477,11947,6173,4365,1808,4765,1408,6633,4731,1902,5073,1560,6011,5934,8901,3046,.77219963,.73070842,.75100404,.71474224,.82492113,.77668715,.84348512,.80062503,.54038459,.5104987,PLFS_2021,July 2020 - June 2021,ORISSA,.55520213,.51669878,.78705704,.72616869,.3205258,.30468488,.51214707,.46224555,.56993598,.5353331
9668,7318,4441,2743,1698,3158,1283,4579,2843,1736,3216,1363,3722,3596,4684,2634,.77920943,.74755961,.72423494,.69542068,.86923963,.8400504,.897699,.86675334,.49963316,.47138554,PLFS_2021,July 2020 - June 2021,CHATTISGARH,.6257174,.6068598,.76383662,.73696935,.48275861,.47219133,.51746392,.48709187,.68659264,.67421007
21038,15753,8946,6214,2732,5873,3073,9182,6407,2775,5949,3233,8097,7655,9339,6414,.80538011,.76276809,.78070861,.74531478,.86234236,.81238616,.93377036,.89511925,.56913084,.53142297,PLFS_2021,July 2020 - June 2021,MADHYA PRADESH,.58287311,.56789184,.79128075,.76744473,.36250818,.35689092,.50405365,.47910821,.6370061,.62886816
15375,11750,6478,4644,1832,3753,2725,6628,4761,1865,3786,2842,6084,5662,6080,5670,.6579662,.62897301,.60344464,.58915383,.79678285,.7526316,.82065505,.79158372,.44123855,.42055392,PLFS_2021,July 2020 - June 2021,GUJARAT,.56408513,.55131912,.78254437,.76331359,.32938892,.32356057,.50123459,.48059964,.62269735,.61726975
1203,916,499,374,125,251,248,524,395,129,265,259,498,418,426,490,.36450383,.25819671,.29620254,.23857868,.57364339,.34042552,.49056605,.33474576,.23552124,.18650794,PLFS_2021,July 2020 - June 2021,D & N. HAVELI & DAMAN & DIU,.57205242,.54475981,.79317272,.75100404,.30861244,.29904306,.52857143,.50612247,.62206572,.58920187
29539,22012,11950,8274,3676,6599,5351,12466,8671,3795,6743,5723,11246,10764,10662,11350,.66035616,.64860934,.62472612,.611691,.7417655,.7335825,.86133766,.84510624,.42355409,.41769257,PLFS_2021,July 2020 - June 2021,MAHARASHTRA,.56632745,.54288572,.77102971,.73572826,.3525641,.34150875,.50422907,.47145376,.63243294,.618927
14102,10969,6272,4014,2256,3830,2442,6611,4252,2357,3971,2640,5476,5491,5977,4992,.68673426,.66789383,.6460489,.62763691,.76028848,.7419495,.83228403,.81119961,.46780303,.45544556,PLFS_2021,July 2020 - June 2021,ANDHRA PRADESH,.6026985,.57179326,.77647918,.73301679,.42924786,.41085413,.52884614,.48918268,.66438013,.64078969
15875,12017,6567,4534,2032,3383,3184,6784,4694,2089,3457,3327,5967,6048,5586,6431,.67054832,.65867543,.65274817,.64230603,.71086645,.69706029,.86201906,.84831458,.47159603,.46385175,PLFS_2021,July 2020 - June 2021,KARNATAKA,.56453359,.54647583,.78665996,.75984579,.34540343,.33597884,.51733792,.49510184,.61886859,.60562122
1687,1270,589,434,155,271,318,661,480,181,299,362,646,624,537,733,.39183056,.36280489,.38541666,.34663865,.40883979,.40555555,.4749164,.42033899,.32320443,.31578946,PLFS_2021,July 2020 - June 2021,GOA,.52047247,.46377954,.74303406,.6718266,.2900641,.24839744,.49386084,.43383357,.55679703,.50465548
406,282,121,103,18,39,82,140,110,30,42,98,139,143,82,200,.39285713,.38129497,.45454547,.44036698,.16666667,.16666667,.5714286,.5714286,.31632653,.29896906,PLFS_2021,July 2020 - June 2021,LAKSHDWEEP,.49645391,.42907801,.79136693,.74100721,.20979021,.12587413,.49000001,.41,.51219511,.47560975
16648,11851,5625,3756,1867,2762,2863,6278,4071,2204,3023,3255,5515,6330,5374,6477,.58314753,.52774924,.62736428,.5903976,.50136119,.39106753,.67648029,.61321777,.49646696,.45063537,PLFS_2021,July 2020 - June 2021,KERALA,.52974433,.4746435,.73816866,.68105167,.34818324,.2949447,.5025475,.44202563,.56252325,.51395607
22929,17603,10033,6362,3666,5347,4686,10626,6730,3891,5606,5020,8576,9021,8473,9130,.60493129,.57609433,.56701338,.54295123,.67103571,.63708359,.74545133,.70908755,.44800797,.4301925,PLFS_2021,July 2020 - June 2021,TAMIL NADU,.60364711,.56995964,.78474814,.74183768,.4313269,.40638509,.54983568,.51325303,.66163105,.6310634
2019,1515,756,522,234,207,549,813,561,252,218,595,723,792,371,1144,.38253382,.35345912,.38680926,.35892856,.37301588,.34042552,.59174311,.54066986,.30588236,.28668943,PLFS_2021,July 2020 - June 2021,PONDICHERRY,.53663367,.49900991,.77593362,.72199172,.31818181,.29545453,.52010489,.47989511,.58760107,.55795151
1516,1201,659,459,200,292,367,737,485,251,324,413,606,594,491,710,.5305292,.46639231,.54020619,.47520661,.51394421,.45081967,.73456788,.65420562,.37046006,.31862745,PLFS_2021,July 2020 - June 2021,A & N ISLANDS,.61365527,.54870939,.80033004,.75742573,.42255893,.33670035,.58169013,.51690143,.65987778,.59470469
10226,7924,4474,2866,1606,2395,2079,4750,3044,1704,2481,2269,3982,3940,3638,4286,.67494738,.66341668,.63272011,.62046206,.75058687,.74080664,.87948406,.8669911,.45130014,.44049734,PLFS_2021,July 2020 - June 2021,TELANGANA,.59944475,.56461382,.76444,.71973884,.43248731,.4076142,.52939802,.48506767,.68196809,.65832877
14505,10679,5846,3966,1880,3850,1996,6267,4142,2125,3984,2283,5497,5181,6258,4421,.73033351,.58457267,.70352489,.60591745,.78258824,.50048971,.85190761,.6803419,.51817781,.45231351,PLFS_2122,July 2021 - June 2022,JAMMU & KASHMIR,.58685273,.54742956,.75350189,.72148442,.41015249,.36286432,.51639903,.45148155,.63662511,.6152125
7344,5191,3838,2070,1768,3333,505,3989,2166,1823,3435,554,2552,2639,4279,912,.80997741,.71291494,.74653739,.62834352,.8853538,.81739128,.87802041,.77338564,.38808665,.34317344,PLFS_2122,July 2021 - June 2022,HIMACHAL PRADESH,.76844537,.73935658,.84874606,.8111285,.69079196,.66995072,.60745615,.55372804,.80275768,.77892029
12925,9670,4840,3773,1067,2505,2335,5148,3991,1157,2651,2497,5057,4613,4931,4739,.57556331,.56325722,.59133047,.58383536,.52117544,.48525214,.70237648,.68987095,.44092911,.43260694,PLFS_2122,July 2021 - June 2022,PUNJAB,.53236812,.50051707,.78920311,.74609452,.25081292,.23130284,.5269044,.49271998,.53761917,.50801057
1373,1038,468,389,79,82,386,497,410,87,87,410,548,489,161,877,.30985916,.30122951,.31463414,.30445546,.28735632,.2857143,.25287357,.24418604,.32195121,.31343284,PLFS_2122,July 2021 - June 2022,CHANDIGARH,.47880539,.45086706,.7481752,.70985401,.17791411,.16155419,.46750286,.44013682,.54037267,.50931674
6960,5068,2496,1760,736,1554,942,2704,1911,793,1644,1060,2576,2492,2837,2231,.64423078,.60644913,.60544217,.5768823,.73770493,.6875,.76885647,.72491908,.45094341,.42857143,PLFS_2122,July 2021 - June 2022,UTTARANCHAL,.53354383,.49250197,.74184781,.6832298,.31821829,.2953451,.47512326,.42223218,.57948536,.54776174
11716,8390,3682,3006,676,1962,1720,4035,3295,740,2154,1881,4414,3975,4474,3916,.53655517,.52475739,.52291352,.51094222,.59729731,.58710563,.67409474,.65654206,.37905368,.37466738,PLFS_2122,July 2021 - June 2022,HARYANA,.48092967,.43885577,.74648845,.68101496,.18616351,.1700629,.48033708,.43922371,.48144838,.43853375
3651,2787,1188,1035,153,80,1108,1260,1098,162,81,1179,1493,1294,177,2610,.27619049,.27649403,.2859745,.28675801,.20987654,.20625,.27160493,.27160493,.2765055,.27683136,PLFS_2122,July 2021 - June 2022,DELHI,.45209903,.42626479,.73543203,.6932351,.12519319,.11823802,.45172414,.42452106,.45762712,.4519774
20241,14596,7795,5214,2581,5271,2524,8234,5571,2663,5439,2795,7457,7139,8801,5795,.7526111,.71942908,.69125831,.66253871,.8809613,.85608047,.8777349,.8414368,.50912344,.49488679,PLFS_2122,July 2021 - June 2022,RAJASTHAN,.56412715,.53405041,.74708331,.6992088,.37302142,.36153522,.48231235,.43554789,.61799794,.5989092
43735,30652,14878,11309,3569,10386,4492,15419,11773,3646,10597,4822,15353,15297,19938,10714,.82638305,.78814667,.80625159,.77941561,.89138782,.82952183,.92110974,.88685018,.61820823,.59362894,PLFS_2122,July 2021 - June 2022,UTTAR PRADESH,.50303406,.48538432,.76682079,.73659873,.23834738,.23331372,.45006534,.41926453,.53149766,.52091485
22712,15169,5718,5054,664,4079,1639,6108,5403,705,4309,1799,7775,7394,10741,4428,.7946955,.78542644,.80066627,.79523897,.74893618,.69430053,.85936409,.85011935,.63979989,.63193655,PLFS_2122,July 2021 - June 2022,BIHAR,.40266332,.37695301,.69491959,.65003216,.095347576,.089802541,.40627822,.37014455,.40117308,.37975979
2771,2206,1468,871,597,1016,452,1499,886,613,1034,465,1104,1101,1395,811,.59906602,.54434663,.5699774,.51025057,.64110929,.59432387,.6760155,.60629922,.427957,.40780911,PLFS_2122,July 2021 - June 2022,SIKKIM,.67951041,.66545784,.80253625,.78894925,.55676657,.54223436,.57336622,.55733663,.74121863,.72831541
7909,5875,2643,1887,756,1831,812,2891,2045,846,1956,935,3033,2842,3806,2069,.64960223,.62973255,.63031787,.60882354,.69621748,.68057209,.7658487,.74075973,.4064171,.39742213,PLFS_2122,July 2021 - June 2022,ARUNACHAL PRADESH,.4920851,.44987234,.67424995,.62215626,.2976777,.26600984,.45190912,.39246014,.51392537,.4810825
4491,3099,1751,1111,640,1127,624,1945,1221,724,1224,721,1569,1530,1768,1331,.64781493,.59305483,.5945946,.55848438,.73756903,.6597774,.72140521,.66493505,.52288491,.47238371,PLFS_2122,July 2021 - June 2022,NAGALAND,.62762183,.56502098,.77820265,.7080943,.47320262,.41830066,.54169798,.46882042,.69230771,.63744342
11679,8034,3503,2621,879,1797,1706,3757,2789,965,1923,1834,4009,4022,4167,3867,.69496942,.68958169,.68339908,.67718792,.72746116,.72453225,.76339054,.75845915,.62322789,.61735809,PLFS_2122,July 2021 - June 2022,MANIPUR,.46763754,.43602189,.69568473,.65377897,.23993038,.21854798,.47426945,.44116887,.46148309,.43124551
7116,5206,2588,1773,815,950,1638,2736,1847,889,985,1751,2652,2554,1748,3458,.69005847,.67141813,.66973472,.64320523,.73228347,.73003376,.84162438,.8243655,.60479724,.58537978,PLFS_2122,July 2021 - June 2022,MIZORAM,.52554744,.49711871,.69645548,.66855204,.34808144,.31910729,.50636208,.47368422,.56350112,.54347825
7247,5705,2799,2132,666,1977,822,2919,2225,693,2053,866,2883,2821,3910,1795,.70846182,.69612879,.71955055,.70696628,.67388165,.66233766,.78567952,.77301508,.52540416,.51385683,PLFS_2122,July 2021 - June 2022,TRIPURA,.51165646,.49062225,.77176553,.73950744,.24565756,.23608649,.48245126,.45793873,.52506393,.50562662
6294,4244,2336,1416,920,1682,654,2447,1467,980,1720,727,2080,2164,2842,1402,.68451166,.67512476,.70892978,.70628417,.64795917,.62659574,.7982558,.79010135,.41540578,.40990371,PLFS_2122,July 2021 - June 2022,MEGHALAYA,.57657868,.5504241,.70528847,.68076921,.45286506,.42513862,.51854491,.46647647,.60520762,.59183675
16341,12045,6088,4609,1479,4871,1217,6439,4831,1608,5097,1342,6141,5904,9338,2707,.73318839,.68798417,.74477333,.71246874,.69838309,.59559405,.79497743,.74568421,.49850968,.47987852,PLFS_2122,July 2021 - June 2022,ASSAM,.53457868,.50543797,.78667969,.75052923,.27235773,.25050813,.49575177,.44957519,.54583424,.52163202
23738,18475,9626,7215,2409,5491,4135,10037,7558,2477,5671,4366,9359,9114,10175,8300,.67141575,.62520474,.65771365,.63078159,.71336293,.60082549,.80021161,.75164837,.50412279,.47278419,PLFS_2122,July 2021 - June 2022,WEST BENGAL,.5432747,.5210284,.80756491,.77091569,.27177969,.26431865,.5260241,.49819276,.55734646,.53965604
12533,8948,5166,3384,1782,3703,1463,5303,3498,1805,3742,1561,4480,4468,5610,3338,.80595887,.72415382,.7567181,.70024055,.90138507,.80235988,.9166221,.83906847,.54067904,.49863574,PLFS_2122,July 2021 - June 2022,JHARKHAND,.59264642,.57733572,.78080356,.75535715,.40398389,.39883617,.46764529,.43828639,.66702318,.66007131
16073,11988,6200,4388,1812,4820,1380,6673,4748,1925,5122,1551,5944,6043,8931,3057,.74868876,.68551999,.71566975,.67115098,.83012986,.73551261,.83131588,.76747751,.47582206,.43042293,PLFS_2122,July 2021 - June 2022,ORISSA,.55663997,.51718384,.79878867,.73822343,.31855038,.29985106,.50736016,.45142296,.57350802,.53969318
9907,7344,4567,2829,1738,3239,1328,4723,2939,1784,3291,1432,3640,3704,4743,2601,.7579928,.71697694,.71180671,.67519003,.8340807,.79171818,.90246123,.86018044,.42597765,.40127841,PLFS_2122,July 2021 - June 2022,CHATTISGARH,.64311004,.62186819,.80741757,.77719778,.48164147,.46922246,.55055749,.51057285,.69386464,.68290114
21480,16029,9276,6438,2838,6237,3039,9496,6622,2874,6319,3177,8298,7731,9751,6278,.80318028,.75106567,.76955605,.73858148,.88065416,.79565704,.93100172,.89203131,.54894555,.50335795,PLFS_2122,July 2021 - June 2022,MADHYA PRADESH,.59242624,.57870108,.79802364,.77584958,.37175009,.36709353,.50605291,.48407137,.64803612,.63962668
15974,12046,6804,4865,1939,3929,2875,6956,4982,1974,3981,2975,6244,5802,6195,5851,.65669924,.62313998,.59554398,.57821625,.81104356,.76096356,.81009799,.77367705,.45142856,.43192002,PLFS_2122,July 2021 - June 2022,GUJARAT,.57745308,.56483477,.79788595,.77914798,.34022751,.33419511,.5084601,.49136901,.64261502,.63422114
1249,968,612,415,197,318,294,640,431,209,335,305,523,445,450,518,.40625,.28341386,.29698375,.18372093,.63157892,.50785339,.63283581,.43613708,.15737705,.12,PLFS_2122,July 2021 - June 2022,D & N. HAVELI & DAMAN & DIU,.66115701,.63223141,.82409179,.79349905,.46966293,.44269663,.58880311,.56756759,.74444443,.70666665
31957,23578,13366,9123,4242,6999,6367,13841,9485,4355,7149,6692,12082,11494,10944,12634,.63860995,.62118202,.59915656,.58198637,.72445464,.70923001,.85466498,.83516955,.40780035,.39451349,PLFS_2122,July 2021 - June 2022,MAHARASHTRA,.58703029,.5668844,.78505212,.75509024,.37889335,.36906213,.5296818,.50395757,.65323466,.63952851
13661,10517,6075,3936,2138,3886,2189,6402,4162,2239,4031,2371,5196,5320,5953,4564,.67791313,.64954245,.63527149,.60689992,.75703436,.73248106,.8144381,.78354758,.44580346,.42667806,PLFS_2122,July 2021 - June 2022,ANDHRA PRADESH,.60872871,.57763618,.80100077,.75750577,.42086467,.4018797,.51950043,.47962314,.67713755,.65278012
16065,11988,6466,4608,1858,3380,3086,6718,4800,1918,3463,3255,6047,5941,5643,6345,.64543021,.63009548,.63333333,.61947644,.67570388,.65789473,.83107132,.81470501,.44792625,.43707377,PLFS_2122,July 2021 - June 2022,KARNATAKA,.56039375,.53937268,.79378206,.76203078,.32284129,.31274197,.51300234,.48636723,.61368066,.5989722
1685,1245,551,431,120,252,299,626,479,147,287,339,618,627,567,678,.36261982,.33977455,.36743215,.34171909,.34693879,.33333334,.45296168,.41696113,.2861357,.27514791,PLFS_2122,July 2021 - June 2022,GOA,.50281125,.44257027,.77508092,.697411,.23444976,.19138756,.5,.44100294,.50617284,.44444445
785,577,223,192,31,76,147,272,224,48,88,184,289,288,183,394,.375,.36666667,.41964287,.41517857,.16666667,.13043478,.42045453,.40229884,.35326087,.34972677,PLFS_2122,July 2021 - June 2022,LAKSHDWEEP,.47140381,.38648179,.77508652,.66435987,.16666667,.10763889,.46700507,.37309644,.48087433,.41530055
16294,11377,5813,3817,1996,2697,3116,6481,4144,2337,2944,3537,5349,6028,4983,6394,.57645422,.50408995,.60714287,.56102997,.52203679,.37834883,.65149456,.57378304,.51399493,.44829702,PLFS_2122,July 2021 - June 2022,KERALA,.5696581,.51094311,.77472425,.71359134,.38769078,.33112144,.55317485,.48733187,.59080875,.54124022
23098,17385,9846,6375,3470,5311,4535,10410,6777,3632,5559,4851,8578,8804,8469,8916,.62007684,.5898248,.57326251,.54722887,.7075991,.67433625,.76272708,.7256521,.45660689,.43820694,PLFS_2122,July 2021 - June 2022,TAMIL NADU,.59879208,.56635028,.79004431,.74318022,.41253975,.39413902,.54407805,.50863618,.65639389,.62711066
1977,1482,766,512,254,212,554,806,542,264,223,583,707,774,339,1143,.38585609,.35301667,.35608855,.32710281,.44696969,.40983605,.58744395,.52380955,.30874786,.28998244,PLFS_2122,July 2021 - June 2022,PONDICHERRY,.54385966,.51686907,.7666195,.72418672,.34108528,.32816538,.51006126,.48468941,.65781713,.62536871
1489,1158,691,470,221,337,354,755,494,261,357,398,591,567,507,651,.60397351,.53250349,.597166,.53643727,.61685824,.52401745,.78151262,.66972476,.44472361,.41919193,PLFS_2122,July 2021 - June 2022,A & N ISLANDS,.65198618,.59671849,.8358714,.79526228,.46031746,.38977072,.61136711,.54377878,.70414203,.66469431
10420,7880,4511,2933,1578,2433,2078,4747,3082,1665,2496,2251,3959,3921,3623,4257,.67031807,.64371514,.63075924,.59861934,.74354357,.72839504,.89623398,.86177194,.41981342,.40467626,PLFS_2122,July 2021 - June 2022,TELANGANA,.60241115,.5724619,.7784794,.74084365,.42463657,.40244836,.52877611,.48813719,.68893182,.67154294
1130,826,422,266,156,249,173,456,290,166,259,197,419,407,432,394,.67105263,.54166669,.65172416,.56227756,.70481926,.48543689,.81467181,.63076925,.48223349,.44973546,PLFS_2122,July 2021 - June 2022,LADAKH,.5520581,.51089591,.69212413,.63484484,.4078624,.38329238,.5,.43908629,.59953701,.5763889
14549,10462,6056,3929,2127,4066,1990,6396,4066,2330,4184,2212,5350,5112,6244,4218,.7476548,.60773158,.70929658,.61137801,.8145923,.595092,.87260991,.71442556,.51130199,.44685039,PLFS_2223,July 2022 - June 2023,JAMMU & KASHMIR,.61135536,.57885683,.75999999,.73439252,.45579031,.41607982,.52441913,.47178757,.67008328,.65118515
6997,4948,3726,1944,1782,3283,443,3892,2015,1877,3373,519,2375,2573,4100,848,.81654674,.67887169,.76823819,.59721506,.86840701,.76945078,.89208418,.74370277,.32562619,.27592954,PLFS_2223,July 2022 - June 2023,HIMACHAL PRADESH,.78658044,.75303155,.84842104,.81852633,.72949862,.69257677,.6120283,.52240568,.82268292,.80073172
12909,9528,4916,3695,1220,2529,2387,5252,3915,1336,2698,2554,4894,4633,4753,4775,.55331302,.53442562,.55555558,.5436396,.54640716,.50451189,.68383986,.65794533,.41542679,.4074367,PLFS_2223,July 2022 - June 2023,PUNJAB,.55121744,.515953,.79995912,.75500613,.28836608,.26332828,.53486913,.49989527,.5676415,.532085
1305,981,487,373,113,86,401,506,388,117,88,418,512,468,156,825,.23715416,.22244489,.2371134,.22597402,.23931624,.21238938,.28409091,.27586207,.22727273,.21116506,PLFS_2223,July 2022 - June 2023,CHANDIGARH,.51580018,.49643221,.7578125,.72851563,.25,.24145299,.50666666,.48606062,.56410259,.55128205
6840,4950,2608,1769,839,1642,966,2740,1868,872,1703,1037,2484,2466,2748,2202,.69671535,.63094246,.64668095,.61372441,.80389911,.68358713,.82853788,.75143677,.48023143,.46421471,PLFS_2223,July 2022 - June 2023,UTTARANCHAL,.55353534,.5268687,.75201291,.71215779,.35360909,.3402271,.47093552,.43869209,.61972344,.59752548
