s_casual_w_lf_PS_unw,s_casual_w_lf_P_unw,s_casual_w_lf_PS_m_unw,s_casual_w_lf_P_m_unw,s_casual_w_lf_PS_f_unw,s_casual_w_lf_P_f_unw,s_casual_w_lf_PS_rur_unw,s_casual_w_lf_P_rur_unw,s_casual_w_lf_PS_urb_unw,s_casual_w_lf_P_urb_unw,data,time,state_name
.65517986,.61636603,.59512681,.54918587,.76442015,.74030036,.87856853,.82648402,.39749536,.37950397,PLFS_2223,July 2022 - June 2023,TELANGANA
.69305021,.58114034,.64193547,.56065571,.76923078,.62251657,.84210527,.71641791,.44615385,.38829789,PLFS_2223,July 2022 - June 2023,LADAKH
.7454378,.60568792,.71245694,.61495566,.79991865,.57664812,.86259907,.70336491,.53859204,.46616891,PLFS_2324,July 2023 - June 2024,JAMMU & KASHMIR
.80309278,.6829136,.74757284,.6026026,.86593407,.7775811,.88384753,.74823833,.33797911,.3257443,PLFS_2324,July 2023 - June 2024,HIMACHAL PRADESH
.56513518,.5427683,.55974358,.54695135,.58027357,.52983296,.69659215,.66806722,.42500001,.41290578,PLFS_2324,July 2023 - June 2024,PUNJAB
.21111111,.19288389,.25,.23116884,.1118421,.093959734,,,.21111111,.19288389,PLFS_2324,July 2023 - June 2024,CHANDIGARH
.68756425,.61748636,.63240045,.5937674,.78416586,.67320263,.82785517,.75151515,.46352312,.43268338,PLFS_2324,July 2023 - June 2024,UTTARANCHAL
.54491019,.52688444,.51711887,.4972465,.63925439,.62933928,.69921696,.67552447,.36254764,.35313353,PLFS_2324,July 2023 - June 2024,HARYANA
.33998403,.33145162,.34633681,.3374761,.30693069,.29896906,.40789473,.40789473,.33559898,.32646048,PLFS_2324,July 2023 - June 2024,DELHI
.75604594,.6941365,.68195999,.62847549,.87060159,.82167453,.88521826,.82165486,.50394738,.46579581,PLFS_2324,July 2023 - June 2024,RAJASTHAN
.81469786,.76477307,.78500468,.75548118,.88929182,.80451977,.91668129,.87203223,.58424073,.56086957,PLFS_2324,July 2023 - June 2024,UTTAR PRADESH
.83839595,.79602301,.8169167,.79600888,.89863151,.79609758,.91136283,.8754915,.62962961,.60032278,PLFS_2324,July 2023 - June 2024,BIHAR
.64871961,.56454849,.61926091,.53680634,.69047618,.60457516,.75466144,.63691074,.43452382,.41967872,PLFS_2324,July 2023 - June 2024,SIKKIM
.74172187,.67420352,.69384217,.61080837,.80406553,.7568047,.85877466,.78773409,.45707071,.40975192,PLFS_2324,July 2023 - June 2024,ARUNACHAL PRADESH
.71360832,.63320082,.65042019,.57045841,.79542983,.72182256,.81739128,.73060882,.55805689,.4895449,PLFS_2324,July 2023 - June 2024,NAGALAND
.74282461,.72720993,.69553399,.68098402,.80991733,.79360628,.82043058,.80767453,.66606253,.64740944,PLFS_2324,July 2023 - June 2024,MANIPUR
.72717625,.71266806,.66898549,.65101451,.81834698,.8092643,.86158478,.84252757,.65390927,.64188081,PLFS_2324,July 2023 - June 2024,MIZORAM
.77261835,.74341494,.75046468,.72611767,.8128162,.77676952,.84127641,.81373394,.59351349,.56075805,PLFS_2324,July 2023 - June 2024,TRIPURA
.71729821,.65202111,.70807451,.68032789,.72771931,.61636221,.82880437,.75543481,.41958886,.39707673,PLFS_2324,July 2023 - June 2024,MEGHALAYA
.75020432,.64126736,.73004043,.65954691,.78601134,.5950954,.81465149,.69741482,.48719722,.43108505,PLFS_2324,July 2023 - June 2024,ASSAM
.699386,.62038803,.67116421,.62848943,.75747156,.59316087,.82903272,.75086886,.52532417,.46116072,PLFS_2324,July 2023 - June 2024,WEST BENGAL
.81941009,.72337383,.76756597,.70236611,.91228068,.79187816,.93818569,.84734756,.52700925,.48246846,PLFS_2324,July 2023 - June 2024,JHARKHAND
.76691931,.67093092,.71317828,.63379663,.85366702,.75703323,.8449983,.74776787,.49188215,.42820513,PLFS_2324,July 2023 - June 2024,ORISSA
.77825159,.72815931,.72579068,.66890532,.8551625,.81893003,.91784936,.86528498,.43612039,.39917126,PLFS_2324,July 2023 - June 2024,CHATTISGARH
.81685823,.7280519,.77496672,.71583414,.89377886,.77123821,.93906909,.86919671,.55820894,.48185483,PLFS_2324,July 2023 - June 2024,MADHYA PRADESH
.65740126,.60388857,.5819838,.55055034,.80186117,.73564953,.83275425,.77610028,.42098689,.37835121,PLFS_2324,July 2023 - June 2024,GUJARAT
.52941179,.35239568,.43340859,.23515981,.7227273,.59808612,.76986301,.48725212,.23489933,.19047619,PLFS_2324,July 2023 - June 2024,D & N. HAVELI & DAMAN & DIU
.63096082,.60460609,.58982509,.56135494,.71355605,.69384617,.86087072,.82493478,.37859899,.36348611,PLFS_2324,July 2023 - June 2024,MAHARASHTRA
.66161299,.63660896,.61172432,.58458877,.749246,.73022223,.8138352,.78360146,.418897,.40490797,PLFS_2324,July 2023 - June 2024,ANDHRA PRADESH
.66570783,.6483025,.65036672,.6342665,.69848055,.67940444,.85680819,.83848697,.46112853,.44712606,PLFS_2324,July 2023 - June 2024,KARNATAKA
.37808642,.35448918,.39207047,.36343613,.34536082,.33333334,.44561404,.40636042,.32506886,.3140496,PLFS_2324,July 2023 - June 2024,GOA
.44814816,.42696628,.490991,.47297296,.25,.2,.49462366,.44565219,.42372882,.41714287,PLFS_2324,July 2023 - June 2024,LAKSHDWEEP
.53495729,.4500353,.55709434,.50013512,.50100201,.35557818,.61839396,.53343701,.46361503,.38065976,PLFS_2324,July 2023 - June 2024,KERALA
.57940292,.52439898,.51674718,.47937009,.68340665,.60776871,.7290194,.65505087,.40621066,.38140133,PLFS_2324,July 2023 - June 2024,TAMIL NADU
.3302139,.29068151,.35445544,.3253012,.2798354,.21266969,.52284265,.45555556,.261343,.23562153,PLFS_2324,July 2023 - June 2024,PONDICHERRY
.42427617,.35472578,.41737649,.36254296,.43729904,.33818182,.62173915,.51264369,.21689498,.19194312,PLFS_2324,July 2023 - June 2024,A & N ISLANDS
.65607792,.6171279,.60831654,.56363016,.73793101,.71170086,.85912055,.81168008,.4360106,.41060197,PLFS_2324,July 2023 - June 2024,TELANGANA
.6680162,.60698688,.6242038,.58520901,.74444443,.65306121,.81099659,.72796935,.46305418,.44670051,PLFS_2324,July 2023 - June 2024,LADAKH
