pop_tot_unw,pop_workingage_unw,worker_PS_unw,worker_PS_m_unw,worker_PS_f_unw,worker_PS_rur_unw,worker_PS_urb_unw,labor_force_PS_unw,labor_force_PS_m_unw,labor_force_PS_f_unw,labor_force_PS_rur_unw,labor_force_PS_urb_unw,pop_m_unw,pop_f_unw,pop_rur_unw,pop_urb_unw,s_casual_w_worker_PS_unw,s_casual_w_worker_P_unw,s_casual_w_lf_PS_unw,s_casual_w_lf_P_unw,s_casual_w_worker_PS_m_unw,s_casual_w_worker_P_m_unw,s_casual_w_lf_PS_m_unw,s_casual_w_lf_P_m_unw,s_casual_w_worker_PS_f_unw,s_casual_w_worker_P_f_unw,s_casual_w_lf_PS_f_unw,s_casual_w_lf_P_f_unw,s_casual_w_worker_PS_rur_unw,s_casual_w_worker_P_rur_unw,s_casual_w_lf_PS_rur_unw,s_casual_w_lf_P_rur_unw,s_casual_w_worker_PS_urb_unw,s_casual_w_worker_P_urb_unw,s_casual_w_lf_PS_urb_unw,s_casual_w_lf_P_urb_unw,data,time,state_name,lf_share_unw,worker_share_unw,lf_share_m_unw,worker_share_m_unw,lf_share_f_unw,worker_share_f_unw,lf_share_urb_unw,worker_share_urb_unw,lf_share_rur_unw,worker_share_rur_unw
14971,11109,5331,4136,1194,3324,2007,5714,4339,1374,3479,2235,5758,5350,6416,4693,.72219098,.61263108,.67378366,.5568912,.6989845,.63169926,.66628253,.59341449,.80234504,.44419643,.69723433,.314376,.84897715,.71207178,.81115264,.65688485,.51220727,.48655635,.45995525,.43424088,PLFS_1718,July 2017 - June 2018,JAMMU & KASHMIR,.51435775,.47988117,.75356025,.71830499,.25682244,.22317757,.4762412,.4276582,.54223818,.51807982
549,402,211,134,77,116,95,230,138,92,125,105,188,214,222,180,.63033175,.5,.5782609,.43915343,.57462686,.5271318,.557971,.50370371,.72727275,.4054054,.60869563,.27777779,.67241377,.51724136,.62400001,.46391752,.57894737,.48101267,.52380955,.41304347,PLFS_1718,July 2017 - June 2018,LADAKH,.57213932,.52487564,.73404253,.71276593,.42990655,.35981309,.58333331,.52777779,.56306309,.52252251
7648,5421,3365,1978,1386,2894,471,3531,2087,1443,3029,502,2631,2789,4480,941,.81188709,.77355576,.77371848,.72833043,.73913044,.69444442,.70052707,.65154439,.9163059,.89318883,.88011086,.84542125,.86420178,.82342345,.82568502,.7769466,.49044585,.47402596,.46015936,.44064388,PLFS_1718,July 2017 - June 2018,HIMACHAL PRADESH,.65135586,.62073416,.79323453,.75180542,.51738977,.49695233,.53347504,.50053138,.67611605,.64598215
13374,9977,4400,3690,708,2040,2360,4798,3989,807,2224,2574,5166,4809,4845,5132,.59931821,.5930447,.549604,.54313433,.61897022,.61665761,.57257456,.57024586,.49717513,.46024466,.43618339,.39973441,.74705881,.74103588,.68525177,.67883211,.47161016,.46572408,.43240094,.42644173,PLFS_1718,July 2017 - June 2018,PUNJAB,.48090607,.44101432,.77216417,.71428573,.16781035,.14722395,.50155884,.4598597,.45902991,.42105263
1389,1010,484,377,107,76,408,539,409,130,82,457,520,490,149,861,.33677685,.32150313,.30241188,.2883895,.35809019,.34574467,.33007336,.31862745,.26168224,.23300971,.21538462,.19047619,.28947368,.26027396,.2682927,.24050634,.34558824,.33251232,.30853391,.29670331,PLFS_1718,July 2017 - June 2018,CHANDIGARH,.53366339,.47920793,.78653848,.72500002,.26530612,.21836735,.53077817,.4738676,.55033559,.51006711
7003,5184,2099,1723,376,1206,893,2304,1864,440,1305,999,2654,2528,2850,2334,.66650784,.66061187,.60720485,.60165435,.66337782,.66026759,.61319745,.61021507,.68085104,.66219836,.58181816,.56521738,.78938639,.77990031,.7295019,.72064465,.50055993,.49887386,.44744745,.44567403,PLFS_1718,July 2017 - June 2018,UTTARANCHAL,.44444445,.40489969,.70233607,.64920872,.17405063,.14873418,.42802057,.38260496,.45789474,.4231579
12004,8550,3641,3105,536,1946,1695,3946,3369,577,2118,1828,4521,4028,4572,3978,.61219448,.6074869,.56487584,.56029451,.60418677,.59929079,.55684179,.55212355,.65858209,.65536726,.61178511,.60839158,.74563205,.73957795,.68508029,.67911154,.45899704,.4556213,.42560175,.42238069,PLFS_1718,July 2017 - June 2018,HARYANA,.46152046,.42584795,.74518913,.68679494,.14324728,.13306852,.4595274,.42609352,.4632546,.42563429
3956,3074,1283,1123,158,82,1201,1428,1250,176,90,1338,1673,1398,195,2879,.3390491,.33568075,.30462185,.30147576,.35440785,.35325602,.3184,.31730768,.23417722,.21290323,.21022727,.19075145,.40243903,.40243903,.36666667,.36666667,.33472106,.33110368,.30044842,.29707426,PLFS_1718,July 2017 - June 2018,DELHI,.46454132,.41737151,.74716079,.67124927,.12589413,.11301859,.46474472,.41715872,.46153846,.42051283
20771,14730,6767,5153,1611,4339,2428,7189,5525,1661,4541,2648,7643,7084,8800,5930,.73607212,.70822906,.69286412,.66164863,.69959247,.68235528,.65248871,.63253009,.85288638,.80883473,.82721251,.7791636,.86010599,.82971287,.82184541,.78483701,.51441514,.50439882,.47167674,.46165645,PLFS_1718,July 2017 - June 2018,RAJASTHAN,.48805159,.45940259,.7228837,.67421168,.23447205,.22741389,.44654301,.4094435,.51602274,.49306819
44933,31233,12726,10836,1887,8299,4427,13650,11684,1963,8766,4884,15815,15412,20068,11165,.80323744,.78815168,.74886447,.73101389,.80444813,.79637754,.74606299,.73655123,.79597247,.72446042,.76515538,.68690312,.90818173,.89500904,.85979921,.84209245,.60650551,.59899288,.54975432,.54193413,PLFS_1718,July 2017 - June 2018,UTTAR PRADESH,.43703774,.40745366,.7387923,.68517232,.12736829,.12243706,.43743843,.39650694,.43681481,.41354394
22080,15254,5124,4840,284,3608,1516,5578,5277,301,3901,1677,8067,7187,10737,4517,.80874318,.80794829,.74291861,.74199927,.82458675,.82388246,.75630093,.75555134,.53873241,.5289855,.50830567,.49829352,.86640799,.86551821,.80133301,.80035973,.67150396,.67064279,.60703635,.60598803,PLFS_1718,July 2017 - June 2018,BIHAR,.36567459,.3359119,.65414655,.59997523,.041881174,.039515793,.3712641,.335621,.36332309,.33603427
2627,2092,1238,818,420,788,450,1293,845,448,809,484,1096,996,1270,822,.62197089,.61712438,.5955143,.59087396,.6259169,.62102687,.60591716,.60118341,.61428571,.60952383,.57589287,.5714286,.71319795,.70558375,.6946848,.68726826,.46222222,.46222222,.42975205,.42975205,PLFS_1718,July 2017 - June 2018,SIKKIM,.61806881,.59177822,.77098542,.74635035,.44979921,.42168674,.58880776,.54744524,.63700789,.62047243
7320,5576,2168,1864,304,1453,715,2353,1992,361,1555,798,3027,2549,3595,1981,.6471402,.64510167,.59626007,.59328514,.64860517,.64787978,.60692769,.60592371,.6381579,.62790698,.53739613,.52354568,.76324844,.76052451,.71318328,.70868164,.41118881,.41118881,.36842105,.36842105,PLFS_1718,July 2017 - June 2018,ARUNACHAL PRADESH,.42198709,.38880917,.6580773,.6157912,.14162417,.11926246,.40282685,.36092883,.43254521,.40417245
4576,3515,1165,949,216,668,497,1506,1170,336,872,634,1804,1711,1977,1538,.46094421,.459622,.3565737,.35548171,.46575344,.46469969,.37777779,.37692308,.43981481,.43720931,.28273809,.280597,.56137723,.56137723,.43004587,.43004587,.32595575,.32258064,.25552049,.25276461,PLFS_1718,July 2017 - June 2018,NAGALAND,.42844951,.33143669,.64855874,.52605319,.19637638,.12624197,.41222367,.32314694,.44107234,.33788568
11193,8092,3490,2642,847,1872,1618,3910,2937,972,2072,1838,4068,4022,4230,3862,.73180515,.72661662,.65319693,.64787644,.74072671,.73712122,.66632617,.66280651,.70365995,.69258809,.61316872,.60126585,.80608976,.80139935,.72828186,.72316658,.64585906,.64009964,.56855279,.56297916,PLFS_1718,July 2017 - June 2018,MANIPUR,.48319328,.43129015,.7219764,.64945918,.24167082,.21059175,.47591922,.4189539,.48983452,.44255319
6616,4963,2213,1561,652,807,1406,2549,1762,786,897,1652,2433,2528,1675,3288,.62223226,.62189054,.54021186,.53942722,.64573991,.64528543,.57207721,.5709421,.56595093,.56595093,.46946564,.46946564,.84758365,.84758365,.76254183,.76254183,.49288762,.49216524,.41949153,.41828087,PLFS_1718,July 2017 - June 2018,MIZORAM,.51360065,.44589967,.72420877,.64159477,.31091774,.25791138,.50243306,.42761558,.5355224,.48179105
7150,5735,2348,2033,315,1589,759,2561,2176,385,1724,837,2953,2782,3842,1893,.65758091,.65174764,.60288948,.59749901,.67535663,.66847026,.63097429,.62454045,.54285717,.54313099,.44415584,.44386423,.75015736,.74370277,.69141531,.68543237,.46376812,.4591029,.42054957,.41626793,PLFS_1718,July 2017 - June 2018,TRIPURA,.44655624,.40941587,.73687774,.68845242,.13838965,.1132279,.4421553,.40095088,.44872463,.41358668
5980,4185,2308,1364,944,1672,636,2372,1391,981,1692,680,2012,2173,2784,1401,.7231369,.71200711,.70362562,.69237399,.73240471,.73167157,.71818835,.71746945,.70974576,.68197089,.68297654,.65483868,.82535887,.81504315,.81560284,.8051157,.45440251,.44881889,.42500001,.4197349,PLFS_1718,July 2017 - June 2018,MEGHALAYA,.56678617,.55149341,.69135189,.67793238,.4514496,.43442246,.4853676,.45396146,.60775864,.60057473
14806,11393,4729,4157,572,3581,1148,5224,4544,680,3971,1253,5889,5503,8675,2718,.69782197,.6920796,.63169986,.62617362,.74380565,.73802072,.68045777,.67481285,.36363637,.35676625,.30588236,.29985228,.75481707,.74860179,.68068498,.67464715,.52003485,.51570678,.47645649,.47242206,PLFS_1718,July 2017 - June 2018,ASSAM,.45852718,.41507944,.77160805,.70589232,.12356896,.1039433,.46100074,.42236939,.45775217,.41279539
25099,19723,9079,7293,1785,5003,4076,9692,7807,1884,5242,4450,10024,9697,10674,9049,.69941622,.6776945,.6551795,.6308617,.70889896,.69700748,.6622262,.64865911,.66106445,.58241761,.62632698,.54289371,.83629823,.81827688,.79816866,.7768513,.53140336,.505009,.48674157,.45913124,PLFS_1718,July 2017 - June 2018,WEST BENGAL,.49140596,.46032551,.77883083,.72755384,.1942869,.18407755,.49176705,.4504365,.49109986,.46870902
12575,8869,3527,2920,606,2276,1251,3873,3220,652,2454,1419,4488,4379,5429,3440,.77828181,.76030624,.70875293,.68743342,.78184932,.76891047,.70900619,.69358373,.76072609,.711501,.70705521,.65178573,.89191562,.87447894,.82722086,.8044312,.57154274,.56103474,.50387597,.4925479,PLFS_1718,July 2017 - June 2018,JHARKHAND,.43668959,.3976773,.7174688,.65062386,.14889245,.13838775,.41249999,.36366278,.45201695,.41923007
15886,12111,5208,4235,973,3924,1284,5700,4620,1080,4265,1435,6031,6080,8992,3119,.79205072,.77498502,.72368419,.7053377,.78937429,.77890754,.72359306,.71360487,.80369991,.75382656,.72407407,.66255605,.87920487,.86291182,.80890971,.79084492,.52570093,.51000798,.47038329,.45467523,PLFS_1718,July 2017 - June 2018,ORISSA,.47064653,.4300223,.76604211,.7022053,.17763157,.1600329,.46008337,.41167042,.47431049,.4363879
10253,7681,4402,2842,1559,3116,1286,4615,2981,1633,3208,1407,3929,3751,4997,2684,.80758744,.7748065,.77031422,.73678339,.76425052,.72984594,.72861457,.69380111,.88646567,.85995919,.84629518,.81824064,.93421054,.90083194,.90741897,.87210053,.5007776,.47376788,.45771143,.43219724,PLFS_1718,July 2017 - June 2018,CHATTISGARH,.60083324,.57310247,.75871724,.72333926,.43535057,.4156225,.52421761,.47913563,.64198518,.62357414
21389,15966,8012,6030,1982,5092,2920,8445,6396,2049,5274,3171,8317,7649,9490,6476,.79106343,.78178346,.75050324,.73806375,.78225541,.77221566,.7374922,.72393703,.81786072,.81180811,.79111761,.78371501,.91398269,.90463817,.88244218,.86952347,.57671231,.56601125,.53106278,.51816136,PLFS_1718,July 2017 - June 2018,MADHYA PRADESH,.52893651,.50181633,.76902729,.72502106,.26787814,.25911883,.48965409,.45089561,.55574286,.53656483
15969,12040,5681,4629,1049,2984,2697,5986,4886,1097,3150,2836,6266,5770,6077,5963,.63773984,.62208027,.60524559,.58928263,.61330742,.61034185,.58104789,.57819223,.74451858,.68421054,.71194166,.64784056,.79825735,.78257793,.75619048,.73913044,.46014088,.45143071,.43758816,.42898032,PLFS_1718,July 2017 - June 2018,GUJARAT,.49717608,.47184387,.77976382,.73874879,.19012132,.18180242,.47559953,.4522891,.51834786,.49103177
1187,893,526,401,125,239,287,538,411,127,245,293,502,391,401,492,.38212928,.26458332,.37360594,.25760648,.31920201,.25749999,.31143552,.25121951,.58399999,.30000001,.57480317,.28915662,.56903768,.35820895,.55510205,.34615386,.22648084,.19713262,.221843,.19298245,PLFS_1718,July 2017 - June 2018,D & N. HAVELI & DAMAN & DIU,.6024636,.58902574,.81872511,.79880476,.32480818,.31969309,.59552848,.58333331,.61097258,.59600997
33075,24660,12426,9053,3373,6431,5995,13106,9538,3568,6626,6480,12560,12096,11389,13271,.66199905,.65395892,.62765145,.61806142,.63371259,.62614119,.60148877,.59218699,.73791879,.72981179,.6975897,.68843073,.86953819,.86007905,.84394807,.83078802,.43936613,.43488491,.40648147,.40180096,PLFS_1718,July 2017 - June 2018,MAHARASHTRA,.53146797,.50389296,.75939488,.72078025,.29497355,.27885252,.48828271,.45173687,.58178943,.56466764
14565,11159,6237,4072,2165,3851,2386,6645,4359,2286,4041,2604,5452,5707,6200,4959,.75517076,.7411359,.70880359,.69121248,.71856582,.70453984,.67125487,.65392584,.82401848,.81271225,.78040242,.76518959,.88210857,.86968154,.84063351,.8213293,.55029339,.53715497,.50422424,.49126214,PLFS_1718,July 2017 - June 2018,ANDHRA PRADESH,.59548348,.55892104,.79952312,.7468819,.40056071,.37935868,.52510589,.48114538,.65177417,.62112904
16691,12643,6148,4649,1498,2963,3185,6504,4919,1584,3087,3417,6358,6284,5741,6902,.67745608,.67529297,.64037514,.63830769,.68036139,.67814112,.64301687,.64091092,.66822428,.66622072,.63194442,.62998104,.86432672,.86061424,.82960802,.82604468,.50361067,.50267214,.46941763,.46850279,PLFS_1718,July 2017 - June 2018,KARNATAKA,.51443487,.48627698,.77367097,.73120481,.25206876,.23838319,.49507388,.46146044,.5377112,.51611215
1661,1204,564,406,158,261,303,646,442,204,303,343,576,627,552,652,.38297874,.36330935,.33436534,.31661442,.38916257,.37931034,.35746607,.3484163,.36708862,.31999999,.28431374,.24489796,.42911878,.39607844,.36963695,.34006733,.34323433,.33554816,.30320701,.29618767,PLFS_1718,July 2017 - June 2018,GOA,.53654486,.46843854,.7673611,.7048611,.32535884,.25199363,.52607363,.46472391,.54891306,.47282609
638,468,165,137,28,61,104,212,157,55,74,138,208,260,153,315,.46060607,.46060607,.35849056,.35849056,.54014599,.54014599,.47133759,.47133759,.071428575,.071428575,.036363635,.036363635,.52459013,.52459013,.43243244,.43243244,.42307693,.42307693,.31884059,.31884059,PLFS_1718,July 2017 - June 2018,LAKSHDWEEP,.45299146,.3525641,.75480771,.65865386,.21153846,.10769231,.43809524,.33015874,.48366013,.39869282
17400,12267,5274,3853,1420,2468,2806,6054,4146,1907,2747,3307,5588,6677,5547,6720,.6266591,.60386664,.54592007,.52128744,.66649365,.65479308,.61939216,.60606062,.51830983,.44800001,.38594651,.3207331,.68598056,.66511822,.61630869,.59344387,.57448328,.55016661,.48745087,.46177751,PLFS_1718,July 2017 - June 2018,KERALA,.49351919,.42993397,.74194705,.68951327,.28560731,.21267036,.49211308,.41755953,.49522263,.44492519
23614,17969,9244,6391,2853,4732,4512,10074,6959,3115,5154,4920,8824,9144,8681,9288,.59660321,.57873756,.54744887,.52739936,.56485683,.55139303,.51875269,.50490057,.66771817,.64363092,.61155701,.57993942,.73330516,.71079075,.67326349,.64640445,.45323581,.442947,.4156504,.40451282,PLFS_1718,July 2017 - June 2018,TAMIL NADU,.56063223,.51444155,.78864461,.72427469,.34066054,.31200787,.52971578,.48578811,.59371042,.54509848
2075,1556,642,503,139,141,501,723,551,172,154,569,746,810,343,1213,.5,.49452269,.44398341,.43828017,.56262428,.55888224,.51361161,.5090909,.27338129,.26086956,.22093023,.21052632,.63829786,.6241135,.58441556,.5714286,.46107784,.45783132,.4059754,.40211639,PLFS_1718,July 2017 - June 2018,PONDICHERRY,.46465296,.4125964,.73860592,.67426276,.21234567,.17160493,.46908492,.41302556,.44897959,.41107872
1863,1413,696,557,139,349,347,833,600,233,416,417,726,687,734,679,.41379312,.40350878,.34573829,.33293125,.4470377,.43875685,.41499999,.40201005,.28057554,.26277372,.16738197,.15517241,.56160456,.55162239,.47115386,.45278451,.26512969,.25797102,.22062351,.2139423,PLFS_1718,July 2017 - June 2018,A & N ISLANDS,.58952582,.492569,.82644629,.76721764,.33915576,.20232897,.61413842,.51104563,.5667575,.47547683
10453,8121,3982,2802,1180,1922,2060,4357,3078,1279,2072,2285,4108,4013,3569,4552,.65293825,.64925563,.5967409,.59258407,.60920769,.60600644,.55458087,.55086124,.75677967,.75300169,.69820172,.69407117,.8777315,.87467223,.8141892,.80931586,.4432039,.44017509,.39956236,.39675581,PLFS_1718,July 2017 - June 2018,TELANGANA,.53651029,.49033371,.74926972,.68208373,.31871417,.29404435,.50197715,.45254833,.58055478,.53852618
14722,10875,5557,4085,1472,3557,2000,5862,4234,1628,3673,2189,5554,5321,6331,4544,.75112468,.60136521,.71204364,.55653822,.722399,.62007171,.69697684,.59130859,.83084238,.45194274,.75122851,.33843797,.85633963,.6653434,.82929486,.6256066,.56400001,.51545841,.51530379,.46714976,PLFS_1819,July 2018 - June 2019,JAMMU & KASHMIR,.53903449,.51098853,.76233345,.73550594,.30595753,.27663973,.48173416,.44014084,.58016109,.56183857
551,398,239,154,85,130,109,242,154,88,132,110,202,196,210,188,.64016736,.41145834,.63223141,.40101522,.61038959,.47260273,.61038959,.47260273,.69411767,.2173913,.67045456,.19607843,.83076924,.51648355,.81818181,.5,.41284403,.31683168,.40909091,.31067961,PLFS_1819,July 2018 - June 2019,LADAKH,.60804021,.60050249,.76237625,.76237625,.44897959,.43367347,.58510637,.57978725,.62857145,.61904764
7278,5161,3409,1879,1528,2938,471,3592,1984,1606,3080,512,2522,2637,4256,905,.83514225,.77540934,.79259467,.72355145,.7690261,.7002725,.72832662,.65394402,.91623038,.87357146,.87173098,.81424767,.890742,.8282429,.8496753,.77609426,.48832271,.45154184,.44921875,.41082165,PLFS_1819,July 2018 - June 2019,HIMACHAL PRADESH,.69598913,.66053092,.78667724,.74504364,.60902542,.57944632,.56574583,.52044201,.72368419,.69031954
13355,9950,4527,3698,828,2175,2352,4900,3985,914,2365,2535,5133,4814,4943,5007,.5860393,.57284844,.54142857,.52833331,.59491616,.58933407,.55207026,.54684752,.54710144,.49043715,.49562362,.43887532,.73379308,.71918136,.67484146,.65953732,.44940478,.44067067,.41696253,.40852928,PLFS_1819,July 2018 - June 2019,PUNJAB,.49246231,.45497486,.77634913,.72043639,.18986291,.17199834,.50629121,.46974236,.47845438,.44001618
1323,980,470,383,87,86,384,503,405,98,89,414,525,455,164,816,.27659574,.25431034,.25844932,.23742455,.30287206,.28496042,.28641975,.26932669,.16091955,.11764706,.14285715,.10416666,.36046511,.30588236,.34831461,.29545453,.2578125,.24274406,.23913044,.22493887,PLFS_1819,July 2018 - June 2019,CHANDIGARH,.51326531,.47959185,.77142859,.72952384,.21538462,.19120879,.50735295,.47058824,.54268295,.52439022
7422,5385,2191,1799,391,1274,917,2446,1953,492,1380,1066,2720,2664,3001,2384,.68461889,.68073392,.61324614,.60869563,.6737076,.67298049,.62058371,.61916965,.73401535,.71614581,.58333331,.56584364,.79984301,.79479086,.73840582,.73236364,.52453655,.52245343,.4512195,.44873002,PLFS_1819,July 2018 - June 2019,UTTARANCHAL,.45422471,.40687093,.71801472,.66139704,.18468468,.14677177,.44714764,.38464764,.45984671,.42452517
11470,8272,3608,3020,588,1896,1712,3944,3292,652,2072,1872,4366,3906,4452,3820,.58065408,.57357025,.53118664,.52449858,.58543044,.57844114,.53705955,.53041363,.55612242,.54855198,.50153375,.49462366,.72310126,.71337914,.66167957,.6523211,.42289719,.4190532,.38675213,.38321754,PLFS_1819,July 2018 - June 2019,HARYANA,.47678918,.43617022,.75400823,.69170868,.16692269,.15053764,.49005234,.44816753,.4654088,.42587602
3853,2932,1254,1075,179,85,1169,1399,1194,205,88,1311,1616,1314,218,2714,.33732057,.33226067,.30235884,.29690871,.35255814,.34803003,.31742042,.31228957,.24581006,.23728813,.21463415,.20689656,.40000001,.40000001,.38636363,.38636363,.33276305,.32728842,.29672006,.29086724,PLFS_1819,July 2018 - June 2019,DELHI,.47714871,.42769441,.73886138,.66522276,.15601218,.13622527,.48305085,.43072954,.40366971,.38990825
20073,14289,6918,4993,1924,4562,2356,7375,5368,2006,4761,2614,7277,7010,8635,5654,.75542063,.71911907,.70861018,.66834766,.71680355,.69724768,.66672873,.64552659,.85602909,.79852939,.82103688,.75259876,.88404208,.8501637,.84709096,.80669057,.50636673,.49237472,.45638868,.44192412,PLFS_1819,July 2018 - June 2019,RAJASTHAN,.51613128,.48414865,.73766661,.6861344,.28616261,.27446505,.46232757,.41669613,.55136073,.52831501
43364,30538,12060,10188,1871,7971,4089,12872,10943,1928,8339,4533,15277,15257,19356,11182,.80530679,.78953826,.75450593,.73559183,.80270904,.79484886,.74732703,.73770189,.81934792,.75,.79512447,.7192362,.90891981,.8946085,.86880922,.84993565,.60332602,.59712231,.54423118,.5372768,PLFS_1819,July 2018 - June 2019,UTTAR PRADESH,.42150763,.39491782,.71630555,.66688484,.12636822,.12263224,.40538365,.36567697,.43082249,.41181028
21810,15056,5087,4813,273,3562,1525,5630,5334,295,3934,1696,7860,7192,10564,4492,.83113819,.83064514,.75097692,.7504887,.84292543,.84241164,.7605924,.76008254,.62637365,.62637365,.57966101,.57966101,.89416057,.89353931,.80960852,.80900306,.68393445,.68372703,.61497641,.61474925,PLFS_1819,July 2018 - June 2019,BIHAR,.37393731,.33787194,.67862594,.61234099,.041017797,.037958842,.37756011,.33949244,.37239683,.33718288
2744,2196,1281,804,477,831,450,1334,838,496,855,479,1136,1060,1351,845,.63387978,.60485131,.60869563,.58033031,.61069649,.57356608,.58591884,.54958183,.67295599,.65756303,.6471774,.63232321,.7352587,.6968599,.71461987,.67643613,.44666666,.43555555,.41962421,.4091858,PLFS_1819,July 2018 - June 2019,SIKKIM,.60746813,.58333331,.73767608,.70774651,.46792454,.44999999,.56686389,.53254437,.63286453,.61509991
7522,5942,2277,1918,358,1513,764,2532,2082,449,1659,873,3195,2745,3829,2113,.63987702,.62279153,.57543445,.55974591,.65015644,.64371413,.59894335,.59298414,.5865922,.50867051,.46770602,.40274599,.75611371,.73169106,.68957204,.66686893,.40968585,.40813649,.3585338,.35706085,PLFS_1819,July 2018 - June 2019,ARUNACHAL PRADESH,.42611915,.38320431,.65164322,.60031301,.16357012,.13041894,.41315666,.36157122,.43327239,.39514235
4202,3133,1125,910,215,668,457,1388,1070,318,800,588,1584,1547,1755,1378,.53422225,.53422225,.43299711,.43299711,.51648355,.51648355,.43925235,.43925235,.60930234,.60930234,.41194969,.41194969,.62125748,.62125748,.51875001,.51875001,.40700218,.40700218,.31632653,.31632653,PLFS_1819,July 2018 - June 2019,NAGALAND,.44302586,.35908076,.67550504,.57449496,.20555915,.13897868,.42670536,.33164006,.45584047,.38062677
10981,7861,3544,2589,953,1857,1687,3877,2809,1065,2020,1857,3893,3963,4103,3758,.68143338,.67486417,.6229043,.61602718,.67902666,.67260063,.62584549,.61960787,.68835258,.68166852,.61596245,.60703814,.7458266,.74094403,.68564355,.67975831,.6105513,.60298508,.55465806,.54742545,PLFS_1819,July 2018 - June 2019,MANIPUR,.49319425,.45083323,.72155148,.66503984,.2687358,.24047439,.49414581,.44890898,.49232268,.45259565
6009,4669,2119,1482,637,780,1339,2308,1585,723,830,1478,2293,2374,1568,3101,.66021711,.66005665,.60615253,.60571921,.64439946,.64415938,.60252368,.60189277,.69701725,.69701725,.61410791,.61410791,.86794871,.86794871,.81566262,.81566262,.53920835,.53886396,.48849797,.48782137,PLFS_1819,July 2018 - June 2019,MIZORAM,.49432427,.45384452,.69123417,.64631486,.30454928,.26832351,.47662044,.43179619,.52933675,.49744898
6934,5594,2305,1978,327,1559,746,2643,2139,504,1759,884,2854,2740,3710,1884,.68373102,.67852497,.59629208,.59175181,.71233571,.70677453,.658719,.65357643,.51070338,.50764525,.33134919,.32936507,.76074409,.75689542,.67424673,.67083567,.52278823,.5147453,.44117647,.43438914,PLFS_1819,July 2018 - June 2019,TRIPURA,.47247049,.41204864,.74947441,.69306237,.1839416,.11934306,.46921444,.39596602,.47412398,.42021564
5693,3966,2163,1311,852,1565,598,2263,1361,902,1610,653,1955,2011,2603,1363,.68608415,.67219329,.65576667,.64092141,.69412661,.69013005,.66862601,.66323531,.67370892,.64303482,.63636363,.60538644,.78338659,.76882428,.7614907,.74519849,.43143812,.42713568,.39509955,.39110428,PLFS_1819,July 2018 - June 2019,MEGHALAYA,.57060009,.54538578,.69616365,.67058825,.44853306,.42366982,.47909024,.43873808,.6185171,.60122937
14445,10888,4528,3921,607,3514,1014,4915,4238,676,3785,1130,5669,5218,8353,2535,.67093641,.66371292,.61810786,.61117911,.72175467,.71621966,.66776782,.66241437,.34266886,.32053423,.30769232,.28742516,.71257824,.70665526,.66155881,.65571165,.52662724,.51530111,.47256637,.46235606,PLFS_1819,July 2018 - June 2019,ASSAM,.45141441,.4158707,.74757451,.69165635,.12955156,.1163281,.44575936,.40000001,.4531306,.42068717
24644,19239,9255,7273,1982,4994,4261,9769,7703,2066,5227,4542,9707,9530,10384,8855,.70480824,.67771363,.66772443,.637519,.7064485,.68899119,.66701287,.64752162,.69878912,.6235767,.67037755,.58924049,.83600318,.8128342,.79873735,.77188706,.55104434,.51919699,.51695287,.48307261,PLFS_1819,July 2018 - June 2019,WEST BENGAL,.50777066,.4810541,.79355103,.74925309,.21678908,.20797482,.51293057,.48119706,.50337058,.48093221
12401,8726,3767,2952,814,2498,1269,4039,3204,834,2641,1398,4332,4391,5392,3334,.76931244,.74627286,.71750432,.69142562,.75982386,.74715418,.70006239,.68544304,.8034398,.74198472,.78417265,.71893489,.89351481,.87277466,.84513444,.81973898,.52482271,.5135783,.47639486,.46425992,PLFS_1819,July 2018 - June 2019,JHARKHAND,.46286958,.43169838,.73961216,.68144047,.18993396,.18537918,.41931614,.38062388,.48979971,.46327892
15172,11494,5231,4020,1210,4001,1230,5751,4421,1329,4345,1406,5675,5817,8531,2963,.78340662,.75780624,.71257174,.68537289,.77686566,.758991,.70640129,.68911564,.8049587,.75378406,.73288184,.67115903,.86953264,.84613353,.80069047,.77477044,.50325203,.48053023,.44025606,.41847041,PLFS_1819,July 2018 - June 2019,ORISSA,.50034803,.455107,.77903086,.70837003,.22846828,.208011,.47451907,.4151198,.50931895,.46899542
9739,7269,4178,2662,1515,2900,1278,4331,2776,1554,2959,1372,3676,3592,4687,2582,.79511726,.76708609,.76702839,.73795396,.7584523,.72924602,.72730547,.69737798,.85940593,.83660591,.83783782,.813779,.92068964,.89223057,.90233189,.87193841,.51017213,.48968253,.47521865,.45535055,PLFS_1819,July 2018 - June 2019,CHATTISGARH,.59581786,.57476956,.75516868,.72415668,.43262807,.4217706,.53137106,.49496514,.63132066,.61873269
20773,15535,7618,5831,1787,4886,2732,7996,6164,1832,5011,2985,8088,7446,9163,6372,.79666579,.7826674,.75900447,.73972952,.78700054,.77433395,.74448413,.72651529,.82820368,.81141144,.80786026,.78683752,.91240281,.89962119,.88964278,.87227094,.58967787,.57341868,.53969848,.51855636,PLFS_1819,July 2018 - June 2019,MADHYA PRADESH,.5147087,.49037656,.76211673,.72094458,.24603814,.23999463,.46845573,.42875078,.54687327,.5332315
