pop_tot_unw,pop_workingage_unw,worker_PS_unw,worker_PS_m_unw,worker_PS_f_unw,worker_PS_rur_unw,worker_PS_urb_unw,labor_force_PS_unw,labor_force_PS_m_unw,labor_force_PS_f_unw,labor_force_PS_rur_unw,labor_force_PS_urb_unw,pop_m_unw,pop_f_unw,pop_rur_unw,pop_urb_unw,s_casual_w_worker_PS_unw,s_casual_w_worker_P_unw,s_casual_w_lf_PS_unw,s_casual_w_lf_P_unw,s_casual_w_worker_PS_m_unw,s_casual_w_worker_P_m_unw,s_casual_w_lf_PS_m_unw,s_casual_w_lf_P_m_unw,s_casual_w_worker_PS_f_unw,s_casual_w_worker_P_f_unw,s_casual_w_lf_PS_f_unw,s_casual_w_lf_P_f_unw,s_casual_w_worker_PS_rur_unw,s_casual_w_worker_P_rur_unw,s_casual_w_lf_PS_rur_unw,s_casual_w_lf_P_rur_unw,s_casual_w_worker_PS_urb_unw,s_casual_w_worker_P_urb_unw,s_casual_w_lf_PS_urb_unw,s_casual_w_lf_P_urb_unw,data,time,state_name,lf_share_unw,worker_share_unw,lf_share_m_unw,worker_share_m_unw,lf_share_f_unw,worker_share_f_unw,lf_share_urb_unw,worker_share_urb_unw,lf_share_rur_unw,worker_share_rur_unw
1235,941,647,430,217,358,289,663,443,220,365,298,506,435,454,487,.54250389,.36363637,.52941179,.35239568,.44651163,.24407583,.43340859,.23515981,.73271888,.60975611,.7227273,.59808612,.78491622,.50292397,.76986301,.48725212,.24221453,.19649123,.23489933,.19047619,PLFS_2324,July 2023 - June 2024,D & N. HAVELI & DAMAN & DIU,.70456958,.6875664,.87549406,.84980237,.50574714,.49885058,.61190963,.59342915,.80396473,.78854626
30990,23197,13667,9087,4580,7267,6400,14134,9435,4699,7396,6738,11929,11267,10800,12397,.65252066,.62612379,.63096082,.60460609,.61241335,.58361018,.58982509,.56135494,.73209608,.71280199,.71355605,.69384617,.87615246,.84051484,.86087072,.82493478,.39859375,.38329899,.37859899,.36348611,PLFS_2324,July 2023 - June 2024,MAHARASHTRA,.60930294,.58917099,.79092968,.76175708,.41705868,.40649685,.5435186,.51625395,.68481481,.6728704
13649,10550,6075,3867,2208,3794,2281,6398,4077,2321,3932,2466,5232,5318,5859,4691,.6967901,.67349678,.66161299,.63660896,.64494443,.6199581,.61172432,.58458877,.78759056,.76919478,.749246,.73022223,.84343702,.81665766,.8138352,.78360146,.45287156,.43882978,.418897,.40490797,PLFS_2324,July 2023 - June 2024,ANDHRA PRADESH,.60644549,.57582939,.77924311,.73910552,.43644229,.41519368,.52568752,.48625028,.67110431,.64755076
15054,11303,6404,4348,2056,3351,3053,6605,4499,2106,3415,3190,5714,5589,5314,5989,.68660212,.67001593,.66570783,.6483025,.67295307,.65768695,.65036672,.6342665,.71546692,.69704682,.69848055,.67940444,.87317216,.85596079,.85680819,.83848697,.48182115,.46824077,.46112853,.44712606,PLFS_2324,July 2023 - June 2024,KARNATAKA,.58435816,.56657523,.78736436,.76093805,.37681159,.36786544,.5326432,.50976789,.64264208,.63059843
1668,1186,596,432,164,260,336,648,454,194,285,363,586,600,515,671,.41107383,.38682431,.37808642,.35448918,.41203704,.38372093,.39207047,.36343613,.40853658,.39506173,.34536082,.33333334,.48846152,.44921875,.44561404,.40636042,.35119048,.3392857,.32506886,.3140496,PLFS_2324,July 2023 - June 2024,GOA,.54637438,.5025295,.77474403,.73720139,.32333332,.27333334,.54098362,.50074518,.55339807,.50485438
749,540,241,207,34,86,155,270,222,48,93,177,275,265,169,371,.50207472,.48927039,.44814816,.42696628,.52657002,.51980197,.490991,.47297296,.35294119,.29032257,.25,.2,.53488374,.50617284,.49462366,.44565219,.48387095,.48026314,.42372882,.41714287,PLFS_2324,July 2023 - June 2024,LAKSHDWEEP,.5,.4462963,.80727273,.75272727,.18113208,.12830189,.47708896,.41778976,.55029583,.50887573
15583,10742,5850,3645,2205,2703,3147,6322,3827,2495,2914,3408,4958,5784,4841,5901,.57811964,.49785155,.53495729,.4500353,.58491081,.53174376,.55709434,.50013512,.5668934,.42586944,.50100201,.35557818,.66666669,.58707744,.61839396,.53343701,.50206548,.42292491,.46361503,.38065976,PLFS_2324,July 2023 - June 2024,KERALA,.58853102,.54459131,.77188385,.73517549,.43136239,.38122407,.57752925,.53329945,.60194176,.55835569
22552,16886,9868,6165,3702,5327,4541,10283,6419,3863,5517,4766,8131,8752,8055,8831,.60376978,.55440187,.57940292,.52439898,.5380373,.50322366,.51674718,.47937009,.71312803,.65112638,.68340665,.60776871,.75502157,.6926102,.7290194,.65505087,.42633781,.403171,.40621066,.38140133,PLFS_2324,July 2023 - June 2024,TAMIL NADU,.60896599,.58438945,.78944778,.75820935,.44138482,.42298904,.53968972,.5142113,.6849162,.66132838
1913,1409,707,480,227,193,514,748,505,243,197,551,669,740,344,1065,.34936351,.3114754,.3302139,.29068151,.37291667,.34468085,.35445544,.3253012,.29955947,.23383084,.2798354,.21266969,.53367877,.46857142,.52284265,.45555556,.28015563,.25604838,.261343,.23562153,PLFS_2324,July 2023 - June 2024,PONDICHERRY,.53087294,.50177431,.75485802,.71748877,.32837838,.30675676,.51737088,.48262912,.57267439,.56104654
1727,1342,795,548,247,417,378,898,587,311,460,438,683,659,634,708,.47924528,.41530055,.42427617,.35472578,.44708028,.39811322,.41737649,.36254296,.55060726,.46039605,.43729904,.33818182,.68585134,.59151196,.62173915,.51264369,.25132275,.22816901,.21689498,.19194312,PLFS_2324,July 2023 - June 2024,A & N ISLANDS,.66915053,.59239942,.8594436,.80234259,.47192717,.37481031,.61864406,.53389829,.72555202,.65772873
10046,7501,4459,2809,1650,2370,2089,4722,2982,1740,2456,2266,3738,3763,3438,4063,.69477463,.65814549,.65607792,.6171279,.6457814,.60336012,.60831654,.56363016,.77818179,.75399363,.73793101,.71170086,.89029539,.84829724,.85912055,.81168008,.47295356,.44760039,.4360106,.41060197,PLFS_2324,July 2023 - June 2024,TELANGANA,.62951607,.59445405,.7977528,.7514714,.46239701,.43847993,.55771595,.51415211,.71436882,.6893543
1104,804,451,294,157,281,170,494,314,180,291,203,414,390,456,348,.73170733,.6698795,.6680162,.60698688,.66666669,.62542957,.6242038,.58520901,.85350317,.77419353,.74444443,.65306121,.83985764,.75697213,.81099659,.72796935,.5529412,.53658539,.46305418,.44670051,PLFS_2324,July 2023 - June 2024,LADAKH,.61442786,.56094527,.75845408,.71014494,.46153846,.40256411,.58333331,.48850575,.6381579,.61622804
