pop_tot_unw,casual_w_P_unw,casual_w_P_m_unw,casual_w_P_f_unw,casual_w_PS_unw,casual_w_PS_m_unw,casual_w_PS_f_unw,worker_P_unw,worker_P_m_unw,worker_P_f_unw,worker_PS_unw,worker_PS_m_unw,worker_PS_f_unw,labor_force_P_unw,labor_force_P_m_unw,labor_force_P_f_unw,labor_force_PS_unw,labor_force_PS_m_unw,labor_force_PS_f_unw,casual_w_W_unw,casual_w_W_m_unw,casual_w_W_f_unw,casual_w_WD_unw,casual_w_WD_m_unw,casual_w_WD_f_unw,worker_W_unw,worker_W_m_unw,worker_W_f_unw,labor_force_W_unw,labor_force_W_m_unw,labor_force_W_f_unw,worker_WD_unw,worker_WD_m_unw,worker_WD_f_unw,labor_force_WD_unw,labor_force_WD_m_unw,labor_force_WD_f_unw,pop_unw,pop_m_unw,pop_f_unw,s_casual_w_worker_PS_unw,s_casual_w_worker_P_unw,s_casual_w_worker_WD_unw,s_casual_w_worker_W_unw,s_casual_w_lf_PS_unw,s_casual_w_lf_P_unw,s_casual_w_lf_WD_unw,s_casual_w_lf_W_unw,s_casual_w_pop_PS_unw,s_casual_w_pop_P_unw,s_casual_w_pop_WD_unw,s_casual_w_pop_W_unw,s_casual_w_worker_PS_m_unw,s_casual_w_worker_P_m_unw,s_casual_w_worker_WD_m_unw,s_casual_w_worker_W_m_unw,s_casual_w_lf_PS_m_unw,s_casual_w_lf_P_m_unw,s_casual_w_lf_WD_m_unw,s_casual_w_lf_W_m_unw,s_casual_w_pop_PS_m_unw,s_casual_w_pop_P_m_unw,s_casual_w_pop_WD_m_unw,s_casual_w_pop_W_m_unw,s_casual_w_worker_PS_f_unw,s_casual_w_worker_P_f_unw,s_casual_w_worker_WD_f_unw,s_casual_w_worker_W_f_unw,s_casual_w_lf_PS_f_unw,s_casual_w_lf_P_f_unw,s_casual_w_lf_WD_f_unw,s_casual_w_lf_W_f_unw,s_casual_w_pop_PS_f_unw,s_casual_w_pop_P_f_unw,s_casual_w_pop_WD_f_unw,s_casual_w_pop_W_f_unw,data,time,state_name,state_code_PLFS
6684,1582,1067,515,2007,1175,832,2429,1713,716,2805,1788,1017,2562,1797,765,2919,1858,1061,1638,1039,599,1668,1058,610,2505,1698,807,2667,1803,864,2505,1698,807,2667,1803,864,4822,2373,2449,.71550804,.65129685,.66586828,.65389222,.68756425,.61748636,.62542182,.61417323,.41621733,.32807964,.34591457,.33969307,.65715885,.62288386,.62308598,.61189634,.63240045,.5937674,.5867998,.57626176,.49515381,.44964179,.44584915,.4378424,.81809241,.71927375,.75588602,.74225527,.78416586,.67320263,.70601851,.69328701,.3397305,.21028991,.24908125,.24458963,PLFS_2324,July 2023 - June 2024,UTTARANCHAL,5
10787,2097,1535,562,2184,1601,583,3826,2957,869,3860,2971,889,3980,3087,893,4008,3096,912,1938,1446,492,1995,1500,495,3686,2888,798,3896,3064,832,3686,2888,798,3896,3064,832,7768,4093,3675,.56580311,.54809201,.54123712,.52577317,.54491019,.52688444,.51206368,.49743327,.28115344,.26995367,.25682285,.24948506,.53887582,.51910722,.51939058,.50069255,.51711887,.4972465,.48955613,.47193211,.39115563,.37503055,.36647937,.35328609,.65579301,.64672035,.62030077,.61654133,.63925439,.62933928,.59495193,.59134614,.15863946,.15292516,.13469388,.13387755,PLFS_2324,July 2023 - June 2024,HARYANA,6
3511,411,353,58,426,364,62,1213,1024,189,1227,1030,197,1240,1046,194,1253,1051,202,412,353,59,414,355,59,1206,1020,186,1244,1049,195,1206,1020,186,1244,1049,195,2678,1435,1243,.34718826,.33882934,.34328359,.34162521,.33998403,.33145162,.33279744,.33118972,.15907393,.15347274,.15459298,.15384616,.35339805,.34472656,.34803921,.34607843,.34633681,.3374761,.33841753,.33651096,.25365853,.24599303,.24738675,.24599303,.31472081,.3068783,.3172043,.3172043,.30693069,.29896906,.30256411,.30256411,.049879324,.046661302,.047465809,.047465809,PLFS_2324,July 2023 - June 2024,DELHI,7
19905,5635,3368,2267,6784,3716,3068,7674,5066,2608,8569,5188,3381,8118,5359,2759,8973,5449,3524,5650,3255,2395,5767,3344,2423,7753,4998,2755,8279,5360,2919,7753,4998,2755,8279,5360,2919,14137,6992,7144,.79169101,.73429763,.74384111,.72875017,.75604594,.6941365,.69658172,.68244958,.4798755,.39859942,.40793663,.39966047,.7162683,.66482431,.66906762,.6512605,.68195999,.62847549,.62388062,.60727614,.53146452,.48169336,.47826087,.46553203,.90742385,.86924845,.87949181,.8693285,.87060159,.82167453,.83007878,.82048649,.42945129,.31732923,.33916575,.33524635,PLFS_2324,July 2023 - June 2024,RAJASTHAN,8
42740,10716,8580,2136,13414,9245,4169,13474,10933,2541,15977,11401,4576,14012,11357,2655,16465,11777,4688,11686,8497,3189,11879,8659,3220,14601,10970,3631,15266,11510,3756,14601,10970,3631,15266,11510,3756,29934,14951,14983,.83958191,.79530948,.81357443,.80035615,.81469786,.76477307,.77813441,.76549196,.44811919,.35798758,.39683971,.39039218,.81089377,.78478003,.78933454,.77456701,.78500468,.75548118,.75230235,.73822761,.61835331,.57387465,.5791586,.56832319,.91105771,.84061396,.88680804,.87827045,.88929182,.80451977,.85729498,.84904152,.27824867,.14256157,.21491024,.21284121,PLFS_2324,July 2023 - June 2024,UTTAR PRADESH,9
22474,5124,4308,816,6293,4520,1773,6115,5144,971,7214,5293,1921,6437,5412,1025,7506,5533,1973,5920,4389,1531,5991,4448,1543,6940,5243,1697,7252,5509,1743,6940,5243,1697,7252,5509,1743,14999,7650,7348,.87233156,.8379395,.86325645,.85302591,.83839595,.79602301,.82611692,.81632656,.4195613,.34162277,.39942664,.39469299,.85395807,.83748055,.84836924,.83711618,.8169167,.79600888,.80740607,.79669631,.5908497,.56313723,.58143789,.57372546,.92295676,.84037077,.90925163,.90218031,.89863151,.79609758,.88525528,.87837064,.24129015,.11105063,.20998912,.20835601,PLFS_2324,July 2023 - June 2024,BIHAR,10
2649,844,474,370,988,553,435,1425,850,575,1473,868,605,1495,883,612,1523,893,630,850,476,374,918,525,393,1432,853,579,1493,882,611,1432,853,579,1493,882,611,2138,1104,1034,.67074001,.59228069,.64106143,.59357542,.64871961,.56454849,.61486942,.56932348,.46211413,.39476147,.42937323,.39756781,.63709676,.55764705,.61547482,.55803049,.61926091,.53680634,.59523809,.53968257,.50090581,.42934781,.47554347,.43115941,.71900827,.64347827,.67875648,.64594126,.69047618,.60457516,.64320785,.61211127,.42069632,.35783365,.38007736,.36170211,PLFS_2324,July 2023 - June 2024,SIKKIM,11
7833,2624,1345,1279,3024,1600,1424,3563,2028,1535,3785,2150,1635,3892,2202,1690,4077,2306,1771,2793,1445,1348,2950,1564,1386,3733,2127,1606,4025,2283,1742,3733,2127,1606,4025,2283,1742,5776,2942,2834,.79894322,.73645806,.79024911,.74819177,.74172187,.67420352,.73291928,.69391304,.52354568,.45429364,.51073408,.48355263,.74418604,.66321498,.73530793,.67936063,.69384217,.61080837,.68506354,.6329391,.54384774,.45717201,.53161114,.49116248,.87094802,.83322477,.86301368,.83935243,.80406553,.7568047,.79563719,.7738232,.50247002,.45130557,.48906139,.47565278,PLFS_2324,July 2023 - June 2024,ARUNACHAL PRADESH,12
4537,1274,672,602,1505,774,731,1835,1080,755,1941,1095,846,2012,1178,834,2109,1190,919,1321,677,644,1396,727,669,1885,1086,799,2061,1186,875,1885,1086,799,2061,1186,875,2927,1468,1459,.77537352,.69427794,.74058354,.70079577,.71360832,.63320082,.6773411,.64095098,.51417834,.43525794,.47693884,.45131534,.70684934,.62222224,.66942912,.62338859,.65042019,.57045841,.61298484,.57082629,.52724797,.45776567,.4952316,.46117166,.86406618,.797351,.83729661,.8060075,.79542983,.72182256,.76457143,.736,.50102812,.41261137,.45853323,.4413982,PLFS_2324,July 2023 - June 2024,NAGALAND,13
9937,3159,1744,1415,3261,1791,1470,4072,2437,1635,4123,2455,1668,4344,2561,1783,4390,2575,1815,3157,1744,1413,3218,1778,1440,4073,2437,1636,4324,2564,1760,4073,2437,1636,4324,2564,1760,6929,3407,3522,.79092896,.77578586,.79008102,.77510434,.74282461,.72720993,.74421829,.730111,.47063068,.45590994,.46442488,.4556213,.72953159,.71563399,.72958553,.71563399,.69553399,.68098402,.69344771,.68018723,.52568239,.51188731,.52186674,.51188731,.88129497,.86544341,.88019562,.86369193,.80991733,.79360628,.81818181,.80284089,.41737649,.40176037,.4088586,.40119252,PLFS_2324,July 2023 - June 2024,MANIPUR,14
7009,2014,1123,891,2055,1154,901,2752,1682,1070,2752,1682,1070,2826,1725,1101,2826,1725,1101,2018,1125,893,2062,1158,904,2753,1682,1071,2829,1725,1104,2753,1682,1071,2829,1725,1104,4955,2498,2457,.74672967,.73183137,.74900109,.73301852,.72717625,.71266806,.72887945,.71332628,.41473261,.40645811,.41614529,.40726539,.68608797,.66765755,.68846613,.66884661,.66898549,.65101451,.67130435,.65217394,.46196958,.44955966,.46357086,.4503603,.8420561,.83271027,.84407097,.8338002,.81834698,.8092643,.81884056,.80887681,.36670735,.36263737,.36792836,.36345136,PLFS_2324,July 2023 - June 2024,MIZORAM,15
7085,2399,1543,856,2579,1615,964,3134,2064,1070,3245,2091,1154,3227,2125,1102,3338,2152,1186,2393,1546,847,2456,1590,866,3138,2076,1062,3243,2139,1104,3138,2076,1062,3243,2139,1104,5470,2763,2707,.79476118,.76547545,.78266412,.76258761,.77261835,.74341494,.75732344,.73789704,.47148082,.43857405,.44899452,.43747714,.7723577,.74757755,.76589596,.74470133,.75046468,.72611767,.74333799,.72276765,.58450961,.55845094,.57546145,.55953676,.83535528,.80000001,.81544256,.79755181,.8128162,.77676952,.78442031,.76721013,.35611379,.31621721,.31991133,.3128925,PLFS_2324,July 2023 - June 2024,TRIPURA,16
6243,1855,1079,776,2177,1140,1037,2559,1491,1068,2801,1525,1276,2845,1586,1259,3035,1610,1425,1914,1051,863,2145,1135,1010,2769,1520,1249,3007,1607,1400,2769,1520,1249,3007,1607,1400,4298,2112,2186,.77722239,.72489256,.77464789,.69122428,.71729821,.65202111,.71333557,.63651478,.50651467,.4315961,.49906933,.44532341,.74754101,.72367537,.74671054,.69144738,.70807451,.68032789,.706285,.65401369,.53977275,.51089013,.53740531,.49763256,.81269592,.72659177,.80864692,.69095278,.72771931,.61636221,.72142857,.61642855,.47438243,.35498628,.4620311,.39478499,PLFS_2324,July 2023 - June 2024,MEGHALAYA,17
15414,4149,3057,1092,5508,3429,2079,5958,4363,1595,6968,4487,2481,6470,4635,1835,7342,4697,2645,4716,3103,1613,4971,3263,1708,6583,4444,2139,7018,4668,2350,6583,4444,2139,7018,4668,2350,11324,5734,5590,.79047072,.6963746,.75512683,.71639073,.75020432,.64126736,.70832145,.67198634,.48640057,.36638996,.43897915,.4164606,.76420772,.7006647,.7342484,.69824481,.73004043,.65954691,.69901454,.66473866,.59801185,.53313565,.56906176,.54115802,.83796859,.68463951,.79850399,.75409073,.78601134,.5950954,.72680849,.68638295,.37191412,.19534884,.30554563,.28855097,PLFS_2324,July 2023 - June 2024,ASSAM,18
25031,6171,4818,1353,8087,5223,2864,9432,7372,2060,11119,7539,3580,9947,7666,2281,11563,7782,3781,7098,4722,2376,7356,4911,2445,10494,7329,3165,11076,7692,3384,10494,7329,3165,11076,7692,3384,19041,9409,9632,.72731358,.65426207,.70097196,.67638654,.699386,.62038803,.66413867,.64084506,.4247151,.32409012,.38632426,.37277454,.69279748,.65355396,.6700778,.64428979,.67116421,.62848943,.63845551,.61388457,.55510682,.51206291,.52194709,.5018599,.80000001,.6567961,.77251184,.7507109,.75747156,.59316087,.72251773,.70212764,.29734218,.14046927,.25384137,.24667774,PLFS_2324,July 2023 - June 2024,WEST BENGAL,19
12490,3036,2256,780,4306,2589,1716,4056,3092,964,5141,3279,1861,4197,3212,985,5255,3373,1881,3297,2227,1069,3381,2291,1089,4346,3086,1259,4520,3239,1280,4346,3086,1259,4520,3239,1280,8804,4359,4443,.83758026,.74852073,.77795672,.75862861,.81941009,.72337383,.74800885,.72942477,.48909587,.34484324,.38402998,.37448886,.78956997,.72962487,.74238497,.72164613,.76756597,.70236611,.70731705,.68755788,.59394354,.51754987,.52557927,.51089698,.92208493,.80912864,.86497217,.84908658,.91228068,.79187816,.85078126,.83515626,.38622552,.17555706,.24510466,.24060319,PLFS_2324,July 2023 - June 2024,JHARKHAND,20
15682,4353,2873,1480,5768,3312,2456,6100,4270,1830,7229,4467,2762,6488,4533,1955,7521,4644,2877,4635,2837,1798,4799,2965,1834,6455,4277,2178,6850,4541,2309,6455,4277,2178,6850,4541,2309,11638,5576,6062,.79789734,.71360654,.74345469,.71804804,.76691931,.67093092,.70058393,.67664236,.49561781,.37403333,.41235608,.39826432,.7414372,.67283374,.69324291,.66331542,.71317828,.63379663,.65293986,.62475228,.59397417,.51524389,.53174317,.50878763,.8892107,.80874318,.84205693,.82552803,.85366702,.75703323,.79428321,.77869207,.40514681,.24414384,.30254042,.29660177,PLFS_2324,July 2023 - June 2024,ORISSA,21
9605,3584,1992,1592,4015,2226,1789,4742,2863,1879,4997,2963,2034,4922,2978,1944,5159,3067,2092,3108,1841,1267,3175,1889,1286,4361,2771,1590,4666,2982,1684,4361,2771,1590,4666,2982,1684,7310,3682,3627,.80348212,.75579923,.72804403,.71268058,.77825159,.72815931,.68045437,.66609514,.54924762,.49028727,.43433651,.42517099,.75126559,.69577366,.68170333,.66438109,.72579068,.66890532,.6334675,.6173709,.60456276,.54101032,.51303637,.5,.87954772,.84725916,.80880505,.79685533,.8551625,.81893003,.76365793,.7523753,.4932451,.43893024,.354563,.34932452,PLFS_2324,July 2023 - June 2024,CHATTISGARH,22
21458,5946,4557,1389,8528,5238,3290,7966,6207,1759,10293,6644,3649,8167,6366,1801,10440,6759,3681,6848,4533,2315,7036,4695,2341,9013,6286,2727,9305,6511,2794,9013,6286,2727,9305,6511,2794,15734,8008,7726,.82852423,.74642229,.7806502,.75979143,.81685823,.7280519,.75615263,.73594844,.5420109,.37790772,.44718444,.4352358,.7883805,.73417109,.74689788,.72112632,.77496672,.71583414,.7210874,.69620639,.65409589,.56905591,.58628869,.56605893,.90161687,.78965324,.8584525,.8489182,.89377886,.77123821,.83786684,.82856119,.42583483,.17978255,.30300283,.29963759,PLFS_2324,July 2023 - June 2024,MADHYA PRADESH,23
15604,4162,2701,1461,4943,2875,2068,6749,4798,1951,7394,4848,2546,6892,4906,1986,7519,4940,2579,4408,2662,1746,4512,2737,1775,7035,4773,2262,7228,4920,2308,7035,4773,2262,7228,4920,2308,11689,5987,5701,.66851503,.61668396,.64136463,.62658137,.65740126,.60388857,.62423909,.60985059,.42287621,.35606125,.38600394,.3771067,.59302807,.56294292,.57343388,.55772048,.5819838,.55055034,.55630082,.54105693,.48020712,.45114416,.45715716,.44463003,.81225449,.74884677,.78470379,.77188331,.80186117,.73564953,.76906413,.75649911,.36274338,.25627083,.31134889,.30626205,PLFS_2324,July 2023 - June 2024,GUJARAT,24
1235,228,103,125,351,192,159,627,422,205,647,430,217,647,438,209,663,443,220,214,104,110,263,142,121,611,419,192,633,437,196,611,419,192,633,437,196,941,506,435,.54250389,.36363637,.43044189,.35024551,.52941179,.35239568,.41548184,.33807266,.37300745,.24229543,.2794899,.22741765,.44651163,.24407583,.33890215,.24821003,.43340859,.23515981,.3249428,.23798627,.37944663,.20355731,.28063241,.20553359,.73271888,.60975611,.63020831,.57291669,.7227273,.59808612,.61734694,.56122446,.36551723,.28735632,.27816093,.25287357,PLFS_2324,July 2023 - June 2024,D & N. HAVELI & DAMAN & DIU,25
30990,8427,5270,3157,8918,5565,3353,13459,9030,4429,13667,9087,4580,13938,9388,4550,14134,9435,4699,7931,5073,2858,8172,5242,2930,13065,8876,4189,13790,9387,4403,13065,8876,4189,13790,9387,4403,23197,11929,11267,.65252066,.62612379,.62548792,.60704172,.63096082,.60460609,.59260333,.57512689,.38444626,.36327973,.35228693,.34189767,.61241335,.58361018,.59058136,.57154125,.58982509,.56135494,.55843186,.54042828,.46651018,.44178054,.43943331,.42526615,.73209608,.71280199,.69945097,.68226308,.71355605,.69384617,.6654554,.64910287,.29759476,.28019881,.26005149,.25366113,PLFS_2324,July 2023 - June 2024,MAHARASHTRA,27
13649,4010,2367,1643,4233,2494,1739,5954,3818,2136,6075,3867,2208,6299,4049,2250,6398,4077,2321,3543,2188,1355,3639,2261,1378,5566,3704,1862,6088,4028,2060,5566,3704,1862,6088,4028,2060,10550,5232,5318,.6967901,.67349678,.65379089,.63654327,.66161299,.63660896,.59773326,.58196449,.40123221,.3800948,.34492892,.33582938,.64494443,.6199581,.61042118,.59071273,.61172432,.58458877,.56132078,.54319763,.47668195,.45240825,.43214831,.41819572,.78759056,.76919478,.74006444,.72771215,.749246,.73022223,.66893202,.657767,.32700264,.30895072,.25911996,.25479504,PLFS_2324,July 2023 - June 2024,ANDHRA PRADESH,28
15054,4201,2832,1369,4397,2926,1471,6270,4306,1964,6404,4348,2056,6480,4465,2015,6605,4499,2106,4141,2811,1330,4196,2858,1338,6222,4294,1928,6449,4464,1985,6222,4294,1928,6449,4464,1985,11303,5714,5589,.68660212,.67001593,.67438126,.66554165,.66570783,.6483025,.65064353,.64211506,.38901177,.37167123,.37122887,.3663629,.67295307,.65768695,.66557986,.65463436,.65036672,.6342665,.64023298,.6297043,.5120756,.49562478,.500175,.49194959,.71546692,.69704682,.69398338,.689834,.69848055,.67940444,.6740554,.67002517,.26319557,.24494542,.23939882,.23796743,PLFS_2324,July 2023 - June 2024,KARNATAKA,29
1668,229,165,64,245,178,67,592,430,162,596,432,164,646,454,192,648,454,194,197,149,48,209,158,51,576,427,149,632,453,179,576,427,149,632,453,179,1186,586,600,.41107383,.38682431,.36284721,.3420139,.37808642,.35448918,.3306962,.31170887,.20657673,.193086,.17622259,.16610456,.41203704,.38372093,.37002343,.34894612,.39207047,.36343613,.34878588,.32891831,.30375427,.28156996,.26962456,.2542662,.40853658,.39506173,.34228188,.32214764,.34536082,.33333334,.28491619,.26815644,.11166666,.10666667,.085000001,.079999998,PLFS_2324,July 2023 - June 2024,GOA,30
749,114,105,9,121,109,12,233,202,31,241,207,34,267,222,45,270,222,48,101,92,9,105,96,9,225,195,30,267,222,45,225,195,30,267,222,45,540,275,265,.50207472,.48927039,.46666667,.4488889,.44814816,.42696628,.39325842,.37827715,.22407408,.21111111,.19444445,.18703704,.52657002,.51980197,.49230769,.47179487,.490991,.47297296,.43243244,.41441441,.39636365,.38181818,.3490909,.33454546,.35294119,.29032257,.30000001,.30000001,.25,.2,.2,.2,.04528302,.033962265,.033962265,.033962265,PLFS_2324,July 2023 - June 2024,LAKSHDWEEP,31
15583,2549,1851,698,3382,2132,1250,5120,3481,1639,5850,3645,2205,5664,3701,1963,6322,3827,2495,2488,1702,786,2670,1843,827,5189,3416,1773,5792,3712,2080,5189,3416,1773,5792,3712,2080,10742,4958,5784,.57811964,.49785155,.51455003,.47947583,.53495729,.4500353,.46098065,.42955801,.31483895,.23729287,.24855706,.23161422,.58491081,.53174376,.53951991,.49824357,.55709434,.50013512,.49649784,.45851293,.43001211,.37333602,.37172246,.34328359,.5668934,.42586944,.46644107,.4433164,.50100201,.35557818,.39759615,.37788463,.21611342,.12067773,.14298064,.13589212,PLFS_2324,July 2023 - June 2024,KERALA,32
22552,5126,3044,2081,5958,3317,2640,9246,6049,3196,9868,6165,3702,9775,6350,3424,10283,6419,3863,4813,2831,1981,5024,2968,2055,9058,5908,3149,9797,6329,3467,9058,5908,3149,9797,6329,3467,16886,8131,8752,.60376978,.55440187,.5546478,.53135347,.57940292,.52439898,.51281005,.49127284,.35283667,.30356508,.29752457,.28502902,.5380373,.50322366,.50236964,.47918078,.51674718,.47937009,.46895245,.44730604,.40794489,.37436971,.36502275,.34817365,.71312803,.65112638,.65258813,.62908858,.68340665,.60776871,.59273148,.57138735,.30164534,.23777422,.23480347,.22634827,PLFS_2324,July 2023 - June 2024,TAMIL NADU,33
1913,209,162,47,247,179,68,671,470,201,707,480,227,719,498,221,748,505,243,207,155,52,215,162,53,666,460,206,718,495,223,666,460,206,718,495,223,1409,669,740,.34936351,.3114754,.32282281,.3108108,.3302139,.29068151,.29944289,.28830084,.17530163,.14833215,.15259048,.14691271,.37291667,.34468085,.35217392,.33695653,.35445544,.3253012,.32727271,.3131313,.26756352,.24215247,.24215247,.2316891,.29955947,.23383084,.25728154,.25242719,.2798354,.21266969,.23766816,.23318386,.091891892,.06351351,.071621619,.07027027,PLFS_2324,July 2023 - June 2024,PONDICHERRY,34
1727,304,211,93,381,245,136,732,530,202,795,548,247,857,582,275,898,587,311,326,213,113,345,226,119,752,526,226,856,576,280,752,526,226,856,576,280,1342,683,659,.47924528,.41530055,.45877659,.43351063,.42427617,.35472578,.40303737,.38084114,.28390461,.22652757,.25707898,.24292101,.44708028,.39811322,.42965779,.40494296,.41737649,.36254296,.3923611,.36979166,.35871157,.30893117,.33089313,.31185943,.55060726,.46039605,.52654868,.5,.43729904,.33818182,.42500001,.40357143,.20637329,.14112291,.18057664,.17147192,PLFS_2324,July 2023 - June 2024,A & N ISLANDS,35
10046,2832,1652,1180,3098,1814,1284,4303,2738,1565,4459,2809,1650,4589,2931,1658,4722,2982,1740,2805,1655,1150,2868,1704,1164,4282,2748,1534,4586,2951,1635,4282,2748,1534,4586,2951,1635,7501,3738,3763,.69477463,.65814549,.66978049,.65506774,.65607792,.6171279,.62538159,.61164415,.41301161,.37754965,.38234901,.37395015,.6457814,.60336012,.62008733,.60225618,.60831654,.56363016,.57743138,.56082684,.48528624,.44194758,.45585874,.44275013,.77818179,.75399363,.75880051,.74967408,.73793101,.71170086,.71192658,.7033639,.3412171,.31357959,.30932766,.30560723,PLFS_2324,July 2023 - June 2024,TELANGANA,36
1104,278,182,96,330,196,134,415,291,124,451,294,157,458,311,147,494,314,180,309,184,125,316,186,130,446,293,153,491,315,176,446,293,153,491,315,176,804,414,390,.73170733,.6698795,.70852017,.69282514,.6680162,.60698688,.64358455,.62932789,.41044775,.34577113,.39303482,.38432837,.66666669,.62542957,.6348123,.62798637,.6242038,.58520901,.59047621,.58412701,.47342995,.43961352,.44927537,.44444445,.85350317,.77419353,.84967321,.81699347,.74444443,.65306121,.73863637,.71022725,.34358975,.24615385,.33333334,.32051283,PLFS_2324,July 2023 - June 2024,LADAKH,37
