pop_tot_unw,pop_workingage_unw,worker_PS_unw,worker_PS_m_unw,worker_PS_f_unw,worker_PS_rur_unw,worker_PS_urb_unw,labor_force_PS_unw,labor_force_PS_m_unw,labor_force_PS_f_unw,labor_force_PS_rur_unw,labor_force_PS_urb_unw,worker_W_unw,worker_W_m_unw,worker_W_f_unw,worker_W_rur_unw,worker_W_urb_unw,labor_force_W_unw,labor_force_W_m_unw,labor_force_W_f_unw,labor_force_W_rur_unw,labor_force_W_urb_unw,pop_m_unw,pop_f_unw,pop_rur_unw,pop_urb_unw,s_casual_w_worker_PS_unw,s_casual_w_worker_P_unw,s_casual_w_worker_WD_unw,s_casual_w_worker_W_unw,s_casual_w_lf_PS_unw,s_casual_w_lf_P_unw,s_casual_w_lf_WD_unw,s_casual_w_lf_W_unw,s_casual_w_worker_PS_m_unw,s_casual_w_worker_P_m_unw,s_casual_w_worker_WD_m_unw,s_casual_w_worker_W_m_unw,s_casual_w_lf_PS_m_unw,s_casual_w_lf_P_m_unw,s_casual_w_lf_WD_m_unw,s_casual_w_lf_W_m_unw,s_casual_w_worker_PS_f_unw,s_casual_w_worker_P_f_unw,s_casual_w_worker_WD_f_unw,s_casual_w_worker_W_f_unw,s_casual_w_lf_PS_f_unw,s_casual_w_lf_P_f_unw,s_casual_w_lf_WD_f_unw,s_casual_w_lf_W_f_unw,s_casual_w_worker_PS_rur_unw,s_casual_w_worker_P_rur_unw,s_casual_w_worker_WD_rur_unw,s_casual_w_worker_W_rur_unw,s_casual_w_lf_PS_rur_unw,s_casual_w_lf_P_rur_unw,s_casual_w_lf_WD_rur_unw,s_casual_w_lf_W_rur_unw,s_casual_w_worker_PS_urb_unw,s_casual_w_worker_P_urb_unw,s_casual_w_worker_WD_urb_unw,s_casual_w_worker_W_urb_unw,s_casual_w_lf_PS_urb_unw,s_casual_w_lf_P_urb_unw,s_casual_w_lf_WD_urb_unw,s_casual_w_lf_W_urb_unw,data,time,state_name,lf_share_unw,worker_share_unw,lf_share_m_unw,worker_share_m_unw,lf_share_f_unw,worker_share_f_unw,lf_share_urb_unw,worker_share_urb_unw,lf_share_rur_unw,worker_share_rur_unw
551,398,239,154,85,130,109,242,154,88,132,110,229,150,79,124,105,237,151,86,125,112,202,196,210,188,.64016736,.41145834,.60262007,.51091701,.63223141,.40101522,.58227849,.49367088,.61038959,.47260273,.56666666,.48666668,.61038959,.47260273,.56291389,.48344371,.69411767,.2173913,.6708861,.55696201,.67045456,.19607843,.61627907,.51162791,.83076924,.51648355,.7903226,.65322578,.81818181,.5,.78399998,.648,.41284403,.31683168,.38095239,.34285715,.40909091,.31067961,.35714287,.32142857,PLFS_1819,July 2018 - June 2019,LADAKH,.60804021,.60050249,.76237625,.76237625,.44897959,.43367347,.58510637,.57978725,.62857145,.61904764
7278,5161,3409,1879,1528,2938,471,3592,1984,1606,3080,512,3067,1763,1302,2621,446,3344,1956,1386,2854,490,2522,2637,4256,905,.83514225,.77540934,.76687318,.7551353,.79259467,.72355145,.70334929,.69258374,.7690261,.7002725,.68973339,.67782187,.72832662,.65394402,.62167686,.61094069,.91623038,.87357146,.87096775,.859447,.87173098,.81424767,.81818181,.80735928,.890742,.8282429,.82182372,.81075925,.8496753,.77609426,.75473022,.744569,.48832271,.45154184,.44394618,.42825112,.44921875,.41082165,.40408164,.38979593,PLFS_1819,July 2018 - June 2019,HIMACHAL PRADESH,.69598913,.66053092,.78667724,.74504364,.60902542,.57944632,.56574583,.52044201,.72368419,.69031954
13355,9950,4527,3698,828,2175,2352,4900,3985,914,2365,2535,4379,3609,769,2078,2301,4823,3947,875,2309,2514,5133,4814,4943,5007,.5860393,.57284844,.5690797,.56085867,.54142857,.52833331,.51669085,.50922662,.59491616,.58933407,.5821557,.57273483,.55207026,.54684752,.53230304,.52368885,.54710144,.49043715,.50845253,.50585175,.49562362,.43887532,.44685715,.44457144,.73379308,.71918136,.71751684,.70789218,.67484146,.65953732,.64573407,.63707232,.44940478,.44067067,.43502825,.42807475,.41696253,.40852928,.39817023,.39180589,PLFS_1819,July 2018 - June 2019,PUNJAB,.49246231,.45497486,.77634913,.72043639,.18986291,.17199834,.50629121,.46974236,.47845438,.44001618
1323,980,470,383,87,86,384,503,405,98,89,414,460,376,84,84,376,493,399,94,87,406,525,455,164,816,.27659574,.25431034,.26521739,.25434783,.25844932,.23742455,.24746451,.23732251,.30287206,.28496042,.28989363,.27925533,.28641975,.26932669,.27318296,.2631579,.16091955,.11764706,.15476191,.14285715,.14285715,.10416666,.13829787,.12765957,.36046511,.30588236,.36904761,.35714287,.34831461,.29545453,.35632184,.34482759,.2578125,.24274406,.24202128,.23138298,.23913044,.22493887,.22413793,.21428572,PLFS_1819,July 2018 - June 2019,CHANDIGARH,.51326531,.47959185,.77142859,.72952384,.21538462,.19120879,.50735295,.47058824,.54268295,.52439022
7422,5385,2191,1799,391,1274,917,2446,1953,492,1380,1066,2115,1737,377,1226,889,2434,1950,483,1369,1065,2720,2664,3001,2384,.68461889,.68073392,.67470449,.66903073,.61324614,.60869563,.58627772,.58134758,.6737076,.67298049,.66378814,.65918249,.62058371,.61916965,.59128207,.58717948,.73401535,.71614581,.7241379,.71352786,.58333331,.56584364,.56521738,.55693585,.79984301,.79479086,.79200655,.78548121,.73840582,.73236364,.70927685,.70343316,.52453655,.52245343,.51293588,.50843644,.4512195,.44873002,.42816901,.42441314,PLFS_1819,July 2018 - June 2019,UTTARANCHAL,.45422471,.40687093,.71801472,.66139704,.18468468,.14677177,.44714764,.38464764,.45984671,.42452517
11470,8272,3608,3020,588,1896,1712,3944,3292,652,2072,1872,3468,2918,550,1800,1668,3909,3282,627,2050,1859,4366,3906,4452,3820,.58065408,.57357025,.56487888,.5602653,.53118664,.52449858,.5011512,.49705806,.58543044,.57844114,.57059628,.56648391,.53705955,.53041363,.5073126,.50365633,.55612242,.54855198,.53454548,.5272727,.50153375,.49462366,.46889952,.46251994,.72310126,.71337914,.70444447,.6988889,.66167957,.6523211,.61853659,.61365855,.42289719,.4190532,.41426858,.41067147,.38675213,.38321754,.3717052,.36847767,PLFS_1819,July 2018 - June 2019,HARYANA,.47678918,.43617022,.75400823,.69170868,.16692269,.15053764,.49005234,.44816753,.4654088,.42587602
3853,2932,1254,1075,179,85,1169,1399,1194,205,88,1311,1241,1061,180,84,1157,1398,1190,208,88,1310,1616,1314,218,2714,.33732057,.33226067,.33037874,.32957292,.30235884,.29690871,.2932761,.29256082,.35255814,.34803003,.34495759,.34401509,.31742042,.31228957,.30756304,.3067227,.24581006,.23728813,.24444444,.24444444,.21463415,.20689656,.21153846,.21153846,.40000001,.40000001,.39285713,.39285713,.38636363,.38636363,.375,.375,.33276305,.32728842,.32584271,.32497838,.29672006,.29086724,.28778625,.28702289,PLFS_1819,July 2018 - June 2019,DELHI,.47714871,.42769441,.73886138,.66522276,.15601218,.13622527,.48305085,.43072954,.40366971,.38990825
20073,14289,6918,4993,1924,4562,2356,7375,5368,2006,4761,2614,6190,4733,1456,3935,2255,6843,5290,1552,4266,2577,7277,7010,8635,5654,.75542063,.71911907,.72035539,.71340871,.70861018,.66834766,.65161479,.64533097,.71680355,.69724768,.69110501,.68286496,.66672873,.64552659,.6183365,.61096406,.85602909,.79852939,.81593406,.81318682,.82103688,.75259876,.76546389,.76288658,.88404208,.8501637,.84955525,.84320205,.84709096,.80669057,.78363806,.77777779,.50636673,.49237472,.49490023,.48691797,.45638868,.44192412,.43306169,.42607683,PLFS_1819,July 2018 - June 2019,RAJASTHAN,.51613128,.48414865,.73766661,.6861344,.28616261,.27446505,.46232757,.41669613,.55136073,.52831501
43364,30538,12060,10188,1871,7971,4089,12872,10943,1928,8339,4533,11444,9878,1565,7326,4118,12637,10989,1647,7969,4668,15277,15257,19356,11182,.80530679,.78953826,.78390425,.76948619,.75450593,.73559183,.70989949,.69684261,.80270904,.79484886,.78477424,.76969022,.74732703,.73770189,.70543271,.69187367,.81934792,.75,.77827477,.76805115,.79512447,.7192362,.73952639,.72981179,.90891981,.8946085,.89598691,.8797434,.86880922,.84993565,.82369179,.80875891,.60332602,.59712231,.58450705,.57333654,.54423118,.5372768,.51563841,.50578403,PLFS_1819,July 2018 - June 2019,UTTAR PRADESH,.42150763,.39491782,.71630555,.66688484,.12636822,.12263224,.40538365,.36567697,.43082249,.41181028
21810,15056,5087,4813,273,3562,1525,5630,5334,295,3934,1696,5018,4759,258,3504,1514,5597,5311,285,3896,1701,7860,7192,10564,4492,.83113819,.83064514,.83001196,.82801914,.75097692,.7504887,.74414867,.74236196,.84292543,.84241164,.84219372,.84030259,.7605924,.76008254,.75466013,.75296557,.62637365,.62637365,.60852712,.60465115,.57966101,.57966101,.55087721,.54736841,.89416057,.89353931,.89326483,.89098173,.80960852,.80900306,.80338812,.80133468,.68393445,.68372703,.68361956,.68229854,.61497641,.61474925,.60846561,.60728985,PLFS_1819,July 2018 - June 2019,BIHAR,.37393731,.33787194,.67862594,.61234099,.041017797,.037958842,.37756011,.33949244,.37239683,.33718288
2744,2196,1281,804,477,831,450,1334,838,496,855,479,1252,812,440,783,469,1307,849,458,809,498,1136,1060,1351,845,.63387978,.60485131,.59025562,.58226836,.60869563,.58033031,.56541699,.5577659,.61069649,.57356608,.57266009,.56034482,.58591884,.54958183,.54770321,.53592461,.67295599,.65756303,.62272727,.62272727,.6471774,.63232321,.59825325,.59825325,.7352587,.6968599,.68710089,.67943805,.71461987,.67643613,.66501856,.65760195,.44666666,.43555555,.42857143,.42004263,.41962421,.4091858,.40361446,.39558232,PLFS_1819,July 2018 - June 2019,SIKKIM,.60746813,.58333331,.73767608,.70774651,.46792454,.44999999,.56686389,.53254437,.63286453,.61509991
7522,5942,2277,1918,358,1513,764,2532,2082,449,1659,873,2274,1924,349,1510,764,2525,2083,441,1653,872,3195,2745,3829,2113,.63987702,.62279153,.62445033,.62225151,.57543445,.55974591,.56237626,.56039602,.65015644,.64371413,.64449066,.64241165,.59894335,.59298414,.59529525,.59337497,.5865922,.50867051,.51575929,.51289397,.46770602,.40274599,.40816328,.40589568,.75611371,.73169106,.73443711,.7317881,.68957204,.66686893,.67090142,.66848153,.40968585,.40813649,.40706807,.40575916,.3585338,.35706085,.35665137,.35550457,PLFS_1819,July 2018 - June 2019,ARUNACHAL PRADESH,.42611915,.38320431,.65164322,.60031301,.16357012,.13041894,.41315666,.36157122,.43327239,.39514235
4202,3133,1125,910,215,668,457,1388,1070,318,800,588,1126,912,214,667,459,1387,1071,316,799,588,1584,1547,1755,1378,.53422225,.53422225,.53907639,.53641206,.43299711,.43299711,.43763518,.43547225,.51648355,.51648355,.52083331,.51864034,.43925235,.43925235,.44351074,.44164333,.60930234,.60930234,.61682242,.61214954,.41194969,.41194969,.41772151,.41455695,.62125748,.62125748,.62668663,.62218893,.51875001,.51875001,.52315396,.51939923,.40700218,.40700218,.41176471,.41176471,.31632653,.31632653,.32142857,.32142857,PLFS_1819,July 2018 - June 2019,NAGALAND,.44302586,.35908076,.67550504,.57449496,.20555915,.13897868,.42670536,.33164006,.45584047,.38062677
10981,7861,3544,2589,953,1857,1687,3877,2809,1065,2020,1857,3504,2581,921,1832,1672,3832,2799,1030,1994,1838,3893,3963,4103,3758,.68143338,.67486417,.67808217,.67351598,.6229043,.61602718,.62004173,.61586636,.67902666,.67260063,.67454475,.66950792,.62584549,.61960787,.62200785,.61736333,.68835258,.68166852,.68838221,.68512487,.61596245,.60703814,.61553401,.61262137,.7458266,.74094403,.74344981,.74017465,.68564355,.67975831,.68304914,.68004012,.6105513,.60298508,.60645932,.60047847,.55465806,.54742545,.55168664,.54624593,PLFS_1819,July 2018 - June 2019,MANIPUR,.49319425,.45083323,.72155148,.66503984,.2687358,.24047439,.49414581,.44890898,.49232268,.45259565
6009,4669,2119,1482,637,780,1339,2308,1585,723,830,1478,2117,1479,638,781,1336,2311,1588,723,832,1479,2293,2374,1568,3101,.66021711,.66005665,.66084081,.65847898,.60615253,.60571921,.60536563,.6032021,.64439946,.64415938,.64570653,.64367819,.60252368,.60189277,.60138541,.59949625,.69701725,.69701725,.69592476,.69278997,.61410791,.61410791,.61410791,.61134166,.86794871,.86794871,.8706786,.86811781,.81566262,.81566262,.81730771,.81490386,.53920835,.53886396,.53817368,.53592813,.48849797,.48782137,.4861393,.48411089,PLFS_1819,July 2018 - June 2019,MIZORAM,.49432427,.45384452,.69123417,.64631486,.30454928,.26832351,.47662044,.43179619,.52933675,.49744898
6934,5594,2305,1978,327,1559,746,2643,2139,504,1759,884,2278,1969,309,1532,746,2638,2137,501,1753,885,2854,2740,3710,1884,.68373102,.67852497,.68042141,.66856891,.59629208,.59175181,.58756632,.5773313,.71233571,.70677453,.71051294,.70035553,.658719,.65357643,.65465605,.64529717,.51070338,.50764525,.48867315,.46601942,.33134919,.32936507,.3013972,.28742516,.76074409,.75689542,.75848562,.74738902,.67424673,.67083567,.66286367,.653166,.52278823,.5147453,.52010721,.50670242,.44117647,.43438914,.43841809,.42711863,PLFS_1819,July 2018 - June 2019,TRIPURA,.47247049,.41204864,.74947441,.69306237,.1839416,.11934306,.46921444,.39596602,.47412398,.42021564
5693,3966,2163,1311,852,1565,598,2263,1361,902,1610,653,2118,1312,806,1522,596,2221,1365,856,1570,651,1955,2011,2603,1363,.68608415,.67219329,.67374879,.67280453,.65576667,.64092141,.64250338,.64160287,.69412661,.69013005,.69207317,.691311,.66862601,.66323531,.66520149,.66446888,.67370892,.64303482,.6439206,.64267993,.63636363,.60538644,.6063084,.60514021,.78338659,.76882428,.77003944,.76938242,.7614907,.74519849,.7464968,.74585986,.43143812,.42713568,.42785236,.42617449,.39509955,.39110428,.39170507,.39016896,PLFS_1819,July 2018 - June 2019,MEGHALAYA,.57060009,.54538578,.69616365,.67058825,.44853306,.42366982,.47909024,.43873808,.6185171,.60122937
14445,10888,4528,3921,607,3514,1014,4915,4238,676,3785,1130,4516,3919,597,3489,1027,4921,4248,672,3770,1151,5669,5218,8353,2535,.67093641,.66371292,.66585475,.6592117,.61810786,.61117911,.61105466,.60495836,.72175467,.71621966,.71727484,.71217149,.66776782,.66241437,.66172314,.65701509,.34266886,.32053423,.32830819,.3115578,.30769232,.28742516,.29166666,.2767857,.71257824,.70665526,.71023214,.70306677,.66155881,.65571165,.65729445,.65066314,.52662724,.51530111,.51509249,.51022393,.47256637,.46235606,.45960036,.45525631,PLFS_1819,July 2018 - June 2019,ASSAM,.45141441,.4158707,.74757451,.69165635,.12955156,.1163281,.44575936,.40000001,.4531306,.42068717
24644,19239,9255,7273,1982,4994,4261,9769,7703,2066,5227,4542,8793,7021,1772,4689,4104,9527,7635,1892,5065,4462,9707,9530,10384,8855,.70480824,.67771363,.68054134,.65563518,.66772443,.637519,.62810957,.60512227,.7064485,.68899119,.68508762,.65959263,.66701287,.64752162,.62999344,.60654879,.69878912,.6235767,.66252822,.63995486,.67037755,.58924049,.62050742,.59936577,.83600318,.8128342,.81573898,.79014713,.79873735,.77188706,.75518262,.73149061,.55104434,.51919699,.52607214,.50194931,.51695287,.48307261,.48386374,.46167639,PLFS_1819,July 2018 - June 2019,WEST BENGAL,.50777066,.4810541,.79355103,.74925309,.21678908,.20797482,.51293057,.48119706,.50337058,.48093221
12401,8726,3767,2952,814,2498,1269,4039,3204,834,2641,1398,3432,2807,624,2215,1217,3802,3149,652,2421,1381,4332,4391,5392,3334,.76931244,.74627286,.73310024,.7278555,.71750432,.69142562,.66175699,.6570226,.75982386,.74715418,.7324546,.72782332,.70006239,.68544304,.6529057,.64877737,.8034398,.74198472,.73557693,.7275641,.78417265,.71893489,.70398772,.69631904,.89351481,.87277466,.86275393,.85823929,.84513444,.81973898,.78934324,.7852127,.52482271,.5135783,.49712408,.49055055,.47639486,.46425992,.43808833,.43229544,PLFS_1819,July 2018 - June 2019,JHARKHAND,.46286958,.43169838,.73961216,.68144047,.18993396,.18537918,.41931614,.38062388,.48979971,.46327892
15172,11494,5231,4020,1210,4001,1230,5751,4421,1329,4345,1406,4678,3776,901,3502,1176,5395,4359,1035,4011,1384,5675,5817,8531,2963,.78340662,.75780624,.74112868,.72253102,.71257174,.68537289,.64263207,.62650603,.77686566,.758991,.74390888,.72351694,.70640129,.68911564,.64441383,.62674928,.8049587,.75378406,.73029965,.71920091,.73288184,.67115903,.6357488,.62608695,.86953264,.84613353,.83152485,.81324959,.80069047,.77477044,.72600347,.71004736,.50325203,.48053023,.47193879,.45238096,.44025606,.41847041,.40101156,.38439307,PLFS_1819,July 2018 - June 2019,ORISSA,.50034803,.455107,.77903086,.70837003,.22846828,.208011,.47451907,.4151198,.50931895,.46899542
9739,7269,4178,2662,1515,2900,1278,4331,2776,1554,2959,1372,3508,2457,1050,2325,1183,3791,2681,1109,2468,1323,3676,3592,4687,2582,.79511726,.76708609,.74059296,.71607757,.76702839,.73795396,.68530732,.66262197,.7584523,.72924602,.7199837,.69800568,.72730547,.69737798,.65982842,.6396867,.85940593,.83660591,.78857142,.75809526,.83783782,.813779,.74661857,.71776372,.92068964,.89223057,.88172042,.85118282,.90233189,.87193841,.83063209,.80186385,.51017213,.48968253,.46322909,.45054945,.47521865,.45535055,.41421014,.40287226,PLFS_1819,July 2018 - June 2019,CHATTISGARH,.59581786,.57476956,.75516868,.72415668,.43262807,.4217706,.53137106,.49496514,.63132066,.61873269
20773,15535,7618,5831,1787,4886,2732,7996,6164,1832,5011,2985,6961,5531,1430,4372,2589,7661,6110,1551,4737,2924,8088,7446,9163,6372,.79666579,.7826674,.76756215,.75678784,.75900447,.73972952,.69742852,.6876387,.78700054,.77433395,.76279151,.75212437,.74448413,.72651529,.69050735,.68085104,.82820368,.81141144,.78601396,.77482516,.80786026,.78683752,.72469378,.71437782,.91240281,.89962119,.88700825,.87694418,.88964278,.87227094,.81866157,.80937302,.58967787,.57341868,.56585556,.55388182,.53969848,.51855636,.50102597,.49042407,PLFS_1819,July 2018 - June 2019,MADHYA PRADESH,.5147087,.49037656,.76211673,.72094458,.24603814,.23999463,.46845573,.42875078,.54687327,.5332315
14390,10861,5246,4225,1020,2831,2415,5473,4427,1045,2943,2530,5182,4203,978,2783,2399,5420,4416,1003,2901,2519,5638,5221,5520,5341,.61113226,.59745848,.6071015,.59899652,.58578473,.57207036,.58044279,.57269371,.58059174,.57498223,.58006185,.57339996,.55409986,.54872257,.55208331,.54574275,.73725492,.70324749,.72290391,.70858896,.71961725,.68409586,.70488536,.69092721,.80219007,.7868973,.79734099,.78656125,.77166158,.7557441,.76490867,.75456738,.38716355,.38281903,.38641101,.38140893,.36956522,.36530045,.36800319,.36323938,PLFS_1819,July 2018 - June 2019,GUJARAT,.5039131,.48301262,.78520751,.74937922,.20015323,.19536488,.47369406,.4521625,.53315216,.51286232
1216,956,565,433,132,279,286,574,440,134,281,293,513,421,92,231,282,533,439,94,244,289,531,425,450,506,.41061947,.29366603,.29044834,.28460038,.40418118,.28705442,.27954972,.27392119,.33487299,.26697892,.26603326,.25890738,.32954547,.26086956,.25512528,.24829157,.65909094,.41489363,.40217391,.40217391,.64925373,.40625,.39361703,.39361703,.59139782,.39834026,.38528138,.38095239,.5871886,.39024389,.36475411,.36065573,.23426573,.20357142,.21276596,.20567375,.22866894,.19860627,.20761245,.20069204,PLFS_1819,July 2018 - June 2019,D & N. HAVELI & DAMAN & DIU,.60041839,.59100419,.82862526,.81544256,.31529412,.31058824,.57905138,.56521738,.62444443,.62
32366,24128,12257,8861,3395,6362,5895,12878,9285,3592,6599,6279,11494,8537,2956,5782,5712,12540,9244,3295,6290,6250,12351,11771,11309,12819,.64395857,.63548785,.61936665,.61205846,.61290574,.60339302,.56770337,.56100476,.61313623,.60402,.59646243,.58873141,.58513731,.57496488,.55084378,.54370403,.72430044,.71839422,.68538564,.67929637,.68457681,.67759252,.61487103,.6094082,.86277902,.85179877,.8443445,.83448637,.83179271,.81807065,.77615261,.76709062,.40780324,.40371823,.39163166,.38690478,.38286352,.37871999,.35791999,.3536,PLFS_1819,July 2018 - June 2019,MAHARASHTRA,.53373677,.507999,.75176102,.71743178,.30515674,.28842071,.48981979,.45986426,.58351755,.5625608
14178,10879,5928,3959,1964,3636,2292,6354,4236,2113,3838,2516,5447,3782,1662,3237,2210,6077,4182,1891,3604,2473,5393,5479,5972,4907,.71558702,.69845891,.67560124,.65742612,.66761094,.65014344,.60556197,.58927101,.67820156,.66192168,.64383924,.62612373,.63385272,.6175006,.58225727,.56623626,.79073322,.7743293,.74849582,.72924185,.73497397,.71734893,.65785301,.64093071,.84405941,.83043236,.8115539,.79209143,.79963523,.78419936,.72891229,.71143174,.51178008,.49209833,.47647059,.460181,.46621621,.44804156,.42579862,.41124141,PLFS_1819,July 2018 - June 2019,ANDHRA PRADESH,.58406103,.54490304,.78546262,.73409975,.38565433,.35845956,.51273692,.46708784,.64266574,.60884124
16112,12054,5930,4576,1352,2876,3054,6174,4761,1411,2958,3216,5779,4503,1274,2761,3018,6117,4756,1359,2912,3205,6128,5920,5517,6537,.64620572,.64330453,.6369614,.6338467,.62066734,.61778575,.60176557,.59882295,.64510489,.64276344,.63846326,.63491005,.62003779,.61777687,.60449958,.60113543,.65014791,.64537942,.63186812,.63029826,.62296242,.61798561,.59234732,.59087563,.84144646,.83998597,.83629119,.83375591,.81812036,.81654185,.79292583,.79052198,.46234447,.45919371,.4546057,.4509609,.43905473,.43604109,.42808113,.424649,PLFS_1819,July 2018 - June 2019,KARNATAKA,.51219511,.49195287,.77692556,.74673629,.23834459,.22837839,.49196878,.46718678,.53616095,.52129781
1679,1251,618,454,164,262,356,669,476,193,283,386,595,440,155,251,344,644,466,178,271,373,625,626,554,697,.3883495,.37439221,.36638656,.35294119,.35874438,.34580839,.33850932,.32608697,.39427313,.37885463,.37272727,.36136365,.37605041,.36134455,.35193133,.34120172,.37195122,.36196318,.34838709,.32903227,.31606218,.30729166,.30337077,.28651685,.42366412,.40613025,.36653388,.35458168,.39222616,.37588653,.33948338,.32841328,.36235955,.3511236,.36627907,.35174417,.3341969,.32383421,.33780161,.32439679,PLFS_1819,July 2018 - June 2019,GOA,.53477216,.49400479,.76160002,.72640002,.30830672,.26198083,.55380201,.51076043,.51083034,.47292417
642,492,158,137,21,52,106,219,180,39,73,146,157,136,21,51,106,220,180,40,74,146,232,260,168,324,.54430377,.54430377,.54140127,.53503186,.39269406,.39269406,.38636363,.38181818,.62773722,.62773722,.625,.61764705,.47777778,.47777778,.47222221,.46666667,0,0,0,0,0,0,0,0,.63461536,.63461536,.627451,.627451,.4520548,.4520548,.43243244,.43243244,.5,.5,.5,.49056605,.36301368,.36301368,.36301368,.3561644,PLFS_1819,July 2018 - June 2019,LAKSHDWEEP,.44512194,.3211382,.7758621,.59051722,.15000001,.080769233,.45061728,.32716051,.43452382,.30952382
16882,11959,5661,3951,1708,2533,3128,6299,4193,2104,2781,3518,5276,3750,1524,2332,2944,6071,4120,1949,2666,3405,5494,6462,5220,6739,.63646001,.60236663,.60822594,.5822593,.57199556,.53378826,.52857846,.5060122,.66540116,.64599949,.64399999,.61546665,.62699735,.60462314,.58616507,.56019419,.56908667,.48362368,.51968503,.5,.46197718,.37452778,.40636224,.39096972,.72720093,.69379014,.69982845,.67795885,.66235167,.62164235,.61215305,.59302324,.56297952,.53094679,.53566575,.50645381,.50056851,.4664903,.46314242,.43788546,PLFS_1819,July 2018 - June 2019,KERALA,.52671629,.47336733,.76319623,.71914816,.3255958,.26431444,.5220359,.46416381,.53275859,.48524904
22877,17315,9207,6115,3092,4769,4438,9936,6578,3358,5126,4810,8707,5881,2826,4417,4290,9736,6527,3209,4958,4778,8437,8877,8215,9100,.59324425,.57367778,.56552202,.55449641,.5497182,.52785146,.50575185,.49589154,.5584628,.54207146,.53681344,.5247407,.51915479,.50205886,.48368317,.47280526,.66203105,.63883233,.62526542,.61641896,.60958904,.57996917,.55063885,.54284823,.7368421,.71227539,.7079466,.69753224,.68552476,.65537846,.63069785,.62141991,.43893647,.42818183,.41888112,.40722612,.4049896,.3939774,.37609878,.36563414,PLFS_1819,July 2018 - June 2019,TAMIL NADU,.5738377,.53173548,.779661,.72478372,.37828094,.34831586,.52857143,.4876923,.62398052,.58052343
2078,1540,776,530,246,206,570,835,575,260,224,611,724,501,223,182,542,808,565,243,210,598,729,810,354,1186,.42396906,.39922482,.38950276,.36049724,.39401197,.37094837,.3490099,.3230198,.42075473,.39433962,.37724552,.34730539,.38782609,.36347827,.33451328,.30796459,.43089432,.40983605,.41704035,.39013454,.40769231,.38759691,.38271606,.35802469,.592233,.55609757,.55494505,.52747256,.54464287,.51121074,.48095238,.45714286,.3631579,.3427065,.33394834,.30442804,.33878887,.31967214,.30267558,.27591974,PLFS_1819,July 2018 - June 2019,PONDICHERRY,.54220778,.50389612,.78875172,.7270233,.32098764,.3037037,.51517707,.48060709,.63276833,.58192092
1713,1327,663,522,141,316,347,767,554,213,362,405,639,502,137,305,334,758,550,208,356,402,678,649,647,680,.39819005,.38990825,.37402192,.37245697,.34419817,.33552632,.31530344,.31398416,.40613025,.40154439,.38047808,.38047808,.38267148,.37749547,.34727272,.34727272,.36879432,.34558824,.35036495,.34306568,.24413146,.22488038,.23076923,.22596154,.53481013,.52750808,.51803279,.51803279,.46685082,.45658264,.44382024,.44382024,.27377522,.26666668,.24251497,.23952095,.2345679,.22828785,.20149253,.19900498,PLFS_1819,July 2018 - June 2019,A & N ISLANDS,.57799548,.49962321,.81710917,.76991153,.32819724,.21725732,.59558821,.51029414,.5595054,.48840803
10144,7842,3971,2673,1297,2003,1968,4352,2930,1421,2140,2212,3849,2637,1211,1920,1929,4289,2921,1367,2094,2195,3937,3903,3452,4390,.68068498,.67462534,.67212266,.66588724,.62109375,.61467254,.60317093,.59757519,.64010477,.63349605,.6351915,.62760711,.58395904,.57754195,.57343376,.56658679,.76407093,.76040846,.75227088,.74896777,.69739622,.69192278,.66642284,.66349673,.89216179,.88676399,.88906252,.88541669,.83504671,.82956684,.81518626,.81184334,.46544716,.45846155,.45619491,.44738206,.41410488,.40691853,.40091115,.39316627,PLFS_1819,July 2018 - June 2019,TELANGANA,.55496049,.50637591,.74422151,.67894334,.36407891,.33230847,.50387245,.44829157,.61993045,.58024335
15249,11127,5656,4054,1601,3561,2095,6104,4235,1868,3715,2389,5207,3863,1343,3212,1995,5781,4144,1636,3438,2343,5695,5430,6421,4706,.76785713,.65006387,.68331093,.64720571,.71150064,.58764672,.61546445,.58294415,.74321657,.65693986,.64768314,.60315818,.71145219,.62235576,.60376447,.56225866,.8301062,.6137566,.78555471,.77364111,.71145612,.44787645,.64486551,.63508558,.87475431,.73119467,.7805106,.73723537,.83849257,.68097526,.72920305,.68877256,.5861575,.53927493,.52681702,.50225562,.51402259,.46870896,.44857022,.42765686,PLFS_1920,July 2019 - June 2020,JAMMU & KASHMIR,.54857552,.50831312,.74363476,.71185249,.34401473,.29484347,.50764978,.44517636,.57857031,.55458653
432,301,189,116,73,102,87,190,117,73,102,88,153,107,46,72,81,157,110,47,74,83,165,136,162,139,.6825397,.46206897,.53594774,.49019608,.67894739,.45890412,.52229297,.477707,.67241377,.5045045,.52336448,.48598132,.66666669,.5,.5090909,.47272727,.69863015,.32352942,.56521738,.5,.69863015,.32352942,.55319148,.4893617,.85294116,.55882353,.6388889,.58333331,.85294116,.55882353,.62162161,.56756759,.48275861,.37662336,.44444445,.4074074,.47727272,.37179488,.43373495,.39759037,PLFS_1920,July 2019 - June 2020,LADAKH,.63122922,.62790698,.70909089,.70303029,.53676468,.53676468,.63309354,.62589926,.62962961,.62962961
