pop_tot_unw,pop_workingage_unw,worker_PS_unw,worker_PS_m_unw,worker_PS_f_unw,worker_PS_rur_unw,worker_PS_urb_unw,labor_force_PS_unw,labor_force_PS_m_unw,labor_force_PS_f_unw,labor_force_PS_rur_unw,labor_force_PS_urb_unw,worker_W_unw,worker_W_m_unw,worker_W_f_unw,worker_W_rur_unw,worker_W_urb_unw,labor_force_W_unw,labor_force_W_m_unw,labor_force_W_f_unw,labor_force_W_rur_unw,labor_force_W_urb_unw,pop_m_unw,pop_f_unw,pop_rur_unw,pop_urb_unw,s_casual_w_worker_PS_unw,s_casual_w_worker_P_unw,s_casual_w_worker_WD_unw,s_casual_w_worker_W_unw,s_casual_w_lf_PS_unw,s_casual_w_lf_P_unw,s_casual_w_lf_WD_unw,s_casual_w_lf_W_unw,s_casual_w_worker_PS_m_unw,s_casual_w_worker_P_m_unw,s_casual_w_worker_WD_m_unw,s_casual_w_worker_W_m_unw,s_casual_w_lf_PS_m_unw,s_casual_w_lf_P_m_unw,s_casual_w_lf_WD_m_unw,s_casual_w_lf_W_m_unw,s_casual_w_worker_PS_f_unw,s_casual_w_worker_P_f_unw,s_casual_w_worker_WD_f_unw,s_casual_w_worker_W_f_unw,s_casual_w_lf_PS_f_unw,s_casual_w_lf_P_f_unw,s_casual_w_lf_WD_f_unw,s_casual_w_lf_W_f_unw,s_casual_w_worker_PS_rur_unw,s_casual_w_worker_P_rur_unw,s_casual_w_worker_WD_rur_unw,s_casual_w_worker_W_rur_unw,s_casual_w_lf_PS_rur_unw,s_casual_w_lf_P_rur_unw,s_casual_w_lf_WD_rur_unw,s_casual_w_lf_W_rur_unw,s_casual_w_worker_PS_urb_unw,s_casual_w_worker_P_urb_unw,s_casual_w_worker_WD_urb_unw,s_casual_w_worker_W_urb_unw,s_casual_w_lf_PS_urb_unw,s_casual_w_lf_P_urb_unw,s_casual_w_lf_WD_urb_unw,s_casual_w_lf_W_urb_unw,data,time,state_name,lf_share_unw,worker_share_unw,lf_share_m_unw,worker_share_m_unw,lf_share_f_unw,worker_share_f_unw,lf_share_urb_unw,worker_share_urb_unw,lf_share_rur_unw,worker_share_rur_unw
1649,1295,778,524,254,424,354,863,549,314,450,413,725,493,232,396,329,848,546,302,440,408,653,642,646,649,.51285344,.45147678,.47724137,.45379311,.46234068,.39003646,.40801886,.3879717,.49045801,.4317269,.44219068,.41379312,.46812385,.39814815,.39926741,.37362638,.55905509,.49765259,.55172414,.53879309,.45222929,.3745583,.42384106,.41390729,.67924529,.59473681,.6388889,.60101008,.63999999,.53809524,.57499999,.54090911,.31355932,.28700906,.28267476,.27659574,.26876512,.235732,.22794117,.22303921,PLFS_2223,July 2022 - June 2023,A & N ISLANDS,.66640925,.6007722,.84073508,.80245024,.48909658,.39563861,.63636363,.54545456,.69659442,.65634674
10211,7746,4408,2830,1578,2420,1988,4643,2996,1647,2487,2156,4160,2749,1411,2225,1935,4445,2950,1495,2326,2119,3913,3833,3561,4185,.6901089,.65147638,.65817308,.64326924,.65517986,.61636603,.615973,.60202473,.63003534,.58405483,.60167336,.58493996,.59512681,.54918587,.56067795,.54508477,.79784536,.77370828,.76824945,.75690997,.76442015,.74030036,.72508359,.71438128,.90289259,.85231167,.86786515,.84853935,.87856853,.82648402,.83018059,.81169391,.43108651,.41272265,.41705427,.40723515,.39749536,.37950397,.38084003,.37187353,PLFS_2223,July 2022 - June 2023,TELANGANA,.59940612,.5690679,.76565295,.72323024,.42968953,.41168797,.51517326,.47502986,.69839931,.67958438
1146,821,480,289,191,307,173,518,310,208,323,195,464,283,181,292,172,505,306,199,311,194,439,382,481,340,.74791664,.6416465,.71551722,.68103451,.69305021,.58114034,.65742576,.62574255,.68858129,.60638297,.65371025,.60777384,.64193547,.56065571,.60457516,.56209153,.83769631,.71755725,.81215471,.79558009,.76923078,.62251657,.73869348,.72361809,.88599348,.77419353,.84246576,.80821919,.84210527,.71641791,.79099679,.75884247,.50289017,.44242424,.5,.46511629,.44615385,.38829789,.44329897,.41237113,PLFS_2223,July 2022 - June 2023,LADAKH,.63093787,.58465284,.70615035,.65831435,.54450262,.5,.57352942,.50882351,.67151767,.63825363
14242,10186,6120,3920,2200,4020,2100,6521,4062,2459,4163,2358,5685,3789,1896,3665,2020,6116,3962,2154,3839,2277,5249,4937,5984,4202,.79428107,.66483861,.73843449,.71398419,.7454378,.60568792,.68639636,.66366905,.73826534,.64504123,.66956979,.63763523,.71245694,.61495566,.64033318,.60979301,.89409089,.74081635,.87605482,.86656117,.79991865,.57664812,.77112347,.76276696,.89328361,.75069737,.82728511,.79754436,.86259907,.70336491,.78978902,.76139617,.6047619,.53336895,.57722771,.56237626,.53859204,.46616891,.51207727,.49890205,PLFS_2324,July 2023 - June 2024,JAMMU & KASHMIR,.64019245,.60082465,.77386171,.74680889,.49807575,.44561476,.56116134,.49976203,.69568849,.67179143
6966,5013,3726,1999,1727,3205,521,3880,2060,1820,3306,574,3432,1900,1532,2918,514,3635,1997,1638,3071,564,2460,2553,4126,887,.83628553,.73463446,.75407928,.72639859,.80309278,.6829136,.71196699,.6858322,.77038521,.63771188,.66105264,.6305263,.74757284,.6026026,.62894344,.59989983,.91256511,.85307443,.8694517,.84530026,.86593407,.7775811,.81318682,.79059827,.91170049,.80054832,.82522273,.79335159,.88384753,.74823833,.78410941,.75382614,.37236086,.36116505,.35019454,.34630349,.33797911,.3257443,.31914893,.31560284,PLFS_2324,July 2023 - June 2024,HIMACHAL PRADESH,.77398765,.74326748,.83739835,.81260163,.71288681,.67645907,.64712512,.5873732,.80126029,.77678138
12751,9364,5015,3709,1306,2601,2414,5289,3900,1389,2729,2560,4808,3608,1200,2458,2350,5186,3875,1311,2652,2534,4797,4567,4595,4769,.59601194,.57424927,.57945091,.56551582,.56513518,.5427683,.53721559,.52429616,.58856833,.5753721,.57899112,.56430155,.55974358,.54695135,.53909677,.52541935,.61715162,.57069409,.58083332,.56916666,.58027357,.52983296,.53165525,.52097636,.73087275,.70410627,.70992678,.69528073,.69659215,.66806722,.65799397,.64441931,.45070422,.43860388,.44297871,.42978725,.42500001,.41290578,.41081294,.39857933,PLFS_2324,July 2023 - June 2024,PUNJAB,.56482273,.53556174,.81300813,.77319157,.30413839,.28596452,.53680015,.50618577,.5939064,.56605005
1252,922,506,374,132,0,506,540,388,152,0,540,489,365,124,0,489,536,385,151,0,536,482,440,0,922,.22529644,.20766129,.21472393,.21063395,.21111111,.19288389,.19589552,.19216418,.25935829,.24119242,.24931507,.24383561,.25,.23116884,.23636363,.23116884,.12878788,.11023622,.11290322,.11290322,.1118421,.093959734,.092715234,.092715234,,,,,,,,,.22529644,.20766129,.21472393,.21063395,.21111111,.19288389,.19589552,.19216418,PLFS_2324,July 2023 - June 2024,CHANDIGARH,.58568329,.54880697,.80497926,.77593362,.34545454,.30000001,.58568329,.54880697,,
6684,4822,2805,1788,1017,1749,1056,2919,1858,1061,1795,1124,2505,1698,807,1488,1017,2667,1803,864,1561,1106,2373,2449,2649,2173,.71550804,.65129685,.66586828,.65389222,.68756425,.61748636,.62542182,.61417323,.65715885,.62288386,.62308598,.61189634,.63240045,.5937674,.5867998,.57626176,.81809241,.71927375,.75588602,.74225527,.78416586,.67320263,.70601851,.69328701,.84962833,.78370786,.79569894,.78225809,.82785517,.75151515,.75848818,.74567586,.49337122,.46368158,.47590953,.4660767,.46352312,.43268338,.43761301,.42857143,PLFS_2324,July 2023 - June 2024,UTTARANCHAL,.60535049,.58170885,.78297514,.75347662,.43323806,.41527155,.51725727,.48596412,.67761421,.66024917
10787,7768,3860,2971,889,2107,1753,4008,3096,912,2171,1837,3686,2888,798,1973,1713,3896,3064,832,2083,1813,4093,3675,4141,3627,.56580311,.54809201,.54123712,.52577317,.54491019,.52688444,.51206368,.49743327,.53887582,.51910722,.51939058,.50069255,.51711887,.4972465,.48955613,.47193211,.65579301,.64672035,.62030077,.61654133,.63925439,.62933928,.59495193,.59134614,.72045565,.69764084,.69386721,.67308664,.69921696,.67552447,.65722513,.63754201,.37992013,.37049744,.36544076,.35610041,.36254764,.35313353,.34528404,.33645892,PLFS_2324,July 2023 - June 2024,HARYANA,.5159629,.49691039,.7564134,.72587347,.24816327,.24190477,.5064792,.48331955,.52426952,.50881428
3511,2678,1227,1030,197,74,1153,1253,1051,202,76,1177,1206,1020,186,74,1132,1244,1049,195,76,1168,1435,1243,161,2517,.34718826,.33882934,.34328359,.34162521,.33998403,.33145162,.33279744,.33118972,.35339805,.34472656,.34803921,.34607843,.34633681,.3374761,.33841753,.33651096,.31472081,.3068783,.3172043,.3172043,.30693069,.29896906,.30256411,.30256411,.41891891,.41891891,.41891891,.41891891,.40789473,.40789473,.40789473,.40789473,.34258455,.333626,.33833921,.33657244,.33559898,.32646048,.32791096,.32619864,PLFS_2324,July 2023 - June 2024,DELHI,.46788648,.45817775,.73240417,.71777004,.16251005,.15848753,.46762019,.45808503,.47204968,.45962733
19905,14137,8569,5188,3381,5776,2793,8973,5449,3524,5933,3040,7753,4998,2755,5091,2662,8279,5360,2919,5324,2955,6992,7144,8473,5664,.79169101,.73429763,.74384111,.72875017,.75604594,.6941365,.69658172,.68244958,.7162683,.66482431,.66906762,.6512605,.68195999,.62847549,.62388062,.60727614,.90742385,.86924845,.87949181,.8693285,.87060159,.82167453,.83007878,.82048649,.90927976,.8520804,.86309171,.84600276,.88521826,.82165486,.82531929,.8089782,.54851413,.51112789,.51577759,.5045079,.50394738,.46579581,.46463621,.45448393,PLFS_2324,July 2023 - June 2024,RAJASTHAN,.6347174,.6061399,.77931923,.74199086,.49328107,.47326428,.53672314,.49311441,.70022422,.68169481
42740,29934,15977,11401,4576,11210,4767,16465,11777,4688,11414,5051,14601,10970,3631,10002,4599,15266,11510,3756,10335,4931,14951,14983,19345,10589,.83958191,.79530948,.81357443,.80035615,.81469786,.76477307,.77813441,.76549196,.81089377,.78478003,.78933454,.77456701,.78500468,.75548118,.75230235,.73822761,.91105771,.84061396,.88680804,.87827045,.88929182,.80451977,.85729498,.84904152,.93336308,.89593822,.91031796,.89612079,.91668129,.87203223,.88098693,.86724722,.61904764,.5970906,.60317463,.59208524,.58424073,.56086957,.56256336,.55222064,PLFS_2324,July 2023 - June 2024,UTTAR PRADESH,.5500434,.53374088,.78770649,.76255769,.31288794,.3054128,.47700444,.45018417,.59002328,.57947791
22474,14999,7214,5293,1921,5422,1792,7506,5533,1973,5562,1944,6940,5243,1697,5166,1774,7252,5509,1743,5327,1925,7650,7348,10558,4441,.87233156,.8379395,.86325645,.85302591,.83839595,.79602301,.82611692,.81632656,.85395807,.83748055,.84836924,.83711618,.8169167,.79600888,.80740607,.79669631,.92295676,.84037077,.90925163,.90218031,.89863151,.79609758,.88525528,.87837064,.93489486,.90596747,.92682928,.91618276,.91136283,.8754915,.89881736,.88849258,.68303573,.6599645,.67812854,.66910934,.62962961,.60032278,.62493509,.6166234,PLFS_2324,July 2023 - June 2024,BIHAR,.50043339,.48096541,.72326797,.69189543,.26850843,.26143169,.43773925,.40351272,.52680433,.51354426
2649,2138,1473,868,605,992,481,1523,893,630,1019,504,1432,853,579,957,475,1493,882,611,994,499,1104,1034,1287,851,.67074001,.59228069,.64106143,.59357542,.64871961,.56454849,.61486942,.56932348,.63709676,.55764705,.61547482,.55803049,.61926091,.53680634,.59523809,.53968257,.71900827,.64347827,.67875648,.64594126,.69047618,.60457516,.64320785,.61211127,.77520162,.66771817,.73876697,.6708464,.75466144,.63691074,.71126759,.64587528,.45530146,.44092828,.44421053,.43789473,.43452382,.41967872,.42284569,.41683367,PLFS_2324,July 2023 - June 2024,SIKKIM,.71234798,.68896163,.80887681,.78623188,.60928434,.58510637,.59224445,.56521738,.79176378,.7707848
7833,5776,3785,2150,1635,2766,1019,4077,2306,1771,2889,1188,3733,2127,1606,2724,1009,4025,2283,1742,2848,1177,2942,2834,3796,1980,.79894322,.73645806,.79024911,.74819177,.74172187,.67420352,.73291928,.69391304,.74418604,.66321498,.73530793,.67936063,.69384217,.61080837,.68506354,.6329391,.87094802,.83322477,.86301368,.83935243,.80406553,.7568047,.79563719,.7738232,.89696312,.83398134,.88950074,.84324521,.85877466,.78773409,.8507725,.80653089,.53287536,.48335016,.52229929,.49157581,.45707071,.40975192,.44774851,.42141035,PLFS_2324,July 2023 - June 2024,ARUNACHAL PRADESH,.70585179,.65529776,.78382051,.73079538,.62491179,.57692307,.60000002,.51464647,.76106429,.72866178
4537,2927,1941,1095,846,1199,742,2109,1190,919,1265,844,1885,1086,799,1157,728,2061,1186,875,1227,834,1468,1459,1611,1316,.77537352,.69427794,.74058354,.70079577,.71360832,.63320082,.6773411,.64095098,.70684934,.62222224,.66942912,.62338859,.65042019,.57045841,.61298484,.57082629,.86406618,.797351,.83729661,.8060075,.79542983,.72182256,.76457143,.736,.86238533,.77659577,.82627487,.781331,.81739128,.73060882,.77913612,.73675632,.63477087,.56294203,.60439563,.57280219,.55805689,.4895449,.52757794,.5,PLFS_2324,July 2023 - June 2024,NAGALAND,.72053295,.6631363,.81062669,.74591279,.62988347,.57984918,.64133739,.56382978,.78522658,.74425822
9937,6929,4123,2455,1668,2075,2048,4390,2575,1815,2183,2207,4073,2437,1636,2054,2019,4324,2564,1760,2152,2172,3407,3522,3384,3545,.79092896,.77578586,.79008102,.77510434,.74282461,.72720993,.74421829,.730111,.72953159,.71563399,.72958553,.71563399,.69553399,.68098402,.69344771,.68018723,.88129497,.86544341,.88019562,.86369193,.80991733,.79360628,.81818181,.80284089,.86313254,.85053551,.8627069,.84956181,.82043058,.80767453,.82342005,.81087363,.71777344,.69970268,.71619612,.69935614,.66606253,.64740944,.66574585,.65009207,PLFS_2324,July 2023 - June 2024,MANIPUR,.63356906,.59503537,.75579691,.72057527,.51533222,.47359455,.622567,.5777151,.64509457,.61317968
7009,4955,2752,1682,1070,984,1768,2826,1725,1101,997,1829,2753,1682,1071,985,1768,2829,1725,1104,998,1831,2498,2457,1646,3309,.74672967,.73183137,.74900109,.73301852,.72717625,.71266806,.72887945,.71332628,.68608797,.66765755,.68846613,.66884661,.66898549,.65101451,.67130435,.65217394,.8420561,.83271027,.84407097,.8338002,.81834698,.8092643,.81884056,.80887681,.87296748,.85365856,.87208122,.85380709,.86158478,.84252757,.86072147,.84268534,.67647058,.66402715,.68042988,.66572398,.65390927,.64188081,.65701801,.64281815,PLFS_2324,July 2023 - June 2024,MIZORAM,.570333,.55539858,.69055241,.67333865,.44810745,.43549043,.55273497,.53430039,.6057108,.59781289
7085,5470,3245,2091,1154,2358,887,3338,2152,1186,2413,925,3138,2076,1062,2279,859,3243,2139,1104,2344,899,2763,2707,3732,1738,.79476118,.76547545,.78266412,.76258761,.77261835,.74341494,.75732344,.73789704,.7723577,.74757755,.76589596,.74470133,.75046468,.72611767,.74333799,.72276765,.83535528,.80000001,.81544256,.79755181,.8128162,.77676952,.78442031,.76721013,.86089909,.83340657,.85081178,.83062744,.84127641,.81373394,.82721841,.80759388,.61894023,.58556461,.60186261,.5820722,.59351349,.56075805,.57508343,.5561735,PLFS_2324,July 2023 - June 2024,TRIPURA,.61023766,.59323585,.77886355,.75678611,.43812338,.42630216,.53222096,.51035672,.64657021,.63183278
6243,4298,2801,1525,1276,2093,708,3035,1610,1425,2208,827,2769,1520,1249,2062,707,3007,1607,1400,2180,827,2112,2186,2937,1361,.77722239,.72489256,.77464789,.69122428,.71729821,.65202111,.71333557,.63651478,.74754101,.72367537,.74671054,.69144738,.70807451,.68032789,.706285,.65401369,.81269592,.72659177,.80864692,.69095278,.72771931,.61636221,.72142857,.61642855,.87434304,.81983912,.87245393,.76673132,.82880437,.75543481,.82522935,.72522938,.49011299,.46974063,.4893918,.47100425,.41958886,.39707673,.41837969,.40266022,PLFS_2324,July 2023 - June 2024,MEGHALAYA,.70614237,.65169847,.76231062,.72206438,.65187556,.58371454,.60764146,.52020574,.75178754,.71263194
15414,11324,6968,4487,2481,5642,1326,7342,4697,2645,5897,1445,6583,4444,2139,5289,1294,7018,4668,2350,5606,1412,5734,5590,8823,2501,.79047072,.6963746,.75512683,.71639073,.75020432,.64126736,.70832145,.67198634,.76420772,.7006647,.7342484,.69824481,.73004043,.65954691,.69901454,.66473866,.83796859,.68463951,.79850399,.75409073,.78601134,.5950954,.72680849,.68638295,.85147113,.75253594,.81452072,.77027792,.81465149,.69741482,.76846236,.72672135,.53092009,.47960848,.51236475,.49613601,.48719722,.43108505,.46954674,.45467421,PLFS_2324,July 2023 - June 2024,ASSAM,.64835745,.61533028,.81914896,.7825253,.47316638,.44382825,.57776892,.5301879,.66836679,.63946503
25031,19041,11119,7539,3580,6422,4697,11563,7782,3781,6627,4936,10494,7329,3165,6032,4462,11076,7692,3384,6302,4774,9409,9632,10389,8652,.72731358,.65426207,.70097196,.67638654,.699386,.62038803,.66413867,.64084506,.69279748,.65355396,.6700778,.64428979,.67116421,.62848943,.63845551,.61388457,.80000001,.6567961,.77251184,.7507109,.75747156,.59316087,.72251773,.70212764,.8554967,.78654915,.82940984,.80470824,.82903272,.75086886,.79387498,.77023166,.55205452,.4903869,.52734202,.50291348,.52532417,.46116072,.49287808,.47004607,PLFS_2324,July 2023 - June 2024,WEST BENGAL,.60726851,.5839504,.82708043,.80125409,.39254567,.37167773,.57050395,.54288024,.63788623,.61815381
12490,8804,5141,3279,1861,3713,1428,5255,3373,1881,3737,1518,4346,3086,1259,2996,1350,4520,3239,1280,3055,1465,4359,4443,5506,3298,.83758026,.74852073,.77795672,.75862861,.81941009,.72337383,.74800885,.72942477,.78956997,.72962487,.74238497,.72164613,.76756597,.70236611,.70731705,.68755788,.92208493,.80912864,.86497217,.84908658,.91228068,.79187816,.85078126,.83515626,.94424993,.85975832,.89085448,.86715621,.93818569,.84734756,.87364978,.85040915,.56022412,.51924527,.52740741,.5177778,.52700925,.48246846,.48600683,.4771331,PLFS_2324,July 2023 - June 2024,JHARKHAND,.59688777,.58393914,.77380133,.75223672,.42336258,.41886112,.46027896,.43298969,.67871416,.67435527
15682,11638,7229,4467,2762,5676,1553,7521,4644,2877,5858,1663,6455,4277,2178,4964,1491,6850,4541,2309,5230,1620,5576,6062,8576,3062,.79789734,.71360654,.74345469,.71804804,.76691931,.67093092,.70058393,.67664236,.7414372,.67283374,.69324291,.66331542,.71317828,.63379663,.65293986,.62475228,.8892107,.80874318,.84205693,.82552803,.85366702,.75703323,.79428321,.77869207,.87209302,.79009432,.81950039,.79170024,.8449983,.74776787,.77782029,.75143403,.52672249,.46518105,.490275,.47283703,.49188215,.42820513,.45123458,.43518519,PLFS_2324,July 2023 - June 2024,ORISSA,.64624506,.62115484,.83285511,.80111194,.47459584,.45562521,.54310906,.50718486,.68306905,.661847
9605,7310,4997,2963,2034,3615,1382,5159,3067,2092,3664,1495,4361,2771,1590,3071,1290,4666,2982,1684,3231,1435,3682,3627,4795,2515,.80348212,.75579923,.72804403,.71268058,.77825159,.72815931,.68045437,.66609514,.75126559,.69577366,.68170333,.66438109,.72579068,.66890532,.6334675,.6173709,.87954772,.84725916,.80880505,.79685533,.8551625,.81893003,.76365793,.7523753,.93029046,.88075006,.85867798,.84174538,.91784936,.86528498,.81615597,.80006188,.47178003,.43491346,.41705427,.40542635,.43612039,.39917126,.37491289,.36445993,PLFS_2324,July 2023 - June 2024,CHATTISGARH,.70574558,.68358415,.83297122,.80472571,.57678521,.56079406,.59443343,.54950297,.76412928,.7539103
21458,15734,10293,6644,3649,7044,3249,10440,6759,3681,7090,3350,9013,6286,2727,6000,3013,9305,6511,2794,6128,3177,8008,7726,9567,6167,.82852423,.74642229,.7806502,.75979143,.81685823,.7280519,.75615263,.73594844,.7883805,.73417109,.74689788,.72112632,.77496672,.71583414,.7210874,.69620639,.90161687,.78965324,.8584525,.8489182,.89377886,.77123821,.83786684,.82856119,.94520158,.88332027,.90466666,.88099998,.93906909,.86919671,.88577026,.86259788,.5755617,.50174946,.53368735,.51842016,.55820894,.48185483,.50613785,.49165881,PLFS_2324,July 2023 - June 2024,MADHYA PRADESH,.66353118,.65418839,.84403098,.82967031,.47644317,.47230133,.5432139,.5268364,.74108917,.73628098
15604,11689,7394,4848,2546,4279,3115,7519,4940,2579,4317,3202,7035,4773,2262,4014,3021,7228,4920,2308,4085,3143,5987,5701,5988,5701,.66851503,.61668396,.64136463,.62658137,.65740126,.60388857,.62423909,.60985059,.59302807,.56294292,.57343388,.55772048,.5819838,.55055034,.55630082,.54105693,.81225449,.74884677,.78470379,.77188331,.80186117,.73564953,.76906413,.75649911,.84014958,.78473479,.80742401,.78973591,.83275425,.77610028,.79339045,.7760098,.43274477,.39147019,.42072162,.40979809,.42098689,.37835121,.40439072,.39389119,PLFS_2324,July 2023 - June 2024,GUJARAT,.64325434,.63256055,.8251211,.80975449,.45237678,.44658831,.56165588,.54639536,.7209419,.71459585
1235,941,647,430,217,358,289,663,443,220,365,298,611,419,192,329,282,633,437,196,340,293,506,435,454,487,.54250389,.36363637,.43044189,.35024551,.52941179,.35239568,.41548184,.33807266,.44651163,.24407583,.33890215,.24821003,.43340859,.23515981,.3249428,.23798627,.73271888,.60975611,.63020831,.57291669,.7227273,.59808612,.61734694,.56122446,.78491622,.50292397,.61094224,.48024315,.76986301,.48725212,.59117645,.46470588,.24221453,.19649123,.21985815,.19858156,.23489933,.19047619,.21160409,.19112629,PLFS_2324,July 2023 - June 2024,D & N. HAVELI & DAMAN & DIU,.70456958,.6875664,.87549406,.84980237,.50574714,.49885058,.61190963,.59342915,.80396473,.78854626
30990,23197,13667,9087,4580,7267,6400,14134,9435,4699,7396,6738,13065,8876,4189,6844,6221,13790,9387,4403,7107,6683,11929,11267,10800,12397,.65252066,.62612379,.62548792,.60704172,.63096082,.60460609,.59260333,.57512689,.61241335,.58361018,.59058136,.57154125,.58982509,.56135494,.55843186,.54042828,.73209608,.71280199,.69945097,.68226308,.71355605,.69384617,.6654554,.64910287,.87615246,.84051484,.84628874,.8230567,.86087072,.82493478,.81497115,.79259884,.39859375,.38329899,.38257515,.36939397,.37859899,.36348611,.3561275,.34385756,PLFS_2324,July 2023 - June 2024,MAHARASHTRA,.60930294,.58917099,.79092968,.76175708,.41705868,.40649685,.5435186,.51625395,.68481481,.6728704
13649,10550,6075,3867,2208,3794,2281,6398,4077,2321,3932,2466,5566,3704,1862,3369,2197,6088,4028,2060,3672,2416,5232,5318,5859,4691,.6967901,.67349678,.65379089,.63654327,.66161299,.63660896,.59773326,.58196449,.64494443,.6199581,.61042118,.59071273,.61172432,.58458877,.56132078,.54319763,.78759056,.76919478,.74006444,.72771215,.749246,.73022223,.66893202,.657767,.84343702,.81665766,.79726923,.77945977,.8138352,.78360146,.73148149,.71514159,.45287156,.43882978,.43377334,.41738734,.418897,.40490797,.39445364,.37955299,PLFS_2324,July 2023 - June 2024,ANDHRA PRADESH,.60644549,.57582939,.77924311,.73910552,.43644229,.41519368,.52568752,.48625028,.67110431,.64755076
15054,11303,6404,4348,2056,3351,3053,6605,4499,2106,3415,3190,6222,4294,1928,3218,3004,6449,4464,1985,3293,3156,5714,5589,5314,5989,.68660212,.67001593,.67438126,.66554165,.66570783,.6483025,.65064353,.64211506,.67295307,.65768695,.66557986,.65463436,.65036672,.6342665,.64023298,.6297043,.71546692,.69704682,.69398338,.689834,.69848055,.67940444,.6740554,.67002517,.87317216,.85596079,.8614046,.8517713,.85680819,.83848697,.84178561,.83237171,.48182115,.46824077,.47403461,.46604526,.46112853,.44712606,.45120406,.44359949,PLFS_2324,July 2023 - June 2024,KARNATAKA,.58435816,.56657523,.78736436,.76093805,.37681159,.36786544,.5326432,.50976789,.64264208,.63059843
1668,1186,596,432,164,260,336,648,454,194,285,363,576,427,149,247,329,632,453,179,273,359,586,600,515,671,.41107383,.38682431,.36284721,.3420139,.37808642,.35448918,.3306962,.31170887,.41203704,.38372093,.37002343,.34894612,.39207047,.36343613,.34878588,.32891831,.40853658,.39506173,.34228188,.32214764,.34536082,.33333334,.28491619,.26815644,.48846152,.44921875,.39676112,.36437246,.44561404,.40636042,.35897437,.32967034,.35119048,.3392857,.33738601,.32522798,.32506886,.3140496,.30919221,.29805014,PLFS_2324,July 2023 - June 2024,GOA,.54637438,.5025295,.77474403,.73720139,.32333332,.27333334,.54098362,.50074518,.55339807,.50485438
749,540,241,207,34,86,155,270,222,48,93,177,225,195,30,82,143,267,222,45,92,175,275,265,169,371,.50207472,.48927039,.46666667,.4488889,.44814816,.42696628,.39325842,.37827715,.52657002,.51980197,.49230769,.47179487,.490991,.47297296,.43243244,.41441441,.35294119,.29032257,.30000001,.30000001,.25,.2,.2,.2,.53488374,.50617284,.48780489,.4512195,.49462366,.44565219,.43478259,.40217391,.48387095,.48026314,.45454547,.44755244,.42372882,.41714287,.37142858,.36571428,PLFS_2324,July 2023 - June 2024,LAKSHDWEEP,.5,.4462963,.80727273,.75272727,.18113208,.12830189,.47708896,.41778976,.55029583,.50887573
15583,10742,5850,3645,2205,2703,3147,6322,3827,2495,2914,3408,5189,3416,1773,2367,2822,5792,3712,2080,2626,3166,4958,5784,4841,5901,.57811964,.49785155,.51455003,.47947583,.53495729,.4500353,.46098065,.42955801,.58491081,.53174376,.53951991,.49824357,.55709434,.50013512,.49649784,.45851293,.5668934,.42586944,.46644107,.4433164,.50100201,.35557818,.39759615,.37788463,.66666669,.58707744,.60245037,.57118714,.61839396,.53343701,.54303122,.51485151,.50206548,.42292491,.44082212,.40255138,.46361503,.38065976,.39292482,.35881239,PLFS_2324,July 2023 - June 2024,KERALA,.58853102,.54459131,.77188385,.73517549,.43136239,.38122407,.57752925,.53329945,.60194176,.55835569
22552,16886,9868,6165,3702,5327,4541,10283,6419,3863,5517,4766,9058,5908,3149,4715,4343,9797,6329,3467,5120,4677,8131,8752,8055,8831,.60376978,.55440187,.5546478,.53135347,.57940292,.52439898,.51281005,.49127284,.5380373,.50322366,.50236964,.47918078,.51674718,.47937009,.46895245,.44730604,.71312803,.65112638,.65258813,.62908858,.68340665,.60776871,.59273148,.57138735,.75502157,.6926102,.70095438,.67423117,.7290194,.65505087,.64550781,.62089843,.42633781,.403171,.39580935,.37623763,.40621066,.38140133,.36754331,.34936926,PLFS_2324,July 2023 - June 2024,TAMIL NADU,.60896599,.58438945,.78944778,.75820935,.44138482,.42298904,.53968972,.5142113,.6849162,.66132838
1913,1409,707,480,227,193,514,748,505,243,197,551,666,460,206,169,497,718,495,223,177,541,669,740,344,1065,.34936351,.3114754,.32282281,.3108108,.3302139,.29068151,.29944289,.28830084,.37291667,.34468085,.35217392,.33695653,.35445544,.3253012,.32727271,.3131313,.29955947,.23383084,.25728154,.25242719,.2798354,.21266969,.23766816,.23318386,.53367877,.46857142,.47928995,.46153846,.52284265,.45555556,.45762712,.44067797,.28015563,.25604838,.26961771,.25955734,.261343,.23562153,.24768947,.23844732,PLFS_2324,July 2023 - June 2024,PONDICHERRY,.53087294,.50177431,.75485802,.71748877,.32837838,.30675676,.51737088,.48262912,.57267439,.56104654
1727,1342,795,548,247,417,378,898,587,311,460,438,752,526,226,401,351,856,576,280,444,412,683,659,634,708,.47924528,.41530055,.45877659,.43351063,.42427617,.35472578,.40303737,.38084114,.44708028,.39811322,.42965779,.40494296,.41737649,.36254296,.3923611,.36979166,.55060726,.46039605,.52654868,.5,.43729904,.33818182,.42500001,.40357143,.68585134,.59151196,.65586036,.61346632,.62173915,.51264369,.59234232,.55405408,.25132275,.22816901,.23361823,.22792023,.21689498,.19194312,.19902913,.19417475,PLFS_2324,July 2023 - June 2024,A & N ISLANDS,.66915053,.59239942,.8594436,.80234259,.47192717,.37481031,.61864406,.53389829,.72555202,.65772873
