state_perv1,total_workers_w,total_workers_unw,total_div0_w,total_div1_w,total_div23_w,total_div4_w,total_div5_w,total_div6_w,total_div7_w,total_div8_w,total_div9_w,total_div0_unw,total_div1_unw,total_div23_unw,total_div4_unw,total_div5_unw,total_div6_unw,total_div7_unw,total_div8_unw,total_div9_unw,share_div0_weighted,share_div0_unweighted,share_div1_weighted,share_div1_unweighted,share_div23_weighted,share_div23_unweighted,share_div4_weighted,share_div4_unweighted,share_div5_weighted,share_div5_unweighted,share_div6_weighted,share_div6_unweighted,share_div7_weighted,share_div7_unweighted,share_div8_weighted,share_div8_unweighted,share_div9_weighted,share_div9_unweighted,state_name
10,96868099.79853821,5315,48403870.26396179,133324.6159667969,6265022.352996826,183810.2570495605,18327342.58291626,13342571.34466553,5145248.977996826,1734060.664886475,6029357.976104736,2261,6,369,16,886,933,344,178,461,.49968845,.42539981,.0013763522,.0011288805,.064675808,.069426149,.0018975313,.0030103482,.18919894,.16669802,.13773958,.17554092,.053116031,.064722486,.017901257,.033490121,.062242966,.086735651,BIHAR
11,1265763.761665344,1432,655703.6706695557,610.1699829101563,34475.43994903564,12466.52006530762,309775.1090011597,176895.3848114014,62480.61492156982,12563.49017333984,339182.2219238281,599,1,50,10,287,262,76,24,413,.51803005,.4182961,.00048205676,.000698324,.027236868,.0349162,.00984901,.0069832401,.24473375,.20041899,.13975386,.1829609,.049361989,.053072624,.0099256197,.016759777,.26796645,.28840783,SIKKIM
12,1651627.723976135,2490,949224.7237892151,0,31486.62487792969,36410.91485595703,104554.6599235535,203692.6695899963,56045.1097946167,10587.79998779297,342739.3756980896,1213,0,52,71,196,346,100,29,591,.57472074,.48714858,0,0,.019063996,.020883534,.022045473,.028514056,.063304015,.078714862,.12332844,.13895582,.03393326,.040160641,.0064105247,.011646586,.20751612,.23734939,ARUNACHAL PRADESH
13,2537125.88369751,1481,1063478.473342896,0,115591.9353485107,32030.62997436523,131933.1607055664,293122.6117401123,145836.9146118164,244075.0992431641,512725.0387115479,563,0,70,19,74,213,97,167,279,.41916662,.38014856,0,0,.045560189,.047265362,.012624769,.01282917,.052001029,.049966238,.11553334,.14382175,.057481151,.065496288,.096201412,.11276165,.20208892,.18838623,NAGALAND
14,3273799.146360397,3349,980924.0929718018,39451.14010620117,346583.4091091156,4660.520038604736,300708.8589820862,448969.4847164154,175881.4696731567,252828.3500709534,733782.3706951141,830,35,450,8,389,553,220,245,636,.29962867,.24783517,.012050568,.010450881,.10586581,.13436846,.0014235815,.0023887728,.091853179,.11615407,.1371402,.16512392,.053723965,.065691248,.077227816,.073156163,.22413787,.18990743,MANIPUR
15,1505632.282371521,2621,644938.8070907593,2847.099990844727,75819.1951675415,4312.810089111328,92275.24447631836,257224.2157440186,89443.06018829346,77656.2448425293,295052.6248931885,878,6,155,8,192,549,175,159,551,.42835081,.33498666,.0018909663,.0022892025,.050357047,.059137736,.0028644511,.00305227,.061286706,.073254481,.17084132,.20946203,.059405647,.066768408,.051577166,.060663868,.19596593,.21022511,MIZORAM
16,4973143.525627136,2873,2125560.237137794,1099.619995117188,260478.8389549255,12869.6496963501,981654.6183605194,668342.5583343506,356663.1583633423,177861.779291153,702780.6379003525,1075,1,139,12,447,472,197,147,558,.42740777,.37417334,.00022111165,.00034806822,.052377101,.048381481,.0025878299,.0041768188,.19739117,.1555865,.13439037,.16428821,.071717851,.068569437,.035764456,.051166028,.14131518,.19422206,TRIPURA
17,4962804.91532135,2338,2112720.571460724,45112.84533691406,115011.1453399658,4296.320037841797,1327673.5704422,592326.1667785645,379790.1900634766,41981.44555664063,911895.3200035095,850,19,56,4,538,339,158,32,559,.42571098,.36355859,.0090901908,.0081266044,.023174625,.023952097,.00086570397,.001710864,.26752484,.23011121,.1193531,.14499572,.076527327,.067579128,.0084592169,.013686912,.18374595,.23909324,MEGHALAYA
18,43740380.60260391,5257,21296615.39038467,129036.1502685547,3627829.073608398,87544.49508666992,5676538.706138611,8576515.903739929,2761095.470062256,1035356.308868408,5081717.088241577,2313,17,419,17,607,1214,335,162,715,.48688683,.43998477,.0029500464,.0032337834,.082940042,.079703256,.0020014571,.0032337834,.129778,.1154651,.19607776,.23093019,.063124634,.063724555,.023670491,.030816054,.11617908,.13600913,ASSAM
19,129694186.5810776,8781,54844267.65887451,635714.0107421875,23120274.71718597,529165.6187133789,20193329.83789063,17233272.05329895,8622214.31539917,3624259.353118896,14801706.60325623,3002,50,1613,38,1171,1496,626,326,1264,.42287377,.34187451,.0049016383,.0056941123,.17826763,.18369207,.0040801028,.0043275254,.15569958,.13335611,.13287622,.17036784,.066481113,.071290284,.027944656,.037125614,.11412776,.14394715,WEST BENGAL
20,50710710.73342896,4819,34433519.84944153,617360.3361816406,4326041.561599731,183291.2530212402,12799981.42903137,5491695.849365234,2192611.567703247,853394.0239257813,2601529.424118042,2885,90,400,33,1052,622,261,106,397,.67901868,.59867191,.01217416,.018676074,.085308239,.083004773,.0036144485,.0068478938,.25241178,.21830255,.10829459,.12907243,.043237641,.054160614,.016828675,.021996265,.051301379,.082382239,JHARKHAND
21,60584863.05865479,6173,37700494.29727173,291692.1022949219,4523139.784606934,277513.7759399414,18694178.39108276,7117797.473052979,2514264.331542969,1236501.371459961,5185958.257568359,3547,30,498,46,1663,880,309,163,610,.62227583,.57459909,.0048146038,.0048598736,.074657917,.080673903,.0045805792,.0074518062,.30856186,.26939899,.11748475,.14255629,.041499875,.0500567,.020409411,.026405314,.085598253,.09881743,ODISHA
22,46104919.3572998,4441,34062488.37097168,303440.7038574219,2778298.005828857,465191.471496582,12846977.61306763,3891007.757019043,1196340.16015625,515071.8151855469,3431483.036621094,2846,27,318,51,1096,542,131,79,437,.73880374,.64084667,.0065815253,.006079712,.060260337,.071605496,.010089844,.0114839,.27864656,.24679126,.084394634,.12204459,.025948212,.02949786,.011171732,.017788786,.074427702,.098401263,CHHATTISGARH
23,120609266.1823425,8946,82494362.74020386,345996.7551879883,10301261.68881226,452766.5192260742,20718518.75125122,11433736.46487427,4161727.929199219,2443694.533782959,9605136.61541748,5324,36,881,46,1245,1159,366,247,1005,.68398029,.59512633,.0028687411,.0040241447,.0854102,.09847977,.0037539946,.0051419628,.17178215,.13916834,.094799817,.12955511,.034505874,.04091214,.02026125,.027610105,.079638466,.11234071,MADHYA PRADESH
24,89650733.72783661,6478,42641207.50038147,196732.1932373047,17014491.10857391,463791.7487182617,6849258.835403442,11554856.97898865,4456777.265441895,3217312.82220459,7354195.751037598,2810,18,1292,56,469,916,368,257,566,.47563702,.43377584,.0021944293,.0027786354,.18978642,.19944428,.0051733181,.0086446432,.076399364,.072398886,.12888747,.14140166,.049712669,.056807656,.035887189,.03967274,.08203163,.087372646,GUJARAT
2526,1000064.928085327,499,271887.9521026611,0,535053.5962982178,2992.2451171875,24454.33009338379,59358.53518676758,47491.34497070313,23112.25978088379,101867.5797576904,148,0,237,2,15,45,31,14,46,.27187029,.29659319,0,0,.53501886,.4749499,.002992051,.0040080161,.024452742,.03006012,.059354682,.09018036,.047488261,.062124249,.023110759,.028056113,.10186096,.092184372,D & N. HAVELI & DAMAN & DIU
27,159806941.4721527,11950,80088270.230896,247252.3697509766,18438046.79803467,1470779.309783936,11584121.32575989,19255968.59089661,10478121.37239075,7489406.859191895,15765165.92526245,5271,19,1412,85,932,1646,932,648,1360,.50115639,.44108787,.0015471942,.0015899582,.11537701,.118159,.0092034759,.0071129706,.072488226,.077991635,.12049519,.13774058,.065567374,.077991635,.04686534,.05422594,.09865132,.11380753,MAHARASHTRA
28,88406331.79289246,6272,44598783.9078064,338935.9478759766,7979064.369262695,400775.5911865234,19601540.7827301,11242784.1184082,5389270.982208252,2332804.177825928,11070707.53900146,2706,24,661,39,1263,936,434,199,885,.504475,.43144134,.0038338425,.0038265307,.090254441,.10538903,.004533336,.0062181121,.22172101,.20137118,.12717171,.1492347,.060960237,.069196425,.026387297,.031728316,.12522528,.14110331,ANDHRA PRADESH
29,97747807.3946991,6567,47570083.73422241,337178.0383300781,11423072.07275391,531177.8843994141,8709992.167816162,12330450.33952332,8978476.996551514,3466557.04876709,8357564.9815979,2609,24,855,50,632,1017,607,294,680,.48666137,.39728948,.0034494691,.0036546369,.11686269,.13019644,.0054341666,.0076138265,.089106776,.09623877,.12614554,.15486524,.091853485,.092431858,.035464294,.044769302,.085501306,.10354804,KARNATAKA
30,1997065.01499176,589,281043.7688598633,5874.774993896484,290516.1936035156,64608.92930603027,125158.6210632324,473868.1645584106,214161.9049758911,212971.1283874512,400736.9530944824,95,2,69,21,44,145,70,59,105,.1407284,.16129032,.0029417044,.0033955858,.14547157,.11714771,.032351941,.035653651,.062671281,.074702889,.23728229,.24617997,.10723832,.1188455,.10664206,.10016978,.20066294,.17826825,GOA
31,31983.38503742218,121,8015.954975128174,0,2071.355041503906,1085.320007324219,2784.51001739502,2090.300003051758,1946.110023498535,1710.564964294434,13259.53001499176,32,0,7,4,12,11,9,6,45,.25062871,.2644628,0,0,.064763471,.05785124,.03393387,.03305785,.087061144,.099173553,.065355808,.090909094,.060847532,.074380167,.053482924,.049586777,.41457558,.37190083,LAKSHADWEEP
32,44774543.14489746,5625,12212199.18847656,124805.7446289063,5780499.450073242,286584.7943115234,8470881.893859863,7494347.911071777,4407725.571044922,2585679.324890137,6893996.993713379,1437,14,702,42,1130,962,568,328,837,.27274871,.25546667,.0027874263,.0024888888,.12910236,.1248,.0064006192,.0074666669,.18918969,.20088889,.16737966,.17102222,.098442666,.10097778,.057748873,.058311112,.15397136,.1488,KERALA
33,118650946.1550903,10033,37641095.06088257,317013.0407714844,20884890.58248901,1054054.348754883,26825773.03193665,18273081.16220093,9213807.30305481,4815648.592590332,12313344.94970703,3077,25,1748,98,2152,1618,883,422,1064,.31724226,.30668792,.0026718122,.0024917771,.17601959,.17422506,.0088836569,.0097677661,.22608984,.21449217,.15400705,.16126782,.077654734,.088009566,.040586684,.042061199,.10377789,.10605004,TAMIL NADU
34,1665302.862075806,756,351494.6549377441,862.0800170898438,277988.387878418,5816.214935302734,284719.9019165039,267304.4949035645,110895.2556762695,81930.30517578125,356406.8115844727,107,1,117,5,140,130,64,47,180,.21106951,.14153439,.00051767164,.0013227513,.16692963,.15476191,.0034925868,.0066137565,.17097184,.18518518,.16051404,.17195767,.066591643,.084656082,.049198441,.062169313,.21401921,.23809524,PUDUCHERRY
35,567954.4541015625,659,157687.0442352295,944.72998046875,37915.88482284546,14302.35516357422,95417.52528762817,69453.39005279541,53376.49507141113,33582.00483703613,154037.6397705078,176,1,61,17,108,90,58,31,175,.27764031,.26707131,.0016633904,.0015174507,.06675867,.092564493,.025182223,.025796661,.16800207,.16388467,.1222869,.13657056,.093980238,.088012137,.05912799,.047040973,.27121478,.26555386,A & N ISLAND
36,59668295.49060059,4474,28079059.23883057,329258.2673339844,6845068.153076172,404875.4279785156,13806028.03631592,6796550.916564941,4858183.089416504,2536699.235351563,6408574.345275879,1781,26,567,41,936,629,399,201,541,.47058591,.39807779,.0055181445,.0058113546,.11471868,.12673223,.0067854365,.0091640586,.23137963,.20920876,.11390556,.14059007,.08141984,.089181937,.042513352,.044926241,.10740335,.12092087,TELANGANA
