state_perv1,total_workers_w,total_workers_unw,total_div0_w,total_div1_w,total_div23_w,total_div4_w,total_div5_w,total_div6_w,total_div7_w,total_div8_w,total_div9_w,total_div0_unw,total_div1_unw,total_div23_unw,total_div4_unw,total_div5_unw,total_div6_unw,total_div7_unw,total_div8_unw,total_div9_unw,share_div0_weighted,share_div0_unweighted,share_div1_weighted,share_div1_unweighted,share_div23_weighted,share_div23_unweighted,share_div4_weighted,share_div4_unweighted,share_div5_weighted,share_div5_unweighted,share_div6_weighted,share_div6_unweighted,share_div7_weighted,share_div7_unweighted,share_div8_weighted,share_div8_unweighted,share_div9_weighted,share_div9_unweighted,state_name
11,1346743.018146515,1446,801101.4422988892,2393.889892578125,47527.7004776001,30771.55967712402,339945.219417572,161962.0946044922,96669.56539154053,4321.494941711426,285880.2195014954,669,1,68,23,281,283,106,12,369,.59484357,.4626556,.0017775402,.00069156295,.035290845,.04702628,.022848872,.015905948,.25242025,.19432919,.12026206,.19571231,.071780264,.073305674,.0032088489,.0082987556,.21227525,.25518674,SIKKIM
12,2425986.889131546,3574,1735837.694114685,2416.129974365234,60050.52505111694,36965.11003112793,150956.765296936,300695.0100669861,58364.2753238678,8195.72501373291,378042.2993011475,2233,4,99,75,238,597,103,27,608,.71551818,.62479013,.00099593692,.0011191942,.02475303,.027700055,.015237143,.020984892,.062224887,.066592053,.1239475,.16703974,.024057951,.02881925,.0033783056,.0075545609,.15583031,.17011751,ARUNACHAL PRADESH
13,3378244.718643188,1941,1922692.105594635,2541.960083007813,223781.8551750183,11191.53997802734,243766.3754730225,313672.0103759766,170313.355682373,240447.3300170898,615808.2755279541,974,2,162,10,134,247,121,164,334,.56913936,.50180322,.00075244997,.0010303967,.066242047,.083462134,.0033128269,.0051519834,.072157703,.069036581,.092850588,.12725399,.050414748,.062339,.071175225,.084492527,.18228646,.17207626,NAGALAND
14,3697575.314388275,3329,1389960.643714905,13407.11978149414,565017.4192695618,19768.18995666504,415114.9063644409,428235.3294448853,210567.3106994629,216338.165435791,581258.5843009949,1113,12,586,14,392,492,191,173,497,.37591138,.33433464,.0036259221,.0036046861,.15280755,.17602883,.0053462577,.0042054672,.11226679,.11775308,.11581518,.14779213,.056947403,.057374585,.058508117,.051967558,.15719993,.14929408,MANIPUR
15,1601362.177314758,2814,809817.8855895996,4452.330047607422,91347.20512390137,3919.77001953125,85269.81037139893,269846.3250198364,101287.7100906372,112808.3401184082,265542.8259048462,1168,12,180,9,179,600,214,207,476,.50570565,.41506752,.0027803392,.0042643924,.057043437,.063965887,.0024477723,.0031982942,.053248297,.063610516,.1685105,.21321961,.063250966,.076048329,.07044524,.073560767,.16582309,.16915423,MIZORAM
16,5343953.505075693,3056,2268632.633028984,747.9900207519531,198336.139755249,2227.889953613281,1693983.012372971,924418.394402504,472208.7405948639,173323.1014528275,719381.5398523808,1037,2,163,5,781,578,251,157,576,.42452326,.33933246,.00013996942,.00065445027,.037114121,.053337697,.00041689922,.0016361256,.31699058,.25556284,.17298399,.18913613,.088363186,.082133509,.032433499,.051374346,.13461599,.18848167,TRIPURA
17,5244353.390964508,2498,2667491.329742432,117196.3644256592,174849.1202354431,21444.31985473633,1351326.668972015,637228.994178772,252124.3156776428,105876.4896392822,696979.2536468506,1037,40,95,8,526,356,162,91,502,.50864065,.41513211,.022347152,.01601281,.033340454,.038030423,.0040890304,.003202562,.2576727,.21056846,.12150764,.14251401,.048075385,.06485188,.020188665,.036429144,.13290089,.20096077,MEGHALAYA
18,112435689.4547501,6760,62969817.3269043,106757.6071777344,5726240.282463074,252268.233581543,31929635.94342041,11297938.84248352,4613572.519615173,1369885.644645691,7027691.417251587,3594,11,722,34,698,1367,425,236,742,.56005186,.5316568,.00094949931,.0016272189,.050929029,.10680474,.0022436669,.0050295857,.28398132,.10325444,.10048357,.20221893,.041032989,.062869824,.012183726,.034911241,.062504098,.10976332,ASSAM
19,157154559.2376404,10496,62967883.86992645,369155.9307250977,31253403.05679321,721209.1538391113,22677551.0089035,23684949.91825867,11095370.14672852,4537747.952346802,18830206.92250061,3364,28,2234,59,1302,1936,752,403,1515,.40067488,.32050306,.0023489993,.0026676829,.19887048,.21284299,.0045891711,.0056211893,.14430094,.12404726,.15071118,.18445122,.070601642,.07164634,.028874427,.03839558,.11981966,.14434069,WEST BENGAL
20,51338654.80285645,4950,34739147.1605072,657149.8771972656,5038546.954666138,55227.27509307861,11804382.19127655,5856667.922073364,2839159.634925842,918707.2178192139,2908284.186149597,2939,99,500,15,1009,725,293,114,363,.6766665,.59373736,.012800294,.02,.098143339,.1010101,.0010757445,.0030303029,.22993167,.20383838,.11407911,.14646465,.055302572,.05919192,.017895039,.023030303,.056649014,.07333333,JHARKHAND
21,65284110.6690979,6737,44079189.48471069,268010.3834228516,6072823.258666992,320309.9295654297,16384374.17802429,8887536.67829895,3159736.840606689,1392522.785217285,4990127.343566895,4127,33,601,37,1545,1087,374,183,636,.67519015,.61258721,.0041052927,.0048983227,.09302146,.089208849,.0049063996,.0054920586,.25097033,.22933057,.13613629,.16134778,.048399784,.055514324,.021330195,.027163425,.076437086,.094404034,ODISHA
22,52488438.56045532,4805,38543470.9574585,407218.8948364258,4672697.303634644,385195.5806427002,13439044.43026733,4760050.399765015,1473701.092773438,911660.369354248,4062110.742660522,3006,49,471,48,1116,600,178,95,533,.73432308,.62559831,.0077582588,.010197711,.089023359,.098022893,.0073386747,.0099895941,.25603819,.23225807,.090687595,.12486993,.02807668,.037044745,.017368784,.019771071,.077390581,.11092612,CHHATTISGARH
23,131481070.6411743,9504,90872247.66320801,959452.7624511719,8782010.565948486,526062.2236328125,20797125.87988281,14736848.0512085,4929612.8230896,2024126.358459473,9538870.979644775,5859,93,775,47,1230,1259,407,194,933,.69114321,.61647725,.0072972691,.0097853532,.066792965,.081544615,.0040010493,.0049452861,.15817581,.12941919,.11208342,.13247053,.037492946,.042824075,.015394812,.020412458,.072549388,.098169193,MADHYA PRADESH
24,114444094.121582,7300,52023633.89044189,194100.9722290039,27690704.0513916,894488.8990478516,9463968.600738525,12652143.66604614,5228666.827026367,4180978.388702393,9192355.062744141,3156,24,1656,71,546,924,391,296,716,.45457682,.43232876,.0016960331,.0032876711,.24195835,.22684932,.0078159459,.009726027,.082695127,.074794523,.11055305,.12657534,.045687519,.053561643,.036532931,.040547945,.080321796,.098082192,GUJARAT
2526,1388256.357727051,601,344327.954208374,0,739357.7777938843,5133.874938964844,36835.94010925293,139248.1302032471,97841.84527587891,30535.39001464844,87063.78556060791,211,0,290,3,22,58,31,14,36,.24802908,.35108152,0,0,.53258014,.4825291,.003698074,.0049916804,.026533961,.036605656,.10030434,.096505821,.070478223,.051580697,.021995498,.023294508,.062714487,.059900165,D & N. HAVELI & DAMAN & DIU
27,183690796.1197052,13524,88739327.42805481,511720.8163452148,24923732.09597778,1544977.657226563,13162228.81188965,21694494.37185669,13895386.95803833,10056344.20318604,20131144.95059204,5826,51,1828,115,1006,1886,1042,807,1652,.48309076,.43078971,.0027857728,.0037710737,.13568307,.13516711,.0084107518,.0085034017,.071654268,.074386276,.11810333,.13945578,.075645529,.077048212,.054746043,.059671696,.10959256,.12215321,MAHARASHTRA
28,86132538.52639771,6202,41743685.29144287,184658.2762451172,9529818.620635986,324794.6586303711,23248225.34017944,10894440.79013062,7138470.998809814,2136414.602935791,9700184.660583496,2548,16,754,28,1473,925,529,207,878,.48464477,.41083521,.0021438852,.0025798129,.11064133,.12157369,.0037708706,.0045146728,.26991221,.23750404,.12648462,.14914544,.082877748,.085295066,.024803804,.033376329,.11261928,.14156723,ANDHRA PRADESH
29,102042620.2359467,6615,48457865.20925903,383639.6740722656,10807729.67776489,530831.8048095703,11465915.62886047,13165796.03686523,10567212.38357544,3517529.6590271,8575162.435089111,2597,24,823,46,775,942,743,275,720,.4748787,.39259258,.0037596023,.003628118,.10591388,.12441421,.0052020596,.0069538928,.11236399,.11715797,.12902252,.14240363,.10355685,.11232048,.03447118,.041572183,.084035106,.10884354,KARNATAKA
30,1986186.539901733,601,242657.0748901367,19106.52502441406,381833.1449890137,35307.38500976563,167751.2086181641,472276.9575958252,189281.9195251465,148585.1799926758,396653.5638427734,67,6,107,8,51,147,68,36,128,.12217235,.11148086,.0096197035,.0099833608,.19224435,.1780366,.017776471,.013311148,.08445894,.084858567,.23778076,.24459234,.095299162,.11314476,.074809276,.059900165,.19970609,.21297836,GOA
31,60584.61519622803,219,11684.26002597809,0,6347.264945983887,1829.644983291626,10241.74505519867,8483.585030555725,5014.745041847229,1042.610000610352,16530.93012619019,37,0,26,5,45,29,20,4,55,.19285853,.16894977,0,0,.10476694,.11872146,.030199828,.022831051,.16904861,.20547946,.1400287,.13242009,.082772583,.091324203,.017209154,.018264839,.27285689,.25114155,LAKSHADWEEP
32,49448093.44296265,5821,13982412.20214844,168655.3999023438,6005366.893478394,279059.0826416016,8607391.654434204,9356576.725769043,4619006.450256348,2956173.896209717,7797076.499267578,1610,21,735,31,1035,1113,541,332,909,.2827695,.27658477,.0034107564,.0036076275,.1214479,.12626697,.0056434749,.0053255456,.17406923,.1778045,.18922018,.19120426,.093411215,.092939354,.059783373,.057034872,.15768205,.15615873,KERALA
33,113974191.324791,9746,35323005.59970093,334847.7814941406,19906156.27471924,964907.7027587891,28050736.86788177,17172963.29328918,10165203.61987305,4612039.776550293,10843194.06590271,2772,27,1699,84,2295,1574,916,419,967,.30992109,.28442436,.0029379264,.0027703673,.17465495,.17432792,.0084660193,.008618921,.24611482,.23548122,.15067413,.16150215,.089188643,.093987279,.040465649,.042991996,.095137276,.099220194,TAMILNADU
34,1865372.058883667,743,317024.1480712891,3198.7451171875,356860.2649230957,12840.96966552734,183703.3582458496,293107.9338684082,201826.5249633789,181554.34324646,467961.8887023926,83,1,126,3,81,129,88,57,213,.16995223,.11170929,.0017148027,.001345895,.19130783,.16958277,.0068838652,.0040376852,.098480813,.1090175,.15713109,.17362046,.10819639,.11843877,.09732876,.076716013,.25086784,.28667563,PUDUCHERY
35,723127.3006973267,778,209863.8600006104,842.2999877929688,80442.69495391846,12928.35494995117,90669.86019134521,125953.0803146362,68582.63499450684,52969.44033813477,153655.0197982788,206,1,102,16,93,160,72,44,171,.29021704,.2647815,.0011648018,.001285347,.11124279,.13110539,.017878395,.020565553,.12538575,.11953727,.1741783,.20565553,.094841719,.092544988,.073250502,.056555271,.21248682,.21979435,ANDAMAN & N. ISLAND
36,58619818.58288574,4408,29607609.43014526,274520.0439453125,6520170.248474121,323806.4801025391,15407251.8601532,6891536.888473511,5783068.655700684,1692902.057846069,5725775.524887085,1812,36,515,24,1108,604,467,147,558,.50507849,.41107079,.0046830587,.0081669688,.11122809,.11683303,.0055238395,.0054446459,.26283351,.25136116,.11756326,.1370236,.098653816,.10594374,.028879346,.033348456,.097676449,.12658802,TELANGANA
37,418501.9547424316,480,285474.1008300781,411.5799865722656,8353.82494354248,6872.115089416504,60589.59056091309,31905.46997070313,56759.31970214844,8417.134803771973,50173.12441253662,267,2,18,11,55,64,55,11,81,.68213326,.55624998,.00098346011,.0041666669,.019961257,.037500001,.016420748,.022916667,.14477731,.11458334,.076237328,.13333334,.13562497,.11458334,.020112533,.022916667,.11988743,.16875,LADAKH
