state_per_fv,total_workers_w,total_workers_unw,total_div0_w,total_div1_w,total_div23_w,total_div4_w,total_div5_w,total_div6_w,total_div7_w,total_div8_w,total_div9_w,total_div0_unw,total_div1_unw,total_div23_unw,total_div4_unw,total_div5_unw,total_div6_unw,total_div7_unw,total_div8_unw,total_div9_unw,share_div0_weighted,share_div0_unweighted,share_div1_weighted,share_div1_unweighted,share_div23_weighted,share_div23_unweighted,share_div4_weighted,share_div4_unweighted,share_div5_weighted,share_div5_unweighted,share_div6_weighted,share_div6_unweighted,share_div7_weighted,share_div7_unweighted,share_div8_weighted,share_div8_unweighted,share_div9_weighted,share_div9_unweighted,state_name
10,96594800.63670731,5405,48008421.54624176,32146.27044677734,4610215.171104431,327764.8510742188,19063111.73455811,13629915.62518311,5229889.12412262,1766203.58706665,5836842.585056305,2201,7,364,35,921,1028,326,143,491,.49700835,.40721554,.00033279503,.0012950972,.047727365,.067345053,.0033931935,.0064754859,.19735132,.17039777,.14110403,.19019426,.054142553,.060314525,.018284665,.026456984,.060426053,.090841815,BIHAR
11,1138336.089752197,1377,486055.8942947388,0,55052.52992630005,10895.46496582031,217205.9154052734,149232.6551361084,69235.84498596191,15828.89981079102,272062.8502616882,463,0,65,9,195,240,85,25,431,.42698804,.33623821,0,0,.048362281,.047204066,.0095713958,.0065359478,.19081001,.1416122,.13109718,.17429194,.060821973,.061728396,.013905295,.018155411,.23900045,.31299928,SIKKIM
12,1603239.964847565,2445,892388.0750961304,456.0150146484375,26979.85508728027,25436.45008087158,81173.7096786499,219553.1605110168,55637.47501373291,10431.79981231689,310774.8745498657,1092,1,57,54,148,390,120,22,592,.55661541,.44662577,.00028443342,.00040899796,.016828332,.023312883,.015865654,.02208589,.050631043,.060531698,.13694341,.1595092,.03470315,.049079753,.0065066991,.0089979554,.19384177,.24212679,ARUNACHAL PRADESH
13,2393934.320915222,1387,1110384.233673096,587.1999969482422,109442.2592468262,40750.19546508789,83008.97402954102,291225.2549972534,103196.560333252,224548.6542816162,430790.9888916016,547,2,65,21,35,211,80,159,267,.46383238,.39437634,.00024528659,.001441961,.045716483,.046863735,.017022269,.015140591,.034674708,.025234319,.12165131,.15212689,.043107517,.057678442,.093799002,.11463591,.17995104,.1925018,NAGALAND
14,3601812.932220459,3680,1148525.886646271,22196.40463256836,469386.5151157379,10038.27015686035,271210.9648189545,532091.1653652191,177683.7707519531,255923.0553073883,749215.2392921448,954,20,536,11,324,704,212,274,688,.31887439,.25923914,.0061625647,.0054347827,.13031952,.14565217,.0027870049,.0029891303,.075298458,.088043481,.14772871,.19130434,.049331758,.057608694,.071053952,.07445652,.2080106,.18695652,MANIPUR
15,1408621.471855164,2445,604607.6371841431,4874.810028076172,80892.39030456543,1389.419975280762,100514.5296707153,238063.2001342773,80536.15503692627,71952.40971374512,244131.8298416138,756,14,156,4,195,549,156,165,473,.42921939,.30920246,.0034606955,.0057259714,.057426635,.06380368,.00098636863,.0016359919,.071356662,.079754598,.16900438,.22453988,.057173736,.06380368,.051080018,.067484662,.17331259,.19345604,MIZORAM
16,5004701.11994648,2811,2191667.028505325,25178.98999023438,348825.7137870789,42040.82936096191,746922.0628929138,896516.7663879395,312979.9752502441,203273.9899559021,626972.284453392,996,2,197,11,363,498,187,154,526,.43792167,.35432231,.0050310679,.00071149057,.069699608,.070081823,.0084002679,.0039131981,.14924408,.12913553,.17913492,.17716116,.062537193,.066524372,.040616609,.054784775,.12527667,.18712202,TRIPURA
17,4510727.54958725,2245,2347114.03603363,109786.243637085,115345.0651702881,24104.06977081299,1145064.365745544,407571.3095664978,232784.7698516846,15367.30993652344,685018.8832931519,918,30,59,11,463,295,126,17,554,.52034044,.40890869,.024338922,.013363029,.025571277,.026280623,.0053437212,.0048997775,.25385359,.20623608,.090356,.13140312,.051606923,.056124721,.0034068362,.0075723832,.15186439,.24677061,MEGHALAYA
18,37793266.86089325,4644,14707693.19127655,192629.5041503906,3162270.109588623,103038.6707763672,4807321.968902588,7389499.985572815,2578895.890884399,1048839.199188232,5060098.978675842,1603,27,398,17,496,1072,345,161,683,.38916174,.34517658,.0050969264,.0058139535,.083672844,.08570198,.0027263763,.0036606374,.12720048,.10680448,.19552425,.23083548,.068236917,.074289404,.027752012,.03466839,.1338889,.1470715,ASSAM
19,123462184.6102524,8406,50448699.62197876,255641.8276367188,19506945.33630371,633513.4447631836,17041855.54412842,21049666.53071594,8388006.294647217,3963148.668365479,13186103.64173126,2744,30,1412,55,994,1799,608,326,1074,.4086166,.32643351,.0020706083,.0035688793,.15799935,.16797526,.0051312349,.0065429457,.138033,.11824887,.17049485,.2140138,.067939885,.07232929,.0321001,.038781822,.10680277,.12776588,WEST BENGAL
20,44700721.73458862,4480,27495541.47299194,407135.7125244141,3854594.213867188,79160.05969238281,9013820.859771729,4892789.212890625,2000628.236694336,827490.3245239258,2744487.771514893,2288,77,401,14,847,681,262,103,377,.61510283,.51071429,.009108034,.0171875,.086231142,.089508928,.00177089,.003125,.20164822,.18906251,.10945661,.15200894,.044756062,.058482144,.018511789,.022991071,.061396945,.084151782,JHARKHAND
21,57781321.09466553,5788,34664156.69480896,94501.45037841797,4226733.153167725,382102.3721923828,15385178.8366394,6708686.163146973,2831577.129486084,1045524.776687622,4633680.802246094,3177,25,467,48,1331,799,309,155,601,.5999198,.54889429,.0016355017,.0043192813,.073150508,.080684178,.0066129048,.0082930196,.2662656,.22995853,.11610476,.13804422,.049005061,.053386316,.018094512,.026779544,.0801934,.10383552,ODISHA
22,46313853.51800537,4494,35074567.78805542,228625.1153259277,2241165.08001709,305138.5358886719,10411225.82369995,4328669.787689209,1115587.773651123,424455.0192565918,3056768.409301758,2972,35,260,35,892,600,144,75,403,.75732344,.66132623,.0049364306,.0077881622,.048390813,.057854917,.0065884939,.0077881622,.22479723,.19848686,.093463823,.13351135,.024087561,.032042723,.0091647524,.016688919,.066001169,.089675121,CHHATTISGARH
23,115250399.7910919,8595,73578678.12872314,404083.4702148438,10422003.53204346,828624.6977539063,17442704.77203369,12552279.67036438,3932079.451324463,1977009.344024658,7739292.94921875,4822,33,839,65,995,1256,361,207,874,.63842452,.56102383,.0035061352,.0038394416,.090429217,.097614892,.0071897772,.0075625363,.15134615,.11576498,.10891311,.14613147,.034117706,.042001162,.017154034,.024083769,.067151986,.10168703,MADHYA PRADESH
24,91945089.50819397,6220,43640992.21195984,185035.4998779297,17812854.829422,580806.2150878906,5287133.156311035,12197894.47994995,4509538.30871582,3166871.96395874,6907370.538909912,2706,12,1189,43,339,958,354,250,548,.47464189,.43504822,.0020124565,.0019292604,.19373362,.19115755,.0063168812,.0069131833,.05750316,.054501608,.13266499,.1540193,.049045995,.056913182,.03444308,.040192924,.075124957,.088102892,GUJARAT
2526,1229248.11920166,555,380372.3759155273,2676.22998046875,651886.219291687,9453.079925537109,46190.51529693604,83309.95035552979,52021.67951965332,23323.51993560791,95407.96448516846,202,1,256,5,21,55,17,12,49,.30943498,.36396396,.0021771276,.0018018018,.53031296,.46126127,.0076901317,.0090090092,.037576236,.037837837,.067773096,.0990991,.042319916,.030630631,.018973811,.021621622,.077614896,.088288285,D & N. HAVELI & DAMAN & DIU
27,171133715.7802124,12629,86029512.52557373,160771.3022460938,18340827.61540222,1085086.528320313,10695144.05967712,23075154.02511597,11161084.00561523,9250285.233123779,16698054.20089722,5630,9,1436,88,897,1992,883,710,1337,.50270349,.44579935,.00093944842,.00071264547,.1071725,.11370655,.0063405773,.0069680894,.062495831,.071027003,.13483699,.1577322,.065218501,.069918439,.054052968,.056219812,.097573139,.10586745,MAHARASHTRA
28,79102761.77271271,5921,40453715.46793365,721016.0311279297,7540861.192718506,463729.9620361328,14920697.38043213,9619876.036308289,5051973.033668518,2027357.452560425,9074630.231918335,2603,48,609,33,1074,855,424,196,798,.51140714,.43962169,.0091149285,.0081067383,.095329933,.10285424,.0058623739,.0055733831,.18862423,.18138827,.12161239,.14440128,.063865952,.071609527,.025629414,.033102516,.11471951,.13477454,ANDHRA PRADESH
29,95279413.4866333,6465,46212824.74432373,39144.30029296875,12114783.06063843,679099.5451660156,7571741.663574219,13414131.47402954,8792235.13470459,3062697.266326904,8098190.363128662,2659,6,868,42,573,1098,585,273,667,.48502424,.41129157,.00041083692,.00092807424,.12715006,.13426141,.0071274531,.0064965198,.079468809,.088631094,.1407873,.16983759,.092278436,.090487242,.032144375,.04222738,.084994122,.10317092,KARNATAKA
30,2023731.255348206,673,334302.8439178467,32165.94969177246,281155.0518951416,31360.53594970703,149217.940032959,552969.2551803589,248080.8073120117,110393.0149230957,334438.8866653442,131,11,89,7,54,184,76,28,109,.16519132,.19465081,.015894378,.016344724,.13892904,.13224368,.015496394,.010401188,.073734067,.080237739,.27324244,.27340266,.12258585,.11292719,.054549247,.041604754,.16525854,.16196136,GOA
31,39235.29015731812,130,8549.629951477051,0,2452.985015869141,1695.444974899292,6064.990056991577,3311.220035552979,4000.255065917969,2914.680032730103,14516.2600402832,35,0,11,3,19,15,10,6,41,.21790664,.26923078,0,0,.062519863,.084615387,.043212246,.023076924,.15457997,.14615385,.084393926,.11538462,.10195553,.07692308,.074287206,.046153847,.36997968,.31538463,LAKSHADWEEP
32,44038178.20482635,5554,10213864.21780396,181919.2411193848,5046218.07144165,271967.2548828125,9708680.419113159,8335451.820213318,4310332.108657837,2876816.460113525,6690013.797027588,1243,24,642,39,1231,1116,556,330,791,.23193203,.22380267,.0041309437,.0043212101,.11458735,.11559237,.0061757155,.0070219659,.22046053,.22164206,.18927786,.20093626,.097877167,.10010803,.065325513,.059416637,.15191396,.14241987,KERALA
33,115166663.3308868,9649,35651629.58630371,404492.8859863281,20286659.36222839,1162779.894775391,22855564.79806519,18628659.24655151,9659325.26763916,5018322.001586914,10628476.72073364,2829,35,1743,115,1789,1628,857,428,943,.30956554,.29319102,.0035122393,.0036273189,.17615044,.18064047,.010096497,.011918333,.19845644,.18540782,.16175392,.16872215,.083872579,.088817492,.043574434,.044356927,.092287786,.097730331,TAMIL NADU
34,1727412.25831604,721,275354.5856018066,6836.054931640625,360271.4637756348,2179.774963378906,172024.6496276855,332264.5229492188,157599.4886932373,98287.97421264648,396079.6341247559,93,2,134,2,74,149,68,39,188,.15940294,.12898752,.0039573964,.0027739252,.20856136,.18585297,.0012618731,.0027739252,.099585176,.10263523,.19234814,.20665742,.091234438,.09431345,.056898966,.054091539,.22929074,.26074895,PUDUCHERRY
35,614139.8213653564,698,104199.4948196411,0,39798.71506500244,24532.58522796631,118670.4007415771,81165.92512512207,72331.65491485596,19071.99501037598,166679.8755187988,110,0,53,22,117,116,75,32,190,.16966738,.15759312,0,0,.064803995,.075931229,.039946254,.031518623,.19323027,.16762178,.13216196,.1661891,.11777718,.10744986,.03105481,.045845274,.27140379,.27220631,A & N ISLAND
36,55579737.29893494,4250,27390843.28060913,328016.8979492188,6303859.591125488,168165.9516601563,9478072.447921753,7043464.065643311,4034556.81427002,1804142.944702148,5745033.791412354,1632,41,549,15,689,688,375,184,511,.49282068,.384,.0059017353,.0096470593,.11342011,.12917647,.0030256701,.0035294117,.17053108,.16211765,.12672719,.16188236,.072590426,.088235296,.032460444,.043294117,.10336562,.12023529,TELANGANA
