date,precip_mm_day,threshold_10yr_mm_day
2015-01-01,8.49684767126746,327.08495881107285
2015-01-02,5.473782948740791,327.08495881107285
2015-01-03,4.045019690806839,327.08495881107285
2015-01-04,5.807735639564271,327.08495881107285
2015-01-05,1.6025756735871255,327.08495881107285
2015-01-06,2.415420105535304,327.08495881107285
2015-01-07,5.402301260517106,327.08495881107285
2015-01-08,8.23589725621332,327.08495881107285
2015-01-09,1.483696699096981,327.08495881107285
2015-01-10,0.0075674697654903,327.08495881107285
2015-01-11,0.837966799736023,327.08495881107285
2015-01-12,0.1134693622475424,327.08495881107285
2015-01-13,1.82901354327214,327.08495881107285
2015-01-14,0.6963393333876411,327.08495881107285
2015-01-15,0.5180567501952282,327.08495881107285
2015-01-16,0.702202320098877,327.08495881107285
2015-01-17,0.2194404601141286,327.08495881107285
2015-01-18,0.0204771757239541,327.08495881107285
2015-01-19,0.0868558832323174,327.08495881107285
2015-01-20,0.2811692056710058,327.08495881107285
2015-01-21,0.0737041233946911,327.08495881107285
2015-01-22,2.1975517271926037,327.08495881107285
2015-01-23,1.7732083797454834,327.08495881107285
2015-01-24,2.5380700826644897,327.08495881107285
2015-01-25,0.0249549745490185,327.08495881107285
2015-01-26,0.0756233930587768,327.08495881107285
2015-01-27,0.4501728860191178,327.08495881107285
2015-01-28,0.0574439764022827,327.08495881107285
2015-01-29,0.5146410476868368,327.08495881107285
2015-01-30,0.3828141675512597,327.08495881107285
2015-01-31,1.1895239353130194,327.08495881107285
2015-02-01,1.2728450971053462,327.08495881107285
2015-02-02,1.6574412583736375,327.08495881107285
2015-02-03,0.156018137886349,327.08495881107285
2015-02-04,0.003697141437442,327.08495881107285
2015-02-05,0.0333105529648491,327.08495881107285
2015-02-06,0.0316947698593139,327.08495881107285
2015-02-07,0.0105495321918169,327.08495881107285
2015-02-08,0.0168797878359328,327.08495881107285
2015-02-09,0.0408321618010631,327.08495881107285
2015-02-10,0.0924021005630493,327.08495881107285
2015-02-11,0.8694610163502148,327.08495881107285
2015-02-12,1.7257388554980937,327.08495881107285
2015-02-13,3.7367343902019456,327.08495881107285
2015-02-14,0.1579165458451825,327.08495881107285
2015-02-15,0.3510415554046631,327.08495881107285
2015-02-16,0.1237124203612438,327.08495881107285
2015-02-17,0.5051821469805873,327.08495881107285
2015-02-18,1.4766921081559303,327.08495881107285
2015-02-19,2.152341604187314,327.08495881107285
2015-02-20,4.425036907093727,327.08495881107285
2015-02-21,7.250988483349374,327.08495881107285
2015-02-22,0.0324130057265392,327.08495881107285
2015-02-23,0.0045746564865112,327.08495881107285
2015-02-24,0.0079182134982147,327.08495881107285
2015-02-25,0.0042825936361623,327.08495881107285
2015-02-26,0.183321244662693,327.08495881107285
2015-02-27,0.6156951512821252,327.08495881107285
2015-02-28,3.263724767009535,327.08495881107285
2015-03-01,17.725533993314002,327.08495881107285
2015-03-02,3.6450952290465466,327.08495881107285
2015-03-03,5.459594726460182,327.08495881107285
2015-03-04,21.83174490920692,327.08495881107285
2015-03-05,9.129118919304346,327.08495881107285
2015-03-06,12.566666884197277,327.08495881107285
2015-03-07,12.54790882819634,327.08495881107285
2015-03-08,4.169959661965095,327.08495881107285
2015-03-09,6.984095933376011,327.08495881107285
2015-03-10,1.4834582804610363,327.08495881107285
2015-03-11,0.2556920050551525,327.08495881107285
2015-03-12,0.9900510310103529,327.08495881107285
2015-03-13,0.1541227102279663,327.08495881107285
2015-03-14,1.077582920800069,327.08495881107285
2015-03-15,1.6758322714736096,327.08495881107285
2015-03-16,2.3751825092404033,327.08495881107285
2015-03-17,0.041026533438071,327.08495881107285
2015-03-18,1.981249451603162,327.08495881107285
2015-03-19,0.9826004504134288,327.08495881107285
2015-03-20,4.406982660288605,327.08495881107285
2015-03-21,1.2093335390090942,327.08495881107285
2015-03-22,0.0051379203114265,327.08495881107285
2015-03-23,0.4058811733216316,327.08495881107285
2015-03-24,6.268504261868202,327.08495881107285
2015-03-25,4.602506756782532,327.08495881107285
2015-03-26,1.121273636783826,327.08495881107285
2015-03-27,3.692371511078818,327.08495881107285
2015-03-28,4.303569385456285,327.08495881107285
2015-03-29,11.006787419319153,327.08495881107285
2015-03-30,23.53582978241775,327.08495881107285
2015-03-31,16.74228012552703,327.08495881107285
2015-04-01,2.2005445804325063,327.08495881107285
2015-04-02,2.2341519593851444,327.08495881107285
2015-04-03,2.587254188881616,327.08495881107285
2015-04-04,2.3568898438384167,327.08495881107285
2015-04-05,7.3828279971053234,327.08495881107285
2015-04-06,2.396881580352783,327.08495881107285
2015-04-07,2.2233426570892334,327.08495881107285
2015-04-08,2.076404288629874,327.08495881107285
2015-04-09,3.4842283733951263,327.08495881107285
2015-04-10,5.658641457557678,327.08495881107285
2015-04-11,36.61972284226067,327.08495881107285
2015-04-12,72.84298366295161,327.08495881107285
2015-04-13,75.80484799382248,327.08495881107285
2015-04-14,24.974057748750056,327.08495881107285
2015-04-15,33.21682214726707,327.08495881107285
2015-04-16,17.161715030567848,327.08495881107285
2015-04-17,22.000986337559425,327.08495881107285
2015-04-18,0.9533047675063244,327.08495881107285
2015-04-19,0.5831073041235868,327.08495881107285
2015-04-20,0.7447600364685059,327.08495881107285
2015-04-21,9.78811383242828,327.08495881107285
2015-04-22,4.959800839287709,327.08495881107285
2015-04-23,24.0708589553833,327.08495881107285
2015-04-24,32.041254639580075,327.08495881107285
2015-04-25,14.687645435287775,327.08495881107285
2015-04-26,12.69503235812408,327.08495881107285
2015-04-27,11.671393123037888,327.08495881107285
2015-04-28,3.376901149749756,327.08495881107285
2015-04-29,3.645008802322991,327.08495881107285
2015-04-30,4.481422901051246,327.08495881107285
2015-05-01,11.479386687277326,327.08495881107285
2015-05-02,10.90499758720398,327.08495881107285
2015-05-03,14.457449462838667,327.08495881107285
2015-05-04,18.045203492249584,327.08495881107285
2015-05-05,18.13267171382904,327.08495881107285
2015-05-06,13.72095346448532,327.08495881107285
2015-05-07,4.884380102055275,327.08495881107285
2015-05-08,2.2574871777578664,327.08495881107285
2015-05-09,7.364019751548767,327.08495881107285
2015-05-10,5.946177244084083,327.08495881107285
2015-05-11,8.017808649867675,327.08495881107285
2015-05-12,5.949527025222778,327.08495881107285
2015-05-13,18.06721389283439,327.08495881107285
2015-05-14,17.0395761728237,327.08495881107285
2015-05-15,22.164243459656063,327.08495881107285
2015-05-16,22.936213016464535,327.08495881107285
2015-05-17,22.69044518470764,327.08495881107285
2015-05-18,11.09948754310608,327.08495881107285
2015-05-19,8.29258914689035,327.08495881107285
2015-05-20,2.5155872105528942,327.08495881107285
2015-05-21,3.9271086454846222,327.08495881107285
2015-05-22,3.227412700653076,327.08495881107285
2015-05-23,4.509818553913192,327.08495881107285
2015-05-24,1.7689406871745916,327.08495881107285
2015-05-25,1.3590991496990057,327.08495881107285
2015-05-26,4.244133830070496,327.08495881107285
2015-05-27,7.139563560428996,327.08495881107285
2015-05-28,3.5814285278270575,327.08495881107285
2015-05-29,31.20427131648285,327.08495881107285
2015-05-30,6.779780983833916,327.08495881107285
2015-05-31,37.849023938179016,327.08495881107285
2015-06-01,28.821119666098127,327.08495881107285
2015-06-02,31.184759736049728,327.08495881107285
2015-06-03,33.26804339885214,327.08495881107285
2015-06-04,30.355364084243774,327.08495881107285
2015-06-05,43.645575642585754,327.08495881107285
2015-06-06,32.707867927683765,327.08495881107285
2015-06-07,23.457989167866344,327.08495881107285
2015-06-08,45.6310987471511,327.08495881107285
2015-06-09,9.423941373881917,327.08495881107285
2015-06-10,8.638444542782509,327.08495881107285
2015-06-11,39.183685183523664,327.08495881107285
2015-06-12,28.86195480823517,327.08495881107285
2015-06-13,27.0064116727049,327.08495881107285
2015-06-14,27.22016949770989,327.08495881107285
2015-06-15,47.00684547412948,327.08495881107285
2015-06-16,90.6467586756321,327.08495881107285
2015-06-17,56.005531549452314,327.08495881107285
2015-06-18,100.60333013524314,327.08495881107285
2015-06-19,93.8644558190731,327.08495881107285
2015-06-20,305.72406053533996,327.08495881107285
2015-06-21,61.85951828956604,327.08495881107285
2015-06-22,16.99081063270569,327.08495881107285
2015-06-23,8.806675672531128,327.08495881107285
2015-06-24,15.546202659606934,327.08495881107285
2015-06-25,4.43767309178611,327.08495881107285
